"P0",,,,,,,,,,,,,,"P1",,,,,,,,,,,,,"P2",,,,,,,,,,,,,"P3",,,,,,,,,,,,,"P4",,,,,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","Von Mises Strain [1] - Lagrange","displacement"
1222,3.97396,-1.17823,-506.765,-0.00211837,0.00302333,-0.0122723,9.79583e-05,0.000137274,-0.000323621,0.000442918,-0.000207686,0.000576869,0.0128171,2.16714,-3.11547,-497.141,-0.00223069,0.00346177,-0.0114747,8.2928e-05,-1.34449e-05,-0.000138024,0.000181653,-0.00011217,0.000257429,0.0121914,2.44068,-10.3861,-501.658,-0.00311556,0.00445963,-0.00949708,6.22887e-05,-0.000123942,9.05155e-06,6.27285e-05,-0.000124382,0.000165045,0.0109452,2.68465,-17.0047,-503.874,-0.00342749,0.00479383,-0.0102481,1.82528e-05,-7.41551e-05,-2.88019e-05,2.65002e-05,-8.24025e-05,9.8525e-05,0.0118218,3.29601,-26.1456,-509.74,-0.00352255,0.00537676,-0.00743149,3.29132e-05,3.61164e-05,4.60965e-05,8.13138e-05,-1.22842e-05,8.84484e-05,0.00982588
1223,3.97396,-1.17823,-506.765,-0.00223552,0.00307922,-0.0116581,5.86949e-05,0.000130799,-0.000342548,0.000439973,-0.00025048,0.000606677,0.0122663,2.16714,-3.11547,-497.141,-0.00227629,0.00337741,-0.010718,5.89933e-05,1.60554e-05,-0.000147226,0.00018681,-0.000111762,0.000262072,0.011466,2.44068,-10.3861,-501.658,-0.0031477,0.00456786,-0.0100037,5.89023e-05,-0.000151333,-1.16112e-05,5.95865e-05,-0.000152017,0.000189036,0.0114394,2.68465,-17.0047,-503.874,-0.00337074,0.00471957,-0.00904386,2.00537e-05,-2.2508e-05,-2.69618e-05,3.32695e-05,-3.57238e-05,6.00248e-05,0.010745,3.29601,-26.1456,-509.74,-0.00377909,0.0051459,-0.00775927,2.00685e-05,1.99928e-05,2.7682e-05,4.83873e-05,-8.32591e-06,5.35595e-05,0.0100487
1224,3.97396,-1.17823,-506.765,-0.00191311,0.00289461,-0.0109906,0.000132655,0.000173769,-0.000311926,0.000466705,-0.000160281,0.000565626,0.0115295,2.16714,-3.11547,-497.141,-0.00222493,0.00334983,-0.00953754,0.000107153,5.38489e-05,-0.000125009,0.000208832,-4.78297e-05,0.000237438,0.0103508,2.44068,-10.3861,-501.658,-0.00304245,0.00432795,-0.00857446,6.04702e-05,-0.000144447,-3.12292e-05,6.51431e-05,-0.00014912,0.000190301,0.0100759,2.68465,-17.0047,-503.874,-0.00341325,0.00456187,-0.00872559,2.63317e-05,-5.84684e-05,-3.46943e-05,3.87231e-05,-7.08598e-05,9.6375e-05,0.0104214,3.29601,-26.1456,-509.74,-0.00350032,0.00506093,-0.00797929,1.19282e-05,-1.53698e-05,1.31704e-05,1.77897e-05,-2.12313e-05,3.39615e-05,0.0100769
1225,3.97396,-1.17823,-506.765,-0.0018973,0.00263914,-0.0102798,8.73718e-05,0.000159916,-0.00035245,0.000478895,-0.000231607,0.000628766,0.0107869,2.16714,-3.11547,-497.141,-0.00214214,0.00314417,-0.00907925,9.10308e-05,2.18916e-05,-0.000150242,0.000211303,-9.83805e-05,0.000274721,0.00984458,2.44068,-10.3861,-501.658,-0.00296078,0.00437043,-0.00823318,5.48286e-05,-0.000127739,-1.66941e-05,5.63891e-05,-0.000129299,0.000164924,0.00978038,2.68465,-17.0047,-503.874,-0.00331938,0.00456561,-0.00795478,7.9805e-06,-3.9519e-05,-3.87981e-05,2.97796e-05,-6.13181e-05,8.06125e-05,0.00975496,3.29601,-26.1456,-509.74,-0.00354021,0.00510848,-0.00703605,-1.0587e-05,3.53388e-05,3.02589e-05,5.16036e-05,-2.68518e-05,6.92618e-05,0.0093883
1226,3.97396,-1.17823,-506.765,-0.00179656,0.00272142,-0.0104058,8.88881e-05,0.000135997,-0.000350862,0.000464744,-0.00023986,0.000621692,0.0109091,2.16714,-3.11547,-497.141,-0.00216581,0.00315792,-0.0096222,8.0574e-05,-3.1997e-07,-0.000160914,0.000206446,-0.000126192,0.000291356,0.0103564,2.44068,-10.3861,-501.658,-0.00294578,0.00408681,-0.00810592,6.2099e-05,-7.79819e-05,-2.70612e-05,6.71707e-05,-8.30536e-05,0.000130555,0.00954488,2.68465,-17.0047,-503.874,-0.00299965,0.00426982,-0.00895235,1.84136e-05,-7.2987e-05,-4.07973e-05,3.40488e-05,-8.86222e-05,0.000109946,0.0103622,3.29601,-26.1456,-509.74,-0.00347383,0.00498889,-0.00755568,7.79475e-06,9.78986e-06,5.53654e-05,6.43695e-05,-4.67849e-05,9.68531e-05,0.00969847
1227,3.97396,-1.17823,-506.765,-0.00154101,0.00245751,-0.0101428,8.71431e-05,0.000165145,-0.000342626,0.000472062,-0.000219774,0.000613043,0.0105545,2.16714,-3.11547,-497.141,-0.00190578,0.00283282,-0.00873991,8.90467e-05,2.70434e-05,-0.000149198,0.000211009,-9.49184e-05,0.000271585,0.00938318,2.44068,-10.3861,-501.658,-0.00274275,0.00385388,-0.00793619,5.23006e-05,-0.000102631,-2.08238e-05,5.50815e-05,-0.000105412,0.000141293,0.00923928,2.68465,-17.0047,-503.874,-0.00306045,0.00419695,-0.00843703,-1.18976e-05,-4.24315e-05,-5.08425e-05,2.59412e-05,-8.02703e-05,9.60313e-05,0.00990831,3.29601,-26.1456,-509.74,-0.00336723,0.00483401,-0.00708032,2.19301e-05,-6.95775e-05,3.21643e-05,3.22376e-05,-7.9885e-05,0.00010014,0.00921104
1228,3.97396,-1.17823,-506.765,-0.00152393,0.00214176,-0.0093321,7.06226e-05,0.000104613,-0.000376103,0.000465159,-0.000289923,0.000660499,0.00969773,2.16714,-3.11547,-497.141,-0.00165694,0.00252022,-0.00854415,7.34779e-05,-9.46173e-06,-0.000158786,0.000196849,-0.000132833,0.000287633,0.00906117,2.44068,-10.3861,-501.658,-0.00282377,0.00366647,-0.00828031,5.15288e-05,-7.09203e-05,4.29297e-06,5.17239e-05,-7.11155e-05,0.000106899,0.00948609,2.68465,-17.0047,-503.874,-0.00289393,0.00386437,-0.00877094,-6.50221e-06,-0.000123916,-6.47832e-05,2.22522e-05,-0.00015267,0.000164991,0.0100128,3.29601,-26.1456,-509.74,-0.00320521,0.00462345,-0.00693567,1.79258e-05,-1.83392e-05,1.27857e-05,2.23942e-05,-2.28076e-05,3.93659e-05,0.00893058
1229,3.97396,-1.17823,-506.765,-0.00141326,0.00182536,-0.00939302,8.64628e-05,0.000111561,-0.000334841,0.000434781,-0.000236758,0.000590958,0.00967464,2.16714,-3.11547,-497.141,-0.00163331,0.00236058,-0.00857796,6.15213e-05,-2.44725e-06,-0.00013977,0.000173286,-0.000114212,0.000251336,0.00904603,2.44068,-10.3861,-501.658,-0.0025151,0.00337498,-0.00800771,4.78731e-05,-0.000120858,-3.67614e-05,5.55401e-05,-0.000128525,0.000163588,0.00904693,2.68465,-17.0047,-503.874,-0.0028376,0.00383812,-0.00823451,1.25003e-05,-0.000124528,-3.20712e-05,1.96573e-05,-0.000131685,0.000142678,0.00951869,3.29601,-26.1456,-509.74,-0.00321406,0.00454,-0.00765216,2.19531e-05,4.62323e-05,2.72906e-05,6.4514e-05,3.67139e-06,6.28953e-05,0.00946143
1230,3.97396,-1.17823,-506.765,-0.00139489,0.00159199,-0.00896959,6.12366e-05,8.54222e-05,-0.000368543,0.000442791,-0.000296132,0.000645199,0.00921846,2.16714,-3.11547,-497.141,-0.00151613,0.00222071,-0.00824915,6.26946e-05,-1.47241e-05,-0.000175127,0.000203552,-0.000155582,0.000312443,0.00867653,2.44068,-10.3861,-501.658,-0.00243918,0.0030241,-0.00726104,3.39273e-05,-0.000119058,-3.84926e-05,4.31124e-05,-0.000128243,0.000154412,0.00823562,2.68465,-17.0047,-503.874,-0.00280352,0.00347103,-0.00739212,-1.41164e-05,-9.81007e-05,-6.36563e-05,2.01658e-05,-0.000132383,0.000143594,0.00863494,3.29601,-26.1456,-509.74,-0.00299324,0.00400265,-0.00573875,1.39744e-05,1.23565e-05,4.51898e-05,5.87114e-05,-3.23805e-05,8.01916e-05,0.00761284
1231,3.97396,-1.17823,-506.765,-0.00128272,0.00134194,-0.00949545,9.13839e-05,9.88273e-05,-0.000343902,0.000440063,-0.000249852,0.000605862,0.00967812,2.16714,-3.11547,-497.141,-0.00144347,0.0017911,-0.00806538,7.75279e-05,-1.31875e-05,-0.000143761,0.000183503,-0.000119163,0.000264542,0.00838714,2.44068,-10.3861,-501.658,-0.00235523,0.00285004,-0.00681923,4.4579e-05,-0.000132156,-1.0327e-05,4.51959e-05,-0.000132773,0.000160264,0.00775801,2.68465,-17.0047,-503.874,-0.00292989,0.00319734,-0.00720395,2.37883e-05,-8.27755e-05,-3.87896e-05,3.64351e-05,-9.54222e-05,0.000117984,0.00840892,3.29601,-26.1456,-509.74,-0.00302682,0.00397741,-0.00594433,2.74627e-05,2.00149e-05,1.9793e-05,4.44616e-05,3.01603e-06,4.323e-05,0.00776841
1232,3.97396,-1.17823,-506.765,-0.00113403,0.0012365,-0.00916278,8.85046e-05,8.02014e-05,-0.000345943,0.000431422,-0.000262716,0.000608199,0.00931714,2.16714,-3.11547,-497.141,-0.001236,0.00165797,-0.00829317,8.20645e-05,-2.02763e-05,-0.000157469,0.000197018,-0.00013523,0.000289953,0.00854717,2.44068,-10.3861,-501.658,-0.00225153,0.00266231,-0.00704546,5.43721e-05,-0.000141371,-2.08883e-05,5.65832e-05,-0.000143582,0.00017879,0.00786158,2.68465,-17.0047,-503.874,-0.00269911,0.00312457,-0.00715811,8.23432e-06,-6.92612e-05,-5.21882e-05,3.44941e-05,-9.55209e-05,0.000116755,0.00826449,3.29601,-26.1456,-509.74,-0.00291056,0.00367934,-0.00612299,4.92445e-05,1.34785e-05,5.13276e-05,8.58383e-05,-2.31154e-05,9.95161e-05,0.00771384
1233,3.97396,-1.17823,-506.765,-0.00105464,0.00094324,-0.00878462,6.89365e-05,0.000103299,-0.000357332,0.000444948,-0.000272712,0.000628662,0.00890187,2.16714,-3.11547,-497.141,-0.00125971,0.00148492,-0.00705005,8.56917e-05,1.19774e-05,-0.000160837,0.000214436,-0.000116767,0.000291485,0.00731412,2.44068,-10.3861,-501.658,-0.00212896,0.00246398,-0.00638706,6.18297e-05,-0.000122586,-2.56588e-05,6.53631e-05,-0.00012612,0.000168611,0.00717086,2.68465,-17.0047,-503.874,-0.00239096,0.00278687,-0.00619186,1.65574e-06,-9.04472e-05,-4.16469e-05,1.77487e-05,-0.00010654,0.000116564,0.00719881,3.29601,-26.1456,-509.74,-0.00275138,0.00341479,-0.00557423,2.16617e-05,2.49713e-05,4.21048e-05,6.59562e-05,-1.93232e-05,7.7849e-05,0.00709366
1234,3.97396,-1.17823,-506.765,-0.000927744,0.000817833,-0.00817913,6.08414e-05,4.39225e-05,-0.000368217,0.000422059,-0.000317295,0.000643493,0.0082742,2.16714,-3.11547,-497.141,-0.00109204,0.00136984,-0.00764384,7.01703e-05,-6.73503e-05,-0.00018114,0.000195663,-0.000192843,0.000336899,0.00784208,2.44068,-10.3861,-501.658,-0.00193668,0.00220932,-0.00604128,5.91693e-05,-0.000120535,-2.42657e-05,6.25677e-05,-0.000123934,0.000164541,0.00671848,2.68465,-17.0047,-503.874,-0.00247552,0.00269471,-0.00651649,2.4375e-06,-6.64247e-05,-4.78786e-05,2.70473e-05,-9.10345e-05,0.000107185,0.00747386,3.29601,-26.1456,-509.74,-0.00262851,0.00326785,-0.00525943,2.18171e-05,-4.11541e-06,2.33593e-05,3.59381e-05,-1.82363e-05,4.81363e-05,0.00672715
1235,3.97396,-1.17823,-506.765,-0.000877213,0.000535748,-0.00796333,4.15499e-05,1.71367e-05,-0.000389662,0.000420329,-0.000361642,0.000678863,0.00803191,2.16714,-3.11547,-497.141,-0.000873622,0.00110263,-0.00686743,5.84664e-05,-6.39939e-05,-0.000182749,0.000190634,-0.000196162,0.0003353,0.00701023,2.44068,-10.3861,-501.658,-0.00183367,0.00207436,-0.00544648,5.63652e-05,-0.00013224,-1.18953e-05,5.71524e-05,-0.000133027,0.000169081,0.00611079,2.68465,-17.0047,-503.874,-0.00223821,0.00237458,-0.00645716,-3.50284e-06,-6.6749e-05,-5.08922e-05,2.48225e-05,-9.50743e-05,0.000109795,0.00723521,3.29601,-26.1456,-509.74,-0.0024223,0.00297958,-0.0056723,1.7277e-05,1.62283e-05,3.11066e-05,4.81317e-05,-1.46264e-05,5.71298e-05,0.0068508
1236,3.97396,-1.17823,-506.765,-0.000529123,0.000217007,-0.0074137,5.57846e-05,2.86778e-05,-0.000387399,0.000430963,-0.0003465,0.000675376,0.007438,2.16714,-3.11547,-497.141,-0.000713625,0.000761792,-0.00633337,6.75207e-05,-5.3081e-05,-0.000186673,0.000203932,-0.000189493,0.000341092,0.00641913,2.44068,-10.3861,-501.658,-0.00160495,0.00174571,-0.0054611,3.68895e-05,-0.00014962,-2.74373e-05,4.0879e-05,-0.000153609,0.000177689,0.00595478,2.68465,-17.0047,-503.874,-0.00202399,0.00226136,-0.00592391,1.50371e-06,-4.91407e-05,-3.00266e-05,1.54911e-05,-6.31281e-05,7.22023e-05,0.00665778,3.29601,-26.1456,-509.74,-0.00235497,0.00281351,-0.00555912,9.98225e-06,1.19399e-05,7.12601e-05,8.23125e-05,-6.03903e-05,0.000124244,0.00666395
1237,3.97396,-1.17823,-506.765,-0.000334611,-5.89949e-05,-0.0074196,5.10949e-05,6.39582e-05,-0.000385665,0.000444147,-0.000329094,0.000672903,0.00742916,2.16714,-3.11547,-497.141,-0.000467696,0.000416581,-0.00633323,6.45309e-05,-2.01609e-05,-0.000182378,0.000209841,-0.000165471,0.000326129,0.00636425,2.44068,-10.3861,-501.658,-0.00151858,0.00153333,-0.00588671,4.90122e-05,-0.000128384,-3.73063e-05,5.65621e-05,-0.000135934,0.000171392,0.00627207,2.68465,-17.0047,-503.874,-0.00175071,0.00202509,-0.00548919,-1.14307e-05,-6.56736e-05,-6.30362e-05,3.00961e-05,-0.0001072,0.000125062,0.00610798,3.29601,-26.1456,-509.74,-0.00223051,0.002914,-0.00388718,3.16264e-05,1.40884e-05,3.69234e-05,6.20319e-05,-1.63171e-05,7.23348e-05,0.00534687
1238,3.97396,-1.17823,-506.765,-0.000387269,-0.00030022,-0.00719259,3.52139e-05,6.65513e-05,-0.000402263,0.000454055,-0.000352289,0.000701125,0.00721288,2.16714,-3.11547,-497.141,-0.000393173,0.000358785,-0.00663304,4.25383e-05,-1.80534e-05,-0.00019115,0.000206036,-0.000181551,0.000336324,0.00665457,2.44068,-10.3861,-501.658,-0.00144001,0.00109733,-0.00538048,3.63937e-05,-0.000156505,-3.52983e-05,4.26519e-05,-0.000162763,0.000187819,0.00567748,2.68465,-17.0047,-503.874,-0.00171525,0.00172813,-0.00564643,8.47881e-06,-8.06609e-05,-3.61167e-05,2.12904e-05,-9.34725e-05,0.000105821,0.0061494,3.29601,-26.1456,-509.74,-0.00223405,0.00242322,-0.00559854,2.89976e-05,2.98874e-05,3.42563e-05,6.38382e-05,-4.95329e-06,6.66354e-05,0.00649737
1239,3.97396,-1.17823,-506.765,-0.000150402,-0.000442338,-0.00661159,1.92016e-05,9.17316e-06,-0.000405262,0.000420178,-0.000391803,0.000703976,0.00663029,2.16714,-3.11547,-497.141,-0.000270195,0.000190547,-0.00629859,3.28283e-05,-6.65345e-05,-0.000198021,0.000187505,-0.000221211,0.000354631,0.00630742,2.44068,-10.3861,-501.658,-0.0012206,0.00102379,-0.00489157,3.74668e-05,-0.000135038,-3.72874e-05,4.54486e-05,-0.00014302,0.000170508,0.00514514,2.68465,-17.0047,-503.874,-0.00150011,0.00155651,-0.00544316,-1.05957e-06,-8.15281e-05,-5.45242e-05,2.65478e-05,-0.000109135,0.000124701,0.00585761,3.29601,-26.1456,-509.74,-0.00221996,0.00236955,-0.00436687,1.61261e-05,1.55804e-05,3.60756e-05,5.24808e-05,-2.07742e-05,6.59013e-05,0.00544336
1240,3.97396,-1.17823,-506.765,-0.000100921,-0.000677778,-0.00653845,2.94814e-05,8.42094e-05,-0.000382124,0.000440555,-0.000326864,0.000667875,0.00657581,2.16714,-3.11547,-497.141,-0.000146956,-0.000177753,-0.00630513,3.91907e-05,4.58543e-06,-0.000179103,0.00020209,-0.000158314,0.000313289,0.00630942,2.44068,-10.3861,-501.658,-0.00118279,0.00086578,-0.00544033,3.9408e-05,-0.000176178,-4.73769e-05,4.93832e-05,-0.000186154,0.000215196,0.00563602,2.68465,-17.0047,-503.874,-0.00138301,0.00135409,-0.00491691,-9.3346e-06,-7.14135e-05,-3.97112e-05,1.00733e-05,-9.08215e-05,9.63948e-05,0.00528451,3.29601,-26.1456,-509.74,-0.00207096,0.0020359,-0.00422765,6.88694e-06,5.07467e-06,4.00051e-05,4.62049e-05,-3.42433e-05,7.00515e-05,0.00512947
1241,3.97396,-1.17823,-506.765,0.000141677,-0.000877413,-0.00669358,2.58973e-05,4.51032e-05,-0.000411749,0.00044807,-0.000377069,0.000716198,0.00675376,2.16714,-3.11547,-497.141,-6.07496e-05,-0.000351268,-0.00564504,3.65937e-05,-5.02611e-05,-0.000193439,0.000191723,-0.00020539,0.000344309,0.00565651,2.44068,-10.3861,-501.658,-0.00107593,0.000942334,-0.00437996,2.97545e-05,-0.000175035,-5.97259e-05,4.59387e-05,-0.000191219,0.000217922,0.00460937,2.68465,-17.0047,-503.874,-0.00132801,0.00128766,-0.00395781,1.444e-05,-9.56459e-05,-3.82969e-05,2.65106e-05,-0.000107717,0.000123204,0.00436992,3.29601,-26.1456,-509.74,-0.00188065,0.00200686,-0.00366082,6.70901e-06,-1.94068e-06,7.07112e-06,1.54479e-05,-1.06796e-05,2.30559e-05,0.00457922
1242,3.97396,-1.17823,-506.765,0.000111175,-0.000779559,-0.00675986,3.23404e-05,1.09924e-05,-0.00040168,0.000424467,-0.000381135,0.00069883,0.00680771,2.16714,-3.11547,-497.141,-5.77617e-05,-7.93519e-05,-0.00612223,5.5987e-05,-7.0898e-05,-0.000198167,0.000200988,-0.000215899,0.000361406,0.0061231,2.44068,-10.3861,-501.658,-0.00101388,0.000863014,-0.00441573,6.86586e-05,-0.000127063,-4.03254e-05,7.66425e-05,-0.000135047,0.00018574,0.00461474,2.68465,-17.0047,-503.874,-0.00139965,0.00139682,-0.00394572,5.38195e-06,-7.27689e-05,-6.36262e-05,4.10694e-05,-0.000108456,0.000133851,0.00441458,3.29601,-26.1456,-509.74,-0.00165279,0.00199708,-0.00383403,1.36361e-05,3.27696e-05,2.03466e-05,4.65032e-05,-9.74539e-08,4.68237e-05,0.00462865
1243,3.97396,-1.17823,-506.765,0.00032523,-0.000683646,-0.00652086,5.37009e-05,4.39608e-05,-0.000361775,0.000411736,-0.000314074,0.000631143,0.00656643,2.16714,-3.11547,-497.141,-3.65336e-05,-8.05886e-05,-0.00505861,6.15894e-05,-4.79502e-05,-0.000177572,0.00019303,-0.00017939,0.000322884,0.0050595,2.44068,-10.3861,-501.658,-0.000943397,0.000868543,-0.00434196,5.3757e-05,-0.000135597,-4.56135e-05,6.42211e-05,-0.000146061,0.00018674,0.00452887,2.68465,-17.0047,-503.874,-0.00119358,0.0013916,-0.00364631,-8.21004e-06,-7.62535e-05,-6.26462e-05,2.91114e-05,-0.000113575,0.000130636,0.00408159,3.29601,-26.1456,-509.74,-0.00160018,0.00199057,-0.00233162,2.35497e-05,3.28344e-05,5.81683e-05,8.70772e-05,-3.06931e-05,0.000106051,0.00345889
1244,3.97396,-1.17823,-506.765,0.000442183,-0.000720235,-0.00601891,2.22702e-05,3.56146e-05,-0.000412557,0.000442671,-0.000384787,0.000717635,0.00607976,2.16714,-3.11547,-497.141,0.00027654,-0.000200831,-0.00562929,5.79183e-05,-8.52052e-05,-0.000193933,0.000193513,-0.0002208,0.0003592,0.00563988,2.44068,-10.3861,-501.658,-0.000639156,0.000845745,-0.00360025,4.60069e-05,-0.000134619,-5.19536e-05,5.99808e-05,-0.000148593,0.000186069,0.00375496,2.68465,-17.0047,-503.874,-0.00114001,0.00124389,-0.00333241,3.5389e-07,-6.51133e-05,-4.23673e-05,2.12215e-05,-8.59809e-05,9.83791e-05,0.0037361,3.29601,-26.1456,-509.74,-0.00142829,0.00195248,-0.00404001,2.30488e-05,4.70585e-05,1.28819e-05,5.38319e-05,1.62755e-05,4.78837e-05,0.00470957
1245,3.97396,-1.17823,-506.765,0.000426905,-0.0006147,-0.00551073,2.31301e-05,1.83725e-05,-0.000381085,0.000402858,-0.000361356,0.000662682,0.00556271,2.16714,-3.11547,-497.141,0.000277482,-7.27938e-05,-0.00437738,5.2249e-05,-6.79931e-05,-0.000186993,0.000188863,-0.000204607,0.000341067,0.00438732,2.44068,-10.3861,-501.658,-0.000787113,0.000870537,-0.0022983,3.76335e-05,-0.000152304,-4.39402e-05,4.75206e-05,-0.000162191,0.000190502,0.00258419,2.68465,-17.0047,-503.874,-0.0010601,0.00131777,-0.0034516,-4.33517e-06,-3.53313e-05,-7.1276e-05,5.3136e-05,-9.28024e-05,0.000127965,0.00384411,3.29601,-26.1456,-509.74,-0.00145902,0.0022724,-0.00371482,2.28985e-05,3.08378e-05,2.33284e-05,5.11964e-05,2.53986e-06,5.02986e-05,0.00459361
1246,3.97396,-1.17823,-506.765,0.000671417,-0.000823061,-0.00556699,3.86974e-05,3.28971e-05,-0.000393128,0.000429899,-0.000358305,0.000684134,0.00566952,2.16714,-3.11547,-497.141,0.000474288,-0.000208268,-0.00472434,5.07185e-05,-6.30024e-05,-0.000197132,0.000199449,-0.000211733,0.000356323,0.00475312,2.44068,-10.3861,-501.658,-0.000441618,0.000708094,-0.00286181,4.3413e-05,-0.000126311,-3.82624e-05,5.17483e-05,-0.000134646,0.000166779,0.00298245,2.68465,-17.0047,-503.874,-0.000925277,0.00130234,-0.00337206,3.12163e-06,-6.51071e-05,-4.94752e-05,2.91218e-05,-9.11072e-05,0.000108694,0.00373219,3.29601,-26.1456,-509.74,-0.00132652,0.00191056,-0.00297082,2.74056e-06,3.68577e-05,4.63012e-05,6.95713e-05,-2.99731e-05,8.87553e-05,0.0037756
1247,3.97396,-1.17823,-506.765,0.000906664,-0.000916036,-0.00460648,3.31404e-06,3.46879e-05,-0.000411211,0.000431539,-0.000393537,0.000715184,0.00478417,2.16714,-3.11547,-497.141,0.000618763,-0.000480251,-0.00372289,3.17004e-05,-5.42864e-05,-0.000194518,0.000188287,-0.000210873,0.000346012,0.00380507,2.44068,-10.3861,-501.658,-0.000333077,0.00064654,-0.00241962,2.99434e-05,-0.000123658,-3.2005e-05,3.66604e-05,-0.000130375,0.000152198,0.00252812,2.68465,-17.0047,-503.874,-0.000742329,0.00125861,-0.00332568,-1.11731e-05,-7.7207e-05,-5.72808e-05,2.19938e-05,-0.000110374,0.000122917,0.00363367,3.29601,-26.1456,-509.74,-0.00107354,0.0019441,-0.00320518,1.15203e-05,1.162e-05,2.90252e-05,4.109e-05,-1.79498e-05,5.27887e-05,0.00390218
1248,3.97396,-1.17823,-506.765,0.000830055,-0.00101721,-0.00436482,1.67941e-05,2.04241e-05,-0.000418095,0.000437448,-0.00040023,0.00072623,0.00455999,2.16714,-3.11547,-497.141,0.000595668,-0.000341054,-0.00345335,2.96802e-05,-5.70427e-05,-0.000202505,0.000193648,-0.00022101,0.000359562,0.00352138,2.44068,-10.3861,-501.658,-0.000275126,0.000582576,-0.00290796,4.82998e-05,-0.000140251,-4.5426e-05,5.88264e-05,-0.000150778,0.000187459,0.00298069,2.68465,-17.0047,-503.874,-0.000525339,0.00128845,-0.00327339,6.7986e-06,-5.95946e-05,-3.8982e-05,2.48954e-05,-7.76914e-05,9.27413e-05,0.0035573,3.29601,-26.1456,-509.74,-0.00116691,0.00204885,-0.00291723,2.80342e-05,4.83679e-05,2.66476e-05,6.81663e-05,8.23583e-06,6.45501e-05,0.00375209
1249,3.97396,-1.17823,-506.765,0.000867645,-0.000825328,-0.00495987,2.17312e-05,8.15348e-05,-0.00038524,0.000438741,-0.000335475,0.000673191,0.00510349,2.16714,-3.11547,-497.141,0.000708856,-0.000242058,-0.00358773,3.35017e-05,-2.20995e-05,-0.000178592,0.000186743,-0.00017534,0.000313877,0.00366525,2.44068,-10.3861,-501.658,-5.57525e-05,0.000648427,-0.0022204,3.69891e-05,-0.000112031,-3.02533e-05,4.32175e-05,-0.000118259,0.000144973,0.00231568,2.68465,-17.0047,-503.874,-0.00049306,0.00116567,-0.00311927,9.92897e-06,-4.94966e-05,-3.94157e-05,2.96229e-05,-6.91906e-05,8.78909e-05,0.00336688,3.29601,-26.1456,-509.74,-0.000837039,0.0018706,-0.00350235,2.0497e-05,9.36865e-07,1.85677e-05,3.29025e-05,-1.14687e-05,4.03992e-05,0.00405813
1250,3.97396,-1.17823,-506.765,0.000976804,-0.000823853,-0.00513162,2.47641e-05,8.61881e-05,-0.000376338,0.000433957,-0.000323004,0.000658512,0.00528902,2.16714,-3.11547,-497.141,0.000869492,-0.000391806,-0.00315765,4.47016e-05,-4.03569e-05,-0.000193156,0.000200204,-0.00019586,0.000343206,0.0032988,2.44068,-10.3861,-501.658,3.5145e-05,0.000862583,-0.00200641,4.27586e-05,-0.000163672,-4.26382e-05,5.15398e-05,-0.000172453,0.00020335,0.00218598,2.68465,-17.0047,-503.874,-0.000537724,0.0013635,-0.00112826,3.73566e-05,-4.00959e-05,-4.33229e-05,5.68787e-05,-5.96181e-05,0.000100945,0.00185445,3.29601,-26.1456,-509.74,-0.000906052,0.0017822,-0.00198496,3.10605e-05,7.95049e-05,4.20875e-05,0.000104452,6.11328e-06,0.000101603,0.00282243
1251,3.97396,-1.17823,-506.765,0.00130391,-0.000790539,-0.00445634,1.43493e-05,6.68104e-05,-0.000418241,0.000460559,-0.0003794,0.000728973,0.00471225,2.16714,-3.11547,-497.141,0.00100148,-0.00012531,-0.00290164,4.04689e-05,-3.23592e-05,-0.000202412,0.000210086,-0.000201976,0.000356981,0.00307265,2.44068,-10.3861,-501.658,8.5613e-05,0.000931095,-0.00128219,3.72733e-05,-0.000137145,-4.71514e-05,4.96994e-05,-0.000149571,0.000179758,0.00159433,2.68465,-17.0047,-503.874,-0.000199481,0.00119296,-0.0028175,2.32694e-05,-7.3547e-05,-5.10387e-05,4.53361e-05,-9.56137e-05,0.000124728,0.00306642,3.29601,-26.1456,-509.74,-0.00089244,0.00172541,-0.00197467,1.96192e-05,6.1021e-05,3.77694e-05,8.42016e-05,-3.56137e-06,8.60856e-05,0.00277264
