"Average",,,,,,,,,,,"P0",,,,,,,,,,"P1",,,,,,,,,,"P2",,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]"
328,66.0732,7.30731,-694.948,-0.00308653,-0.0180838,-0.0438838,0.0607687,0.000485758,0.000326262,0.00204245,57.7388,10.3303,-695.125,0.002419,-0.08062,-0.0204501,0.0841461,0.00109365,0.000996378,0.00482644,57.9435,8.07444,-696.71,0.000836632,-0.0231877,-0.0515112,0.0565324,0.00048617,0.000314534,0.00209968,58.4098,5.4752,-698.512,-0.00699779,-0.0143431,-0.0257743,0.0303252,0.000351722,0.000235345,0.00150262
329,66.1036,7.30663,-694.94,-0.00320315,-0.0189541,-0.0427945,0.0600527,0.000488732,0.000328102,0.00205551,57.7388,10.3303,-695.125,0.00229022,-0.0815513,-0.0238665,0.0860759,0.00109342,0.000989533,0.0048233,57.9435,8.07444,-696.71,0.000126865,-0.0237087,-0.0499338,0.0553517,0.000496484,0.000318043,0.0021436,58.4098,5.4752,-698.512,-0.00772455,-0.0151868,-0.022222,0.0280096,0.000359426,0.000239157,0.00153517
330,66.1036,7.30663,-694.94,-0.00438794,-0.0183409,-0.0401533,0.0571307,0.000480457,0.000324228,0.00202008,57.7388,10.3303,-695.125,-0.000253398,-0.0782692,-0.0164875,0.0810215,0.00104562,0.000939365,0.00461027,57.9435,8.07444,-696.71,-0.00065119,-0.0221643,-0.0487391,0.053603,0.0004813,0.000309457,0.00207828,58.4098,5.4752,-698.512,-0.00857622,-0.0145733,-0.0208868,0.0268826,0.000351464,0.000237058,0.00150202
331,66.1274,7.30398,-694.935,-0.00600157,-0.0167725,-0.0348743,0.0515445,0.000466356,0.00031473,0.00195896,57.7388,10.3303,-695.125,-0.00421214,-0.0701257,-0.000317505,0.071112,0.000953175,0.000842918,0.00419842,57.9435,8.07444,-696.71,-0.00265485,-0.0198737,-0.0401636,0.044949,0.000459559,0.000296901,0.00198465,58.4098,5.4752,-698.512,-0.00898791,-0.0126793,-0.0219955,0.0269432,0.00034486,0.000230806,0.00147333
332,66.144,7.29866,-694.934,-0.00743596,-0.0143353,-0.0281239,0.0430873,0.000445501,0.000302425,0.00186974,57.7388,10.3303,-695.125,-0.00596914,-0.0572661,0.00318389,0.0585026,0.000814063,0.000696226,0.00357839,57.9435,8.07444,-696.71,-0.00445161,-0.0159837,-0.0323202,0.0364006,0.000425301,0.000275564,0.00183685,58.4098,5.4752,-698.512,-0.00966746,-0.0112022,-0.0166215,0.0222585,0.000328275,0.000220928,0.00140279
333,66.1825,7.30141,-694.921,-0.00851486,-0.0115812,-0.0192931,0.0326832,0.000421885,0.000287694,0.00176962,57.7388,10.3303,-695.125,-0.00821993,-0.0403559,0.0086933,0.0426425,0.00066377,0.000529296,0.00290651,57.9435,8.07444,-696.71,-0.00719635,-0.01216,-0.0186416,0.0234882,0.000395157,0.000255146,0.00170646,58.4098,5.4752,-698.512,-0.0104636,-0.00996377,-0.00992407,0.0175439,0.000321167,0.000213796,0.00137178
334,66.2217,7.29347,-694.916,-0.009635,-0.00800944,-0.0103334,0.0212339,0.000398093,0.000272619,0.00166956,57.7388,10.3303,-695.125,-0.00832825,-0.0200956,0.000425417,0.0220294,0.000515444,0.00035209,0.0022415,57.9435,8.07444,-696.71,-0.00817263,-0.00674657,-0.0129799,0.0167976,0.00036997,0.000237678,0.00159745,58.4098,5.4752,-698.512,-0.0100764,-0.00737851,-0.0083773,0.0150455,0.000314221,0.000207181,0.00134158
335,66.2373,7.29731,-694.909,-0.0103905,-0.00358721,-0.0019781,0.0131989,0.000384075,0.000262137,0.00161018,57.7388,10.3303,-695.125,-0.00982751,4.66834e-05,0.000753773,0.00987592,0.000449368,0.000268163,0.00194529,57.9435,8.07444,-696.71,-0.0108299,-0.0010637,0.000284827,0.0109127,0.000351724,0.000223783,0.00151826,58.4098,5.4752,-698.512,-0.0104021,-0.00407558,-0.00352496,0.0117233,0.000297856,0.000198788,0.00127234
336,66.2373,7.29731,-694.909,-0.0113189,0.00127921,0.00584262,0.0190696,0.000387679,0.000264872,0.00162617,57.7388,10.3303,-695.125,-0.00951022,0.019712,-0.00798778,0.0234636,0.000514468,0.000357226,0.00223872,57.9435,8.07444,-696.71,-0.01255,0.00496769,0.0085529,0.0160206,0.000355264,0.0002194,0.00153229,58.4098,5.4752,-698.512,-0.011221,-4.33503e-05,0.00236603,0.0114824,0.000294521,0.000191451,0.00125674
337,66.1135,7.30013,-694.942,-0.0122786,0.0064024,0.0129723,0.0269946,0.000403883,0.000273706,0.00169586,57.7388,10.3303,-695.125,-0.0111972,0.036258,-0.00397506,0.0385106,0.000627516,0.000498692,0.00274734,57.9435,8.07444,-696.71,-0.0145767,0.010879,0.0192098,0.0265015,0.00038095,0.000240386,0.00164403,58.4098,5.4752,-698.512,-0.0113009,0.00522983,0.00456435,0.0132762,0.000304182,0.000197068,0.0012978
338,66.0871,7.29612,-694.953,-0.013236,0.0113411,0.0179906,0.0339747,0.000421273,0.000285099,0.0017695,57.7388,10.3303,-695.125,-0.0124052,0.0492351,-6.14041e-05,0.051269,0.000724616,0.000608619,0.00318193,57.9435,8.07444,-696.71,-0.0159152,0.0161593,0.027177,0.0354328,0.000405673,0.000257844,0.00175107,58.4098,5.4752,-698.512,-0.0120787,0.00943248,0.00963405,0.0181087,0.00031731,0.000209794,0.0013549
339,66.0648,7.29647,-694.959,-0.0141232,0.0154299,0.0210657,0.0397518,0.000439007,0.000296723,0.00184383,57.7388,10.3303,-695.125,-0.0131743,0.0597564,-0.00152858,0.0619437,0.00079372,0.000678446,0.00348892,57.9435,8.07444,-696.71,-0.017263,0.0201176,0.0339942,0.0431432,0.000426944,0.000275595,0.0018437,58.4098,5.4752,-698.512,-0.012498,0.0131075,0.0121036,0.0217915,0.000339906,0.000229825,0.00145273
340,66.0979,7.28655,-694.957,-0.0151193,0.018387,0.0231934,0.0426474,0.000454195,0.000308125,0.00190724,57.7388,10.3303,-695.125,-0.0157364,0.0629492,0.00830765,0.0660047,0.000819605,0.000708887,0.00360521,57.9435,8.07444,-696.71,-0.0180434,0.023001,0.0365022,0.0468163,0.000443367,0.000289032,0.00191514,58.4098,5.4752,-698.512,-0.0126821,0.0165118,0.0110804,0.0235918,0.00036165,0.000243384,0.00154536
341,66.0602,7.3012,-694.957,-0.0158595,0.0197186,0.0233047,0.0441528,0.0004634,0.000315399,0.00194593,57.7388,10.3303,-695.125,-0.0167438,0.0631348,0.00557279,0.0661466,0.000820536,0.000708424,0.00360895,57.9435,8.07444,-696.71,-0.0184847,0.0236085,0.0345108,0.0457695,0.000453175,0.000294326,0.00195731,58.4098,5.4752,-698.512,-0.0134873,0.0179139,0.0116918,0.0252935,0.000371562,0.00025107,0.00158799
342,66.0541,7.30599,-694.955,-0.0159653,0.0195819,0.0203034,0.0421226,0.000459775,0.000313663,0.00193123,57.7388,10.3303,-695.125,-0.0161116,0.0598319,0.00187785,0.0625034,0.000791311,0.000672187,0.00347708,57.9435,8.07444,-696.71,-0.0188179,0.022897,0.0299713,0.0422185,0.000447071,0.000291464,0.00193117,58.4098,5.4752,-698.512,-0.0140699,0.0181625,0.00833379,0.0244496,0.000369349,0.000252684,0.00157938
343,66.0503,7.31066,-694.952,-0.0156286,0.0181504,0.0155726,0.0378991,0.000449472,0.000308641,0.00188836,57.7388,10.3303,-695.125,-0.0161038,0.0526807,0.000961852,0.0557222,0.000725529,0.000599573,0.00318308,57.9435,8.07444,-696.71,-0.0182312,0.0203427,0.0250094,0.0371349,0.000432641,0.000282134,0.00186885,58.4098,5.4752,-698.512,-0.0141654,0.0169453,0.00531638,0.0227234,0.000362171,0.000246989,0.00154848
344,66.0503,7.31066,-694.952,-0.0152927,0.0157753,0.0100532,0.032266,0.000433563,0.000298001,0.00182162,57.7388,10.3303,-695.125,-0.0157935,0.0418265,0.0021293,0.0450961,0.000649198,0.000505995,0.00283951,57.9435,8.07444,-696.71,-0.0171527,0.0175148,0.0173931,0.030155,0.000418176,0.000269096,0.00180569,58.4098,5.4752,-698.512,-0.0146502,0.0146989,0.00410939,0.0211576,0.000350693,0.000238327,0.00149919
345,66.0503,7.31066,-694.952,-0.014528,0.0132124,0.00271756,0.0257985,0.000415331,0.000289494,0.00174494,57.7388,10.3303,-695.125,-0.0148683,0.0291328,0.000103212,0.032897,0.000554159,0.000392478,0.00241338,57.9435,8.07444,-696.71,-0.0163147,0.0140068,0.0102457,0.0239054,0.000393256,0.000257654,0.00169899,58.4098,5.4752,-698.512,-0.0143006,0.0124878,-0.00130868,0.0190367,0.000338073,0.000229221,0.0014451
346,66.0503,7.31066,-694.952,-0.0140302,0.0103338,-0.00416085,0.0199698,0.000402532,0.000279826,0.00169112,57.7388,10.3303,-695.125,-0.0144125,0.0149559,0.00152309,0.0208417,0.000480312,0.000297088,0.00208155,57.9435,8.07444,-696.71,-0.0149233,0.0103129,0.00209266,0.0182959,0.000376341,0.000248386,0.00162626,58.4098,5.4752,-698.512,-0.0141421,0.0104112,-0.0052931,0.0183503,0.000325784,0.000222398,0.00139299
347,66.0503,7.31066,-694.952,-0.0133118,0.00754136,-0.0105296,0.019947,0.000396293,0.000276605,0.00166511,57.7388,10.3303,-695.125,-0.0147584,0.000758938,0.00486714,0.0156183,0.000464209,0.000283397,0.00201095,57.9435,8.07444,-696.71,-0.012983,0.00677907,-0.00932007,0.0173627,0.000366488,0.000237818,0.00158292,58.4098,5.4752,-698.512,-0.0138841,0.00836334,-0.00994232,0.0190202,0.000317081,0.000218212,0.00135626
348,66.0503,7.31066,-694.952,-0.0122373,0.00477952,-0.016327,0.0255002,0.000401149,0.000278199,0.0016857,57.7388,10.3303,-695.125,-0.0131156,-0.0127102,0.00591067,0.0195196,0.000521237,0.00036969,0.00227012,57.9435,8.07444,-696.71,-0.0107981,0.00327185,-0.0167537,0.0202399,0.000363909,0.000236079,0.00157176,58.4098,5.4752,-698.512,-0.0131713,0.00657197,-0.0136835,0.0201042,0.000310779,0.000209574,0.00132814
349,66.0503,7.31066,-694.952,-0.0107257,0.00191298,-0.0196424,0.029833,0.000408363,0.000281194,0.00171568,57.7388,10.3303,-695.125,-0.0119125,-0.0252598,0.00735467,0.0294374,0.000600527,0.000476748,0.00262902,57.9435,8.07444,-696.71,-0.00880525,-0.000541143,-0.0229505,0.0246566,0.000365193,0.000239394,0.00157779,58.4098,5.4752,-698.512,-0.0122056,0.00411669,-0.014456,0.0193674,0.00030429,0.00020883,0.00130139
350,66.0503,7.31066,-694.952,-0.00877841,-0.00101609,-0.0220761,0.032804,0.000411455,0.000281269,0.00172909,57.7388,10.3303,-695.125,-0.00982525,-0.0349087,0.00671416,0.0375596,0.000679009,0.000559332,0.00297841,57.9435,8.07444,-696.71,-0.00641722,-0.00352617,-0.0277107,0.0287228,0.000374604,0.000237877,0.00161699,58.4098,5.4752,-698.512,-0.0102689,0.00182475,-0.015724,0.0188783,0.000297288,0.000201111,0.00127065
351,66.0503,7.31066,-694.952,-0.00678887,-0.00384251,-0.0236372,0.0341913,0.000415145,0.000281805,0.00174458,57.7388,10.3303,-695.125,-0.0074411,-0.0422303,0.00768329,0.0443035,0.000733626,0.000619033,0.00322228,57.9435,8.07444,-696.71,-0.00455288,-0.00654901,-0.0285386,0.0296832,0.000389172,0.000250978,0.00168059,58.4098,5.4752,-698.512,-0.00881712,-0.00117236,-0.0147796,0.017259,0.000299568,0.000202247,0.00128028
352,66.1036,7.30663,-694.94,-0.00486331,-0.00630275,-0.0240428,0.0346854,0.000417593,0.000282955,0.00175428,57.7388,10.3303,-695.125,-0.0057208,-0.0465103,0.00914242,0.0485476,0.000758369,0.000640772,0.00333119,57.9435,8.07444,-696.71,-0.00275165,-0.00882176,-0.0296758,0.031121,0.000397967,0.000253421,0.00171795,58.4098,5.4752,-698.512,-0.0073744,-0.00383314,-0.0137632,0.0160873,0.000302495,0.00020514,0.00129302
353,66.142,7.30937,-694.927,-0.00320351,-0.00782927,-0.0236205,0.0335098,0.000415422,0.000280936,0.00174475,57.7388,10.3303,-695.125,-0.00408726,-0.0464536,0.0101716,0.0485146,0.000750773,0.000634495,0.00329784,57.9435,8.07444,-696.71,-0.00102919,-0.00988872,-0.0280716,0.0298148,0.000394939,0.000252161,0.00170499,58.4098,5.4752,-698.512,-0.00539705,-0.00558062,-0.013416,0.0155031,0.000302032,0.000201486,0.00129014
354,66.18,7.30987,-694.916,-0.00229688,-0.00826492,-0.0216761,0.0305266,0.00041344,0.000280562,0.00173583,57.7388,10.3303,-695.125,-0.00260323,-0.0430918,0.00404101,0.0440513,0.000718688,0.000599957,0.0031547,57.9435,8.07444,-696.71,-0.000416231,-0.00986009,-0.0258313,0.0276863,0.000387385,0.000250554,0.00167297,58.4098,5.4752,-698.512,-0.00444945,-0.0063647,-0.0106498,0.0131881,0.000300478,0.00019978,0.00128332
355,66.1201,7.30131,-694.939,-0.00204819,-0.00723105,-0.0185917,0.026552,0.0004025,0.000273187,0.00169022,57.7388,10.3303,-695.125,-0.00254793,-0.036663,0.00327051,0.0374834,0.000661095,0.000529627,0.00289544,57.9435,8.07444,-696.71,-0.000638587,-0.00830197,-0.0226135,0.0241257,0.000382643,0.000238285,0.00165075,58.4098,5.4752,-698.512,-0.00405523,-0.00557218,-0.00984494,0.0120194,0.000297385,0.000195104,0.00126941
356,66.1036,7.30663,-694.94,-0.00263986,-0.00507005,-0.0137293,0.020617,0.000393085,0.000267788,0.00165052,57.7388,10.3303,-695.125,-0.00314032,-0.0278927,0.00783069,0.0296761,0.000584564,0.000444092,0.00255352,57.9435,8.07444,-696.71,-0.00124011,-0.00557373,-0.0164561,0.0174457,0.000365599,0.000235337,0.00157865,58.4098,5.4752,-698.512,-0.00422958,-0.00381241,-0.00771442,0.00959004,0.00029208,0.000195473,0.00124778
357,66.1036,7.30663,-694.94,-0.00393643,-0.00233433,-0.00836219,0.0147652,0.00038093,0.000259463,0.00159931,57.7388,10.3303,-695.125,-0.0044312,-0.0171878,0.0086501,0.0200753,0.000513182,0.00035795,0.00223343,57.9435,8.07444,-696.71,-0.0032186,-0.00240401,-0.0087745,0.00969742,0.000354215,0.000225954,0.00152909,58.4098,5.4752,-698.512,-0.00491865,-0.00131899,-0.00480958,0.00700567,0.00028634,0.000188116,0.00122233
358,66.0732,7.30731,-694.948,-0.00547829,0.000660963,-0.00284236,0.0099783,0.000375355,0.000256408,0.00157586,57.7388,10.3303,-695.125,-0.0046348,-0.00530218,0.00309721,0.00783439,0.000464194,0.000282035,0.0020105,57.9435,8.07444,-696.71,-0.00534693,0.00129417,-0.00329637,0.00646959,0.000350442,0.000218324,0.00151182,58.4098,5.4752,-698.512,-0.00650127,0.00141604,-0.0016364,0.00685985,0.000289379,0.000190077,0.0012353
359,66.1036,7.30663,-694.94,-0.00683761,0.00330625,0.00131382,0.00880056,0.00037579,0.000257638,0.00157718,57.7388,10.3303,-695.125,-0.00566349,0.00566194,0.000405362,0.00802501,0.000450175,0.000264972,0.00194796,57.9435,8.07444,-696.71,-0.00694875,0.00451097,0.0019532,0.0085146,0.000352012,0.000220595,0.00151883,58.4098,5.4752,-698.512,-0.00723399,0.00363745,5.98196e-05,0.00810231,0.000293134,0.000191791,0.00125113
360,66.0503,7.31066,-694.952,-0.00801663,0.00535852,0.00610784,0.0139736,0.000383289,0.000262424,0.00160947,57.7388,10.3303,-695.125,-0.00624564,0.015886,-0.00215642,0.0172876,0.000482281,0.000312024,0.00209312,57.9435,8.07444,-696.71,-0.00875448,0.00740436,0.0084436,0.0142668,0.00035751,0.000230498,0.00154377,58.4098,5.4752,-698.512,-0.00760058,0.0053202,0.00138013,0.00938538,0.000298479,0.000195306,0.00127395
361,66.0667,7.30537,-694.951,-0.00831199,0.00708546,0.00794744,0.0181286,0.000390302,0.000266752,0.0016385,57.7388,10.3303,-695.125,-0.00650687,0.0238283,-0.000533795,0.0248786,0.000529267,0.00036881,0.00230338,57.9435,8.07444,-696.71,-0.0093546,0.00938102,0.0130233,0.0186126,0.000369578,0.000232282,0.00159475,58.4098,5.4752,-698.512,-0.0076722,0.0065353,0.00274287,0.0104514,0.000299975,0.000194984,0.00127999
362,66.0667,7.30537,-694.951,-0.00830403,0.0081595,0.0108196,0.0213903,0.000395571,0.000269192,0.00166054,57.7388,10.3303,-695.125,-0.0066662,0.0307301,-0.00256889,0.0318127,0.00057049,0.000422069,0.00248907,57.9435,8.07444,-696.71,-0.00959393,0.0112511,0.0157475,0.0216388,0.000373702,0.000236523,0.00161287,58.4098,5.4752,-698.512,-0.00742572,0.00732717,0.00390032,0.0111423,0.000301289,0.000199437,0.00128654
363,66.0503,7.31066,-694.952,-0.00742607,0.00924617,0.0120276,0.0227721,0.000399358,0.000272346,0.00167776,57.7388,10.3303,-695.125,-0.00548942,0.0344617,-0.00157401,0.0353154,0.000600971,0.000455155,0.00262485,57.9435,8.07444,-696.71,-0.00916179,0.012214,0.0190472,0.024446,0.000382226,0.000240929,0.00164945,58.4098,5.4752,-698.512,-0.00633105,0.00830592,0.00359985,0.0110652,0.000304661,0.000201074,0.00130077
364,66.0503,7.31066,-694.952,-0.00618317,0.0104037,0.0126687,0.0236582,0.000402482,0.000274053,0.00169087,57.7388,10.3303,-695.125,-0.00487089,0.0362137,-0.000112336,0.0368438,0.000610321,0.000471054,0.00266807,57.9435,8.07444,-696.71,-0.00778305,0.0130872,0.0195851,0.024843,0.000384539,0.000245197,0.00165994,58.4098,5.4752,-698.512,-0.00473281,0.00932249,0.00384353,0.0111571,0.000309629,0.000206443,0.00132252
365,66.0503,7.31066,-694.952,-0.00471961,0.0110374,0.0135468,0.0234064,0.000405405,0.000276577,0.00170268,57.7388,10.3303,-695.125,-0.00365018,0.0357452,-0.000307862,0.0362307,0.000600512,0.000461556,0.00262464,57.9435,8.07444,-696.71,-0.00613503,0.0133147,0.0192916,0.0242536,0.000383427,0.000247964,0.0016558,58.4098,5.4752,-698.512,-0.00375691,0.00981529,0.00742033,0.01287,0.000312793,0.000209505,0.00133628
366,66.0503,7.31066,-694.952,-0.00290418,0.011209,0.0140382,0.0223588,0.000401263,0.000273629,0.00168494,57.7388,10.3303,-695.125,-0.00247275,0.0324326,0.00382559,0.0330065,0.00056848,0.000422938,0.00248085,57.9435,8.07444,-696.71,-0.00413204,0.0132114,0.0196921,0.0241017,0.000378391,0.000243091,0.00163372,58.4098,5.4752,-698.512,-0.00133576,0.0106154,0.006473,0.0125092,0.000311312,0.000209506,0.0013302
367,66.0503,7.31066,-694.952,-0.000700222,0.0108208,0.0140761,0.020715,0.000399963,0.000273802,0.00167956,57.7388,10.3303,-695.125,-0.000788046,0.02757,0.00753685,0.0287699,0.000541112,0.000384761,0.00235677,57.9435,8.07444,-696.71,-0.00177287,0.0126026,0.0179378,0.0220336,0.000379659,0.000247866,0.00163994,58.4098,5.4752,-698.512,0.000494488,0.0108834,0.00731414,0.013123,0.000320738,0.000216107,0.00137054
368,66.0503,7.31066,-694.952,0.00205172,0.00978331,0.0118218,0.017469,0.000393374,0.00026975,0.00165181,57.7388,10.3303,-695.125,0.00229837,0.0207397,0.00657222,0.0219698,0.000501924,0.000331858,0.00217993,57.9435,8.07444,-696.71,0.00148941,0.010946,0.0134063,0.0174014,0.000367885,0.000235584,0.00158817,58.4098,5.4752,-698.512,0.00267777,0.0100632,0.00768013,0.0129406,0.000313125,0.000210283,0.0013378
369,66.0503,7.31066,-694.952,0.00447021,0.00809014,0.00877069,0.0137023,0.00038776,0.000265074,0.00162816,57.7388,10.3303,-695.125,0.00367613,0.0130823,0.0103815,0.0171137,0.000468905,0.000283162,0.00203042,57.9435,8.07444,-696.71,0.00378701,0.00874937,0.0114899,0.0149482,0.000361573,0.000229268,0.00156049,58.4098,5.4752,-698.512,0.00507067,0.00854488,0.00731937,0.012342,0.000308897,0.00020472,0.00131901
370,66.0503,7.31066,-694.952,0.00658892,0.00608439,0.00529223,0.0106909,0.000383691,0.00026241,0.00161113,57.7388,10.3303,-695.125,0.00614047,0.00471764,0.00910653,0.0119586,0.000457629,0.000265799,0.00197933,57.9435,8.07444,-696.71,0.00723257,0.00615715,0.00531907,0.010895,0.000360248,0.000232172,0.00155548,58.4098,5.4752,-698.512,0.00743905,0.00682213,0.00415392,0.0109154,0.000301275,0.000204702,0.00128779
371,66.0503,7.31066,-694.952,0.00813744,0.00431018,0.00123036,0.0126112,0.000382067,0.00026138,0.00160451,57.7388,10.3303,-695.125,0.00641384,-0.003461,0.0113702,0.0135926,0.000460343,0.000280936,0.00199396,57.9435,8.07444,-696.71,0.00891454,0.00394172,-0.00264384,0.0101118,0.000353094,0.000223898,0.0015239,58.4098,5.4752,-698.512,0.00862349,0.00537279,0.00132599,0.01025,0.000296225,0.000197867,0.0012653
372,66.0503,7.31066,-694.952,0.00892046,0.00249203,-0.00327707,0.0150017,0.000384233,0.000261501,0.00161351,57.7388,10.3303,-695.125,0.00596754,-0.0112904,0.0154613,0.0202059,0.000494862,0.000327746,0.00214934,57.9435,8.07444,-696.71,0.00946007,0.0016199,-0.00601974,0.0113522,0.000353907,0.000223037,0.00152715,58.4098,5.4752,-698.512,0.00879714,0.00379737,-0.00187614,0.00976807,0.000292769,0.000193694,0.00125004
373,66.0503,7.31066,-694.952,0.00879468,0.000932207,-0.00611306,0.0173257,0.000386804,0.000263506,0.00162434,57.7388,10.3303,-695.125,0.00604557,-0.0171433,0.0142619,0.0234013,0.000536064,0.000376496,0.00233353,57.9435,8.07444,-696.71,0.00977241,-0.000151952,-0.00850819,0.0130056,0.000356946,0.000223706,0.00154005,58.4098,5.4752,-698.512,0.00852862,0.00263839,-0.00290571,0.00939656,0.000289796,0.000192018,0.00123743
374,66.0503,7.31066,-694.952,0.00847507,-0.000175351,-0.00838593,0.0185266,0.000388039,0.000263366,0.00162974,57.7388,10.3303,-695.125,0.00688588,-0.0216098,0.0123202,0.0262308,0.000558768,0.000408871,0.00243657,57.9435,8.07444,-696.71,0.00984824,-0.00145573,-0.0125712,0.0160675,0.000359129,0.000221316,0.00154877,58.4098,5.4752,-698.512,0.00791053,0.00168572,-0.00430801,0.00917292,0.000290737,0.000188398,0.00124035
375,66.1036,7.30663,-694.94,0.00789271,-0.00130231,-0.00879509,0.0192733,0.000389525,0.000264446,0.00163544,57.7388,10.3303,-695.125,0.00713046,-0.0241267,0.0116031,0.0281025,0.000585588,0.00044065,0.00255673,57.9435,8.07444,-696.71,0.00945481,-0.00215651,-0.0132399,0.0164352,0.000365548,0.00023177,0.00157767,58.4098,5.4752,-698.512,0.00718072,0.000783426,-0.00470787,0.00863158,0.000289523,0.000189941,0.00123578
376,66.1036,7.30663,-694.94,0.00743953,-0.00217824,-0.00843908,0.0189387,0.00038985,0.000264068,0.00163657,57.7388,10.3303,-695.125,0.00616089,-0.0257192,0.0155266,0.0310478,0.000583733,0.000439701,0.00254875,57.9435,8.07444,-696.71,0.0088102,-0.00348795,-0.0101434,0.0139107,0.000361505,0.000226723,0.00155975,58.4098,5.4752,-698.512,0.00644914,-0.000170344,-0.00350663,0.00735196,0.000285426,0.000187979,0.00121849
377,66.1414,7.30711,-694.929,0.00691076,-0.00303732,-0.00768191,0.0181357,0.000389123,0.000263444,0.00163335,57.7388,10.3303,-695.125,0.0055992,-0.0251774,0.0144057,0.0299408,0.000575506,0.000424649,0.00251049,57.9435,8.07444,-696.71,0.00837209,-0.00388547,-0.0113893,0.0146818,0.000363795,0.000224873,0.00156903,58.4098,5.4752,-698.512,0.00617649,-0.00120403,-0.00291754,0.0069423,0.000291875,0.000189028,0.00124519
378,66.1966,7.30455,-694.915,0.00646077,-0.00368779,-0.00730372,0.0165043,0.000386043,0.00026277,0.00161944,57.7388,10.3303,-695.125,0.00438786,-0.0231946,0.0130828,0.0273125,0.00054924,0.000399442,0.0023944,57.9435,8.07444,-696.71,0.00704017,-0.00410332,-0.0099906,0.0129143,0.000359278,0.000228109,0.00155067,58.4098,5.4752,-698.512,0.00545229,-0.00211646,-0.00178676,0.00612113,0.000287638,0.000188804,0.00122776
379,66.2609,7.30302,-694.898,0.00580257,-0.00401512,-0.00578865,0.0145443,0.000382015,0.000261251,0.00160185,57.7388,10.3303,-695.125,0.00422186,-0.0196717,0.0123875,0.0239039,0.000520299,0.000359643,0.0022635,57.9435,8.07444,-696.71,0.00643976,-0.00426709,-0.00866987,0.0116241,0.000356929,0.000224464,0.00154012,58.4098,5.4752,-698.512,0.00498893,-0.00277651,-0.00254428,0.00625916,0.000293229,0.000192536,0.00125165
380,66.285,7.30036,-694.893,0.0050874,-0.00377641,-0.00451051,0.0117778,0.000378625,0.000259694,0.00158749,57.7388,10.3303,-695.125,0.00451966,-0.0144304,0.00558044,0.0163167,0.000489285,0.000324448,0.00212526,57.9435,8.07444,-696.71,0.00529189,-0.00353172,-0.00583212,0.00865407,0.000354301,0.000223399,0.0015289,58.4098,5.4752,-698.512,0.00412828,-0.00288991,-0.00167407,0.0053231,0.000287931,0.000187927,0.00122875
381,66.3018,7.29576,-694.892,0.00437145,-0.00296059,-0.00298084,0.00931014,0.00037414,0.000256731,0.00156816,57.7388,10.3303,-695.125,0.00402704,-0.00873342,0.00508491,0.0109969,0.000468357,0.000289478,0.00202952,57.9435,8.07444,-696.71,0.00460774,-0.0020396,-0.00426624,0.00661196,0.00035317,0.000225072,0.00152448,58.4098,5.4752,-698.512,0.00393642,-0.00227963,-0.0018937,0.00494019,0.00028754,0.000189601,0.00122758
382,66.3246,7.29239,-694.888,0.00355235,-0.00166915,-0.000396376,0.00632303,0.000373124,0.000255523,0.00156358,57.7388,10.3303,-695.125,0.00265517,-0.00235045,0.00645102,0.0073959,0.000452349,0.000267054,0.00195744,57.9435,8.07444,-696.71,0.00367289,-0.000101607,-0.00110873,0.00385937,0.000350231,0.000222107,0.00151157,58.4098,5.4752,-698.512,0.00347482,-0.00101656,-0.00160868,0.003969,0.000288738,0.000189711,0.00123252
383,66.3018,7.29576,-694.892,0.00273218,6.59619e-05,0.00257735,0.00596221,0.000370871,0.00025477,0.00155441,57.7388,10.3303,-695.125,0.00279673,0.00368409,0.00448289,0.0064456,0.000446822,0.000270289,0.00193492,57.9435,8.07444,-696.71,0.00259635,0.00181834,0.00224263,0.00394647,0.000347413,0.000219106,0.00149918,58.4098,5.4752,-698.512,0.00263673,0.000301318,0.000264702,0.00267892,0.000285532,0.000184576,0.00121805
384,66.3018,7.29576,-694.892,0.00225047,0.00199084,0.00514085,0.00825783,0.000372416,0.000256365,0.00156119,57.7388,10.3303,-695.125,0.00289375,0.00936747,0.00173432,0.00999821,0.000452883,0.000280159,0.00196253,57.9435,8.07444,-696.71,0.001739,0.00383405,0.00650564,0.00775198,0.000347913,0.000222682,0.00150196,58.4098,5.4752,-698.512,0.00187604,0.00186732,0.00388012,0.00470105,0.000286219,0.000189056,0.00122203
