"Average",,,,,,,,"P0",,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement"
1137,3.84839,2.93288,-505.844,-0.00757242,0.000712304,-0.00395675,0.00859655,4.033,3.03709,-505.638,-0.00789304,0.000796423,-0.003753,0.00878007
1138,3.84839,2.93288,-505.844,-0.00737969,0.000539832,-0.00343323,0.00816965,4.033,3.03709,-505.638,-0.00775888,0.000608509,-0.00339104,0.00849171
1139,3.84839,2.93288,-505.844,-0.00745848,0.000276295,-0.00341938,0.00823176,4.033,3.03709,-505.638,-0.00782873,0.000373946,-0.00324064,0.00848436
1140,3.84839,2.93288,-505.844,-0.00721168,-0.000281938,-0.00282856,0.00777444,4.033,3.03709,-505.638,-0.00758402,-0.000214931,-0.0026905,0.00805345
1141,3.84839,2.93288,-505.844,-0.00729159,-0.000680234,-0.00287301,0.00787492,4.033,3.03709,-505.638,-0.0076627,-0.000590924,-0.00294198,0.00823051
1142,3.84839,2.93288,-505.844,-0.00711814,-0.00113713,-0.00283564,0.00775874,4.033,3.03709,-505.638,-0.00748081,-0.00107657,-0.00280897,0.00806477
1143,3.84839,2.93288,-505.844,-0.00691733,-0.0015372,-0.00231768,0.00747971,4.033,3.03709,-505.638,-0.00726108,-0.00148401,-0.00210872,0.00770971
1144,3.84839,2.93288,-505.844,-0.00692898,-0.0018358,-0.002329,0.00754447,4.033,3.03709,-505.638,-0.00725897,-0.00177076,-0.00233552,0.00782893
1145,3.84839,2.93288,-505.844,-0.00685571,-0.00212217,-0.00285523,0.00775589,4.033,3.03709,-505.638,-0.00723815,-0.00206252,-0.00269407,0.00799872
1146,3.84839,2.93288,-505.844,-0.0068526,-0.00220475,-0.00285366,0.00776715,4.033,3.03709,-505.638,-0.0072265,-0.00216672,-0.00267842,0.00800933
1147,3.84839,2.93288,-505.844,-0.00681116,-0.00244447,-0.00237303,0.00764322,4.033,3.03709,-505.638,-0.00717529,-0.00236177,-0.00220953,0.00787507
1148,3.84839,2.93288,-505.844,-0.00677163,-0.0023859,-0.00255487,0.00765096,4.033,3.03709,-505.638,-0.00715212,-0.00234475,-0.00233394,0.00788563
1149,3.84839,2.93288,-505.844,-0.00677966,-0.0024646,-0.00224747,0.00756697,4.033,3.03709,-505.638,-0.00713884,-0.00239733,-0.00224381,0.00785947
1150,3.84839,2.93288,-505.844,-0.00675167,-0.00238138,-0.00172477,0.00737807,4.033,3.03709,-505.638,-0.00712884,-0.00231523,-0.00171436,0.00769117
1151,3.84839,2.93288,-505.844,-0.00687995,-0.00224196,-0.00184624,0.00749458,4.033,3.03709,-505.638,-0.00726181,-0.00214895,-0.00177741,0.00778438
1152,3.84839,2.93288,-505.844,-0.00678517,-0.00218872,-0.00110255,0.00722516,4.033,3.03709,-505.638,-0.00713341,-0.00211475,-0.00101518,0.00751055
1153,3.84839,2.93288,-505.844,-0.00685215,-0.00205345,-0.00150221,0.00731785,4.033,3.03709,-505.638,-0.00720404,-0.00196548,-0.00159796,0.00763739
1154,3.84839,2.93288,-505.844,-0.00674305,-0.00183878,-0.00134301,0.00713764,4.033,3.03709,-505.638,-0.00708461,-0.00174753,-0.00126415,0.0074095
1155,3.84839,2.93288,-505.844,-0.00680749,-0.00157881,-0.00150181,0.00716783,4.033,3.03709,-505.638,-0.00716692,-0.00149,-0.00151251,0.00747894
1156,3.84839,2.93288,-505.844,-0.00679124,-0.00130333,-0.00160232,0.00711172,4.033,3.03709,-505.638,-0.0071048,-0.00120619,-0.00163076,0.00739167
1157,3.84839,2.93288,-505.844,-0.00667993,-0.00110029,-0.00201049,0.00707513,4.033,3.03709,-505.638,-0.00704162,-0.000976921,-0.00210683,0.00741708
1158,3.84839,2.93288,-505.844,-0.00694754,-0.00077028,-0.00168661,0.0072131,4.033,3.03709,-505.638,-0.00729722,-0.00063172,-0.00156564,0.00749326
1159,3.84839,2.93288,-505.844,-0.0068355,-0.000661893,-0.00184385,0.00716221,4.033,3.03709,-505.638,-0.00719639,-0.000556804,-0.00150579,0.00738487
1160,3.84839,2.93288,-505.844,-0.00690231,-0.000457555,-0.00195808,0.00721101,4.033,3.03709,-505.638,-0.00725764,-0.000348249,-0.00185591,0.00750379
1161,3.84839,2.93288,-505.844,-0.00686782,-0.000410917,-0.00227174,0.00726662,4.033,3.03709,-505.638,-0.00722685,-0.000308657,-0.00221394,0.00756852
1162,3.84839,2.93288,-505.844,-0.00694281,-0.000236158,-0.00248753,0.00740856,4.033,3.03709,-505.638,-0.00728658,-0.000127786,-0.00232526,0.00765451
1163,3.84839,2.93288,-505.844,-0.00689421,-0.000135583,-0.00290289,0.00749947,4.033,3.03709,-505.638,-0.00724565,-6.80054e-06,-0.00292953,0.00781968
1164,3.84839,2.93288,-505.844,-0.00693154,0.000118366,-0.0028881,0.00752692,4.033,3.03709,-505.638,-0.0072827,0.000204729,-0.00277401,0.0077994
1165,3.84839,2.93288,-505.844,-0.00696239,1.98849e-05,-0.003168,0.00766448,4.033,3.03709,-505.638,-0.00727582,7.58685e-05,-0.0033405,0.00800986
1166,3.84839,2.93288,-505.844,-0.00699009,9.72219e-05,-0.00370129,0.0079295,4.033,3.03709,-505.638,-0.00735616,0.00021087,-0.00361407,0.00820166
1167,3.84839,2.93288,-505.844,-0.00692933,0.000160429,-0.00465485,0.00836915,4.033,3.03709,-505.638,-0.00728313,0.000258281,-0.00465776,0.00865212
1168,3.84839,2.93288,-505.844,-0.00681309,3.30917e-05,-0.00527838,0.00863701,4.033,3.03709,-505.638,-0.00717127,0.000127898,-0.00522827,0.0088786
1169,3.84839,2.93288,-505.844,-0.00703231,2.85902e-05,-0.00539336,0.00889068,4.033,3.03709,-505.638,-0.00739832,9.71309e-05,-0.0052149,0.00905619
1170,3.84839,2.93288,-505.844,-0.00703378,1.1523e-05,-0.00550357,0.00894403,4.033,3.03709,-505.638,-0.00737032,8.54643e-05,-0.00535647,0.00911295
1171,3.84839,2.93288,-505.844,-0.00706151,-5.88719e-05,-0.00568713,0.00907131,4.033,3.03709,-505.638,-0.00736053,-1.38283e-05,-0.00570376,0.00931223
1172,3.84839,2.93288,-505.844,-0.00704795,2.86349e-05,-0.00680297,0.00980582,4.033,3.03709,-505.638,-0.00737625,6.45677e-05,-0.0067193,0.00997947
1173,3.84839,2.93288,-505.844,-0.00705721,-4.00044e-05,-0.00774984,0.0104998,4.033,3.03709,-505.638,-0.00741942,1.60202e-05,-0.00778933,0.0107611
1174,3.84839,2.93288,-505.844,-0.00714292,0.000172218,-0.0073253,0.0102402,4.033,3.03709,-505.638,-0.00747919,0.000237574,-0.00727177,0.010435
1175,3.84839,2.93288,-505.844,-0.00722145,0.000313455,-0.00773221,0.0105974,4.033,3.03709,-505.638,-0.00758324,0.000347668,-0.00762172,0.0107588
1176,3.84839,2.93288,-505.844,-0.00730338,0.000434056,-0.00759281,0.0105472,4.033,3.03709,-505.638,-0.007619,0.000514883,-0.00765961,0.010816
1177,3.84839,2.93288,-505.844,-0.00727664,0.00086763,-0.00842378,0.0111745,4.033,3.03709,-505.638,-0.00764837,0.000929031,-0.00838268,0.0113864
1178,3.84839,2.93288,-505.844,-0.00738356,0.0012952,-0.0084451,0.011305,4.033,3.03709,-505.638,-0.00776425,0.00139338,-0.00833117,0.0114744
1179,3.84839,2.93288,-505.844,-0.00736296,0.00168199,-0.00932055,0.0120007,4.033,3.03709,-505.638,-0.00773077,0.00170765,-0.0094359,0.0123177
1180,3.84839,2.93288,-505.844,-0.00736337,0.00213948,-0.00933748,0.0120903,4.033,3.03709,-505.638,-0.00773186,0.00223024,-0.00932471,0.0123177
1181,3.84839,2.93288,-505.844,-0.0075506,0.00258505,-0.00994988,0.0127648,4.033,3.03709,-505.638,-0.00791938,0.00267899,-0.00991785,0.0129724
1182,3.84839,2.93288,-505.844,-0.00740621,0.00326298,-0.00999021,0.0128651,4.033,3.03709,-505.638,-0.00776846,0.00337535,-0.00999227,0.0130999
1183,3.84839,2.93288,-505.844,-0.00766384,0.00366187,-0.0107447,0.0137099,4.033,3.03709,-505.638,-0.00798985,0.00375436,-0.0106436,0.0138304
1184,3.84839,2.93288,-505.844,-0.00761877,0.00415148,-0.0106805,0.0137699,4.033,3.03709,-505.638,-0.0079609,0.0042358,-0.0105105,0.0138494
1185,3.84839,2.93288,-505.844,-0.00776735,0.00464233,-0.0115755,0.0147102,4.033,3.03709,-505.638,-0.00810448,0.00476204,-0.0113523,0.0147415
1186,3.84839,2.93288,-505.844,-0.00785592,0.00505861,-0.0120798,0.0152857,4.033,3.03709,-505.638,-0.00818885,0.00515123,-0.0120467,0.0154528
1187,3.84839,2.93288,-505.844,-0.00807616,0.00538464,-0.0118826,0.0153543,4.033,3.03709,-505.638,-0.00844919,0.00548631,-0.0117678,0.015492
1188,3.84839,2.93288,-505.844,-0.00825619,0.00563787,-0.0115905,0.0153139,4.033,3.03709,-505.638,-0.00860064,0.00574049,-0.0114931,0.0154608
1189,3.84839,2.93288,-505.844,-0.00825948,0.00597402,-0.0128579,0.016419,4.033,3.03709,-505.638,-0.00859131,0.00608685,-0.0127264,0.0165186
1190,3.84839,2.93288,-505.844,-0.00838272,0.00605864,-0.0124128,0.0161639,4.033,3.03709,-505.638,-0.00870272,0.00613979,-0.012328,0.016292
1191,3.84839,2.93288,-505.844,-0.00838187,0.00622631,-0.013398,0.0169948,4.033,3.03709,-505.638,-0.00873561,0.00631555,-0.0132849,0.0171088
1192,3.84839,2.93288,-505.844,-0.00848857,0.00621395,-0.0135833,0.017189,4.033,3.03709,-505.638,-0.00883694,0.00630784,-0.0135211,0.0173417
1193,3.84839,2.93288,-505.844,-0.00858128,0.00628591,-0.0138313,0.0174522,4.033,3.03709,-505.638,-0.00892196,0.00637762,-0.0138515,0.0176675
1194,3.84839,2.93288,-505.844,-0.00883842,0.00621439,-0.014041,0.0177254,4.033,3.03709,-505.638,-0.00922065,0.00632208,-0.0139376,0.0178683
1195,3.84839,2.93288,-505.844,-0.00893623,0.00635782,-0.0144247,0.0181271,4.033,3.03709,-505.638,-0.00922474,0.00647074,-0.0143059,0.0182112
1196,3.84839,2.93288,-505.844,-0.00901515,0.00618977,-0.0146589,0.0182985,4.033,3.03709,-505.638,-0.00936172,0.00627326,-0.0144786,0.0183484
1197,3.84839,2.93288,-505.844,-0.00918209,0.00622999,-0.0153839,0.0189772,4.033,3.03709,-505.638,-0.00955914,0.00629999,-0.0153511,0.0191512
1198,3.84839,2.93288,-505.844,-0.00922144,0.00612118,-0.0155174,0.019068,4.033,3.03709,-505.638,-0.00954395,0.0061858,-0.0154443,0.019181
1199,3.84839,2.93288,-505.844,-0.00919657,0.00595186,-0.015327,0.0188469,4.033,3.03709,-505.638,-0.00954591,0.0060267,-0.0152363,0.0189638
1200,3.84839,2.93288,-505.844,-0.00942902,0.00605736,-0.0153854,0.0190434,4.033,3.03709,-505.638,-0.00976533,0.00613081,-0.0152102,0.0190876
1201,3.84839,2.93288,-505.844,-0.00945458,0.0058432,-0.0152471,0.0188759,4.033,3.03709,-505.638,-0.00982993,0.00594132,-0.015156,0.0190174
1202,3.84839,2.93288,-505.844,-0.00956528,0.00583363,-0.0151667,0.0188608,4.033,3.03709,-505.638,-0.00989708,0.00590502,-0.0151719,0.0190533
1203,3.84839,2.93288,-505.844,-0.00968375,0.00592186,-0.0155914,0.0192924,4.033,3.03709,-505.638,-0.0100237,0.00600788,-0.0155258,0.019433
1204,3.84839,2.93288,-505.844,-0.00971296,0.00580202,-0.0155701,0.0192579,4.033,3.03709,-505.638,-0.0100432,0.00588109,-0.0154579,0.0193512
1205,3.84839,2.93288,-505.844,-0.00995268,0.005865,-0.0152517,0.0191379,4.033,3.03709,-505.638,-0.0102854,0.00594856,-0.0151853,0.0192817
1206,3.84839,2.93288,-505.844,-0.0100834,0.00577972,-0.0150915,0.0190577,4.033,3.03709,-505.638,-0.0104596,0.00589602,-0.0150232,0.019233
1207,3.84839,2.93288,-505.844,-0.0101077,0.00574982,-0.0149052,0.0189147,4.033,3.03709,-505.638,-0.0104436,0.00584116,-0.0146817,0.0189415
1208,3.84839,2.93288,-505.844,-0.0101595,0.00569746,-0.0147077,0.018768,4.033,3.03709,-505.638,-0.0104691,0.0057704,-0.0145468,0.0188289
1209,3.84839,2.93288,-505.844,-0.0102459,0.00564767,-0.0146996,0.018797,4.033,3.03709,-505.638,-0.0105653,0.00575418,-0.0146123,0.0189294
1210,3.84839,2.93288,-505.844,-0.0103612,0.00557951,-0.0146286,0.0187803,4.033,3.03709,-505.638,-0.0106838,0.00567091,-0.0145528,0.0189236
1211,3.84839,2.93288,-505.844,-0.0104606,0.00556273,-0.014779,0.018951,4.033,3.03709,-505.638,-0.0108287,0.00565802,-0.0147232,0.0191336
1212,3.84839,2.93288,-505.844,-0.0105501,0.00549865,-0.0144527,0.0187279,4.033,3.03709,-505.638,-0.0109296,0.00559302,-0.0143342,0.0188743
1213,3.84839,2.93288,-505.844,-0.0105872,0.00537766,-0.0147672,0.0189604,4.033,3.03709,-505.638,-0.010966,0.00548631,-0.0146594,0.0191132
1214,3.84839,2.93288,-505.844,-0.0107478,0.00526837,-0.0141458,0.0185362,4.033,3.03709,-505.638,-0.0110872,0.00537248,-0.0140661,0.0186994
1215,3.84839,2.93288,-505.844,-0.0107193,0.00507243,-0.0139109,0.0182906,4.033,3.03709,-505.638,-0.0110512,0.00519816,-0.0137164,0.018367
1216,3.84839,2.93288,-505.844,-0.0108189,0.0048442,-0.013924,0.0182964,4.033,3.03709,-505.638,-0.0111843,0.00494795,-0.0138043,0.018444
1217,3.84839,2.93288,-505.844,-0.010956,0.00475508,-0.0140783,0.0184768,4.033,3.03709,-505.638,-0.0112831,0.00485613,-0.0138539,0.0185181
1218,3.84839,2.93288,-505.844,-0.0108336,0.00445469,-0.0134471,0.0178465,4.033,3.03709,-505.638,-0.0111636,0.00457415,-0.013205,0.0178881
1219,3.84839,2.93288,-505.844,-0.010717,0.00430011,-0.012638,0.0171235,4.033,3.03709,-505.638,-0.0110384,0.00440708,-0.0126024,0.0173233
1220,3.84839,2.93288,-505.844,-0.010873,0.00424782,-0.01274,0.0172864,4.033,3.03709,-505.638,-0.0112405,0.00433828,-0.0126667,0.0174825
1221,3.84839,2.93288,-505.844,-0.0107656,0.00403586,-0.0127164,0.0171499,4.033,3.03709,-505.638,-0.011115,0.00410884,-0.0126233,0.0173146
1222,3.84839,2.93288,-505.844,-0.0108187,0.00396298,-0.0126111,0.0170933,4.033,3.03709,-505.638,-0.0111333,0.00407722,-0.0124643,0.0172044
1223,3.84839,2.93288,-505.844,-0.0107538,0.0038153,-0.0125847,0.016998,4.033,3.03709,-505.638,-0.0110932,0.00389503,-0.0124863,0.0171522
1224,3.84839,2.93288,-505.844,-0.0107082,0.00361056,-0.0113852,0.0160497,4.033,3.03709,-505.638,-0.0110537,0.00369797,-0.0113476,0.0162684
1225,3.84839,2.93288,-505.844,-0.0107641,0.00338193,-0.0110962,0.015829,4.033,3.03709,-505.638,-0.0111138,0.00348019,-0.0111225,0.0161044
1226,3.84839,2.93288,-505.844,-0.0106967,0.00322676,-0.0110133,0.0156962,4.033,3.03709,-505.638,-0.0110439,0.00328383,-0.0109252,0.015879
1227,3.84839,2.93288,-505.844,-0.0105409,0.00301079,-0.0102916,0.0150432,4.033,3.03709,-505.638,-0.0108759,0.00309067,-0.0102024,0.0152298
1228,3.84839,2.93288,-505.844,-0.0103472,0.00272281,-0.0108627,0.0152567,4.033,3.03709,-505.638,-0.0107086,0.00278647,-0.0107095,0.0154002
1229,3.84839,2.93288,-505.844,-0.0101404,0.00253239,-0.0107041,0.0149669,4.033,3.03709,-505.638,-0.0104912,0.00259652,-0.0107396,0.0152372
1230,3.84839,2.93288,-505.844,-0.0101788,0.00231451,-0.0108062,0.0150346,4.033,3.03709,-505.638,-0.0105107,0.00240839,-0.010806,0.0152678
1231,3.84839,2.93288,-505.844,-0.00996246,0.00192943,-0.0103279,0.0144894,4.033,3.03709,-505.638,-0.010318,0.00202925,-0.0103295,0.0147421
1232,3.84839,2.93288,-505.844,-0.00998044,0.00156578,-0.0103567,0.0144818,4.033,3.03709,-505.638,-0.0103452,0.00167022,-0.0102951,0.0146926
1233,3.84839,2.93288,-505.844,-0.00983195,0.00124478,-0.00981597,0.0139599,4.033,3.03709,-505.638,-0.0101881,0.00130066,-0.00972833,0.0141485
1234,3.84839,2.93288,-505.844,-0.00976948,0.000997132,-0.00988882,0.0139514,4.033,3.03709,-505.638,-0.01009,0.00105968,-0.010021,0.0142627
1235,3.84839,2.93288,-505.844,-0.00966173,0.000640186,-0.0102279,0.0140916,4.033,3.03709,-505.638,-0.0100001,0.000755138,-0.0102604,0.0143483
1236,3.84839,2.93288,-505.844,-0.00950219,0.000291315,-0.00937507,0.0133546,4.033,3.03709,-505.638,-0.00985276,0.000333188,-0.00951159,0.013699
1237,3.84839,2.93288,-505.844,-0.00929713,5.39074e-05,-0.00891787,0.0128888,4.033,3.03709,-505.638,-0.00962217,0.000132598,-0.00879078,0.0130343
1238,3.84839,2.93288,-505.844,-0.00916354,-0.00016691,-0.00873977,0.0126705,4.033,3.03709,-505.638,-0.00951062,-8.7061e-05,-0.00872754,0.0129093
1239,3.84839,2.93288,-505.844,-0.00905507,-0.000342979,-0.00887955,0.0126906,4.033,3.03709,-505.638,-0.00939002,-0.000284522,-0.00902653,0.0130285
1240,3.84839,2.93288,-505.844,-0.00902287,-0.00041288,-0.00846201,0.0123841,4.033,3.03709,-505.638,-0.00937672,-0.000319105,-0.00865826,0.0127679
1241,3.84839,2.93288,-505.844,-0.00888315,-0.000489212,-0.0085427,0.0123427,4.033,3.03709,-505.638,-0.0092356,-0.000426982,-0.00849189,0.0125544
1242,3.84839,2.93288,-505.844,-0.0087968,-0.000546788,-0.0087509,0.0124303,4.033,3.03709,-505.638,-0.00916141,-0.000459499,-0.00882857,0.0127327
1243,3.84839,2.93288,-505.844,-0.00864338,-0.00065588,-0.00748657,0.0114598,4.033,3.03709,-505.638,-0.00898157,-0.000606949,-0.00747362,0.0117008
1244,3.84839,2.93288,-505.844,-0.00855465,-0.000579795,-0.00710193,0.0111458,4.033,3.03709,-505.638,-0.00888701,-0.000545137,-0.00691554,0.0112758
1245,3.84839,2.93288,-505.844,-0.00838742,-0.000556063,-0.00676319,0.0107978,4.033,3.03709,-505.638,-0.00874583,-0.000483156,-0.00685959,0.0111268
1246,3.84839,2.93288,-505.844,-0.00827661,-0.000501439,-0.00691531,0.0108091,4.033,3.03709,-505.638,-0.00865089,-0.000436173,-0.00691777,0.0110872
1247,3.84839,2.93288,-505.844,-0.00808022,-0.000446082,-0.00667847,0.0105028,4.033,3.03709,-505.638,-0.00844802,-0.000391235,-0.00681248,0.0108613
1248,3.84839,2.93288,-505.844,-0.00816398,-0.000358725,-0.00688911,0.0106953,4.033,3.03709,-505.638,-0.00849876,-0.000305801,-0.00703119,0.0110356
1249,3.84839,2.93288,-505.844,-0.0079777,-0.000270031,-0.00612461,0.0100715,4.033,3.03709,-505.638,-0.00832606,-0.000168623,-0.00609146,0.0103192
1250,3.84839,2.93288,-505.844,-0.00781728,-0.000308957,-0.00611892,0.00995633,4.033,3.03709,-505.638,-0.00818411,-0.000227957,-0.00626183,0.0103111
1251,3.84839,2.93288,-505.844,-0.00766328,-0.000251188,-0.00624205,0.00990224,4.033,3.03709,-505.638,-0.00804227,-0.000175849,-0.0063611,0.0102576
1252,3.84839,2.93288,-505.844,-0.00758811,-0.000169926,-0.00582635,0.00957977,4.033,3.03709,-505.638,-0.00795988,-9.56959e-05,-0.00575679,0.0098257
1253,3.84839,2.93288,-505.844,-0.00748113,-0.000238364,-0.00507461,0.00905072,4.033,3.03709,-505.638,-0.00782532,-0.000155798,-0.00515303,0.00937191
1254,3.84839,2.93288,-505.844,-0.00732482,-0.000272681,-0.00553656,0.00919932,4.033,3.03709,-505.638,-0.00764079,-0.000220609,-0.0056483,0.00950597
1255,3.84839,2.93288,-505.844,-0.0071628,-0.000488701,-0.00525401,0.00892121,4.033,3.03709,-505.638,-0.00749875,-0.000428118,-0.00528223,0.00918711
1256,3.84839,2.93288,-505.844,-0.00693062,-0.000555716,-0.00574024,0.00902657,4.033,3.03709,-505.638,-0.00727417,-0.000482606,-0.00567845,0.00924181
1257,3.84839,2.93288,-505.844,-0.00684717,-0.000520368,-0.00505002,0.00854257,4.033,3.03709,-505.638,-0.00722003,-0.000418475,-0.00517449,0.00889561
1258,3.84839,2.93288,-505.844,-0.00674501,-0.000610887,-0.00536323,0.00865133,4.033,3.03709,-505.638,-0.00709515,-0.000537053,-0.00535544,0.00890758
1259,3.84839,2.93288,-505.844,-0.00670331,-0.000839872,-0.00521469,0.00854817,4.033,3.03709,-505.638,-0.0070347,-0.000769256,-0.00534383,0.00886958
1260,3.84839,2.93288,-505.844,-0.00654174,-0.000894414,-0.00513466,0.00837542,4.033,3.03709,-505.638,-0.00691995,-0.000841267,-0.00524334,0.00872402
1261,3.84839,2.93288,-505.844,-0.00640941,-0.0010672,-0.00515431,0.00830917,4.033,3.03709,-505.638,-0.00676709,-0.00100383,-0.00535211,0.00868897
1262,3.84839,2.93288,-505.844,-0.00635134,-0.00115145,-0.00510945,0.00824649,4.033,3.03709,-505.638,-0.00670679,-0.00106312,-0.00510924,0.00849986
1263,3.84839,2.93288,-505.844,-0.00622878,-0.00136335,-0.00537919,0.0083663,4.033,3.03709,-505.638,-0.00657722,-0.00129565,-0.00545491,0.00864724
1264,3.84839,2.93288,-505.844,-0.00613437,-0.00143546,-0.00470875,0.00788023,4.033,3.03709,-505.638,-0.00648558,-0.00136991,-0.00487995,0.00823364
1265,3.84839,2.93288,-505.844,-0.00614357,-0.00146625,-0.00508598,0.00812948,4.033,3.03709,-505.638,-0.00648014,-0.00141352,-0.00512861,0.00838687
1266,3.84839,2.93288,-505.844,-0.00591405,-0.00149657,-0.00512793,0.00799372,4.033,3.03709,-505.638,-0.00626734,-0.00143082,-0.00507542,0.00819557
1267,3.84839,2.93288,-505.844,-0.00601379,-0.0015303,-0.00435604,0.00760538,4.033,3.03709,-505.638,-0.00636437,-0.00148157,-0.00436542,0.00786312
1268,3.84839,2.93288,-505.844,-0.00605706,-0.00154984,-0.00479765,0.00788771,4.033,3.03709,-505.638,-0.00641275,-0.0014764,-0.00489211,0.0082002
1269,3.84839,2.93288,-505.844,-0.00599114,-0.00252294,-0.00548712,0.00852384,4.033,3.03709,-505.638,-0.00635181,-0.00251605,-0.00566886,0.00887927
1270,3.84839,2.93288,-505.844,-0.00581023,-0.0115204,-0.0108862,0.0168896,4.033,3.03709,-505.638,-0.0061412,-0.0119079,-0.0110215,0.0173502
1271,3.84839,2.93288,-505.844,-0.00623489,-0.0374821,-0.0267669,0.0464841,4.033,3.03709,-505.638,-0.00648068,-0.0387871,-0.0275159,0.0479964
1272,3.84839,2.93288,-505.844,-0.00805906,-0.0831567,-0.0538351,0.0993923,4.033,3.03709,-505.638,-0.00828727,-0.0857391,-0.0550674,0.102237
1273,3.84839,2.93288,-505.844,-0.0120726,-0.147727,-0.0919415,0.174424,4.033,3.03709,-505.638,-0.0121581,-0.15152,-0.0935019,0.178462
1274,3.84839,2.93288,-505.844,-0.0180281,-0.228128,-0.13751,0.266979,4.033,3.03709,-505.638,-0.0180091,-0.232293,-0.139307,0.271461
1275,3.84839,2.93288,-505.844,-0.0246354,-0.314847,-0.185515,0.366268,4.033,3.03709,-505.638,-0.0245963,-0.318199,-0.187131,0.369965
1276,3.84839,2.93288,-505.844,-0.0307102,-0.391252,-0.227105,0.45343,4.033,3.03709,-505.638,-0.0305639,-0.3939,-0.228338,0.456322
1277,3.84839,2.93288,-505.844,-0.0351821,-0.447561,-0.254653,0.516138,4.033,3.03709,-505.638,-0.0350553,-0.449763,-0.255921,0.518663
1278,3.84839,2.93288,-505.844,-0.037786,-0.479529,-0.26943,0.551333,4.033,3.03709,-505.638,-0.037618,-0.481622,-0.270499,0.553665
1279,3.84839,2.93288,-505.844,-0.038273,-0.48682,-0.269302,0.557659,4.033,3.03709,-505.638,-0.0381147,-0.488952,-0.27045,0.560062
1280,3.84839,2.93288,-505.844,-0.0375065,-0.469896,-0.256751,0.536778,4.033,3.03709,-505.638,-0.0373931,-0.472006,-0.257867,0.53915
1281,3.84839,2.93288,-505.844,-0.0359728,-0.429712,-0.232687,0.489991,4.033,3.03709,-505.638,-0.0358593,-0.432233,-0.233953,0.492793
1282,3.84839,2.93288,-505.844,-0.0330476,-0.369751,-0.199491,0.421432,4.033,3.03709,-505.638,-0.032978,-0.372955,-0.201018,0.424961
1283,3.84839,2.93288,-505.844,-0.0284055,-0.295256,-0.158368,0.336249,4.033,3.03709,-505.638,-0.0284503,-0.298986,-0.159978,0.340286
1284,3.84839,2.93288,-505.844,-0.0227138,-0.211755,-0.112301,0.240766,4.033,3.03709,-505.638,-0.0228787,-0.215042,-0.113567,0.244262
1285,3.84839,2.93288,-505.844,-0.0165448,-0.125337,-0.0648903,0.142106,4.033,3.03709,-505.638,-0.0167551,-0.126933,-0.0655951,0.143859
1286,3.84839,2.93288,-505.844,-0.0109875,-0.0392545,-0.016241,0.0438836,4.033,3.03709,-505.638,-0.0112767,-0.0387054,-0.0160985,0.0434103
1287,3.84839,2.93288,-505.844,-0.00633719,0.0419975,0.0291425,0.0515175,4.033,3.03709,-505.638,-0.00667985,0.0446616,0.0300988,0.0542704
1288,3.84839,2.93288,-505.844,-0.00246918,0.116932,0.0704073,0.136516,4.033,3.03709,-505.638,-0.00277515,0.121007,0.0724071,0.141043
