"R0",,,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","displacement","Sigma_X [mm]","Sigma_Y [mm]","Sigma_Z [mm]"
217,2.59726,15.5735,-411.578,-0.000212763,-0.00246896,0.00815201,0.00853474,0.000190866,0.000196145,0.000988616
218,2.59726,15.5735,-411.578,-9.35974e-05,-0.00252543,0.00887618,0.00923714,0.000190601,0.000195791,0.000987276
219,2.59726,15.5735,-411.578,-0.000398227,-0.0027239,0.00863427,0.00909593,0.000189828,0.000194891,0.000983357
220,2.59726,15.5735,-411.578,-0.00130638,-0.00283349,0.00909895,0.00963355,0.0001897,0.000195057,0.000982602
221,2.59726,15.5735,-411.578,-0.00214758,-0.0030493,0.00958253,0.0102992,0.000188292,0.000193601,0.00097527
222,2.59726,15.5735,-411.578,-0.00293366,-0.00298811,0.0100881,0.0109448,0.000192673,0.00019754,0.000997985
223,2.59726,15.5735,-411.578,-0.0035255,-0.00318211,0.00908983,0.0102872,0.000189026,0.00019417,0.000979021
224,2.59726,15.5735,-411.578,-0.00374049,-0.00325232,0.0102934,0.0114575,0.000189834,0.000194654,0.000983302
225,2.59726,15.5735,-411.578,-0.00322049,-0.00349258,0.0103107,0.0113909,0.000192015,0.000197817,0.000994655
226,2.59726,15.5735,-411.578,-0.00299349,-0.00377925,0.0114867,0.0124701,0.000191129,0.000196456,0.000990086
227,2.59726,15.5735,-411.578,-0.00282228,-0.00413525,0.0121183,0.0131306,0.000189708,0.000194893,0.000982583
228,2.59726,15.5735,-411.578,-0.00298683,-0.00419492,0.0126983,0.0137307,0.000188354,0.000193922,0.000975663
229,2.59726,15.5735,-411.578,-0.00361759,-0.00407949,0.0117193,0.012959,0.000187811,0.000192895,0.000972768
230,2.59726,15.5735,-411.578,-0.00461944,-0.00402328,0.0116441,0.0131834,0.000191728,0.000196826,0.000992868
231,2.59726,15.5735,-411.578,-0.00537714,-0.00399919,0.0124402,0.0141519,0.000192032,0.000197295,0.000994525
232,2.59726,15.5735,-411.578,-0.0057475,-0.00409512,0.0129957,0.0148049,0.000190211,0.000195626,0.000985168
233,2.59726,15.5735,-411.578,-0.00579129,-0.0043071,0.0129311,0.0148255,0.000194083,0.000199879,0.00100521
234,2.59726,15.5735,-411.578,-0.00525377,-0.00448586,0.0133134,0.0150114,0.000188883,0.000194294,0.000978452
235,2.59726,15.5735,-411.578,-0.00486336,-0.00472445,0.0137497,0.0153507,0.000191101,0.000196191,0.000990026
236,2.59726,15.5735,-411.578,-0.00444674,-0.00465279,0.0137781,0.0152149,0.000188729,0.000193612,0.000977669
237,2.59726,15.5735,-411.578,-0.00447558,-0.00479449,0.0135274,0.0150535,0.000189216,0.000194469,0.000979959
238,2.59726,15.5735,-411.578,-0.00459238,-0.00467516,0.0139412,0.0154304,0.000190067,0.000195446,0.000984737
239,2.59726,15.5735,-411.578,-0.00525448,-0.00449291,0.013773,0.0154307,0.000188437,0.0001936,0.000976036
240,2.59726,15.5735,-411.578,-0.00596491,-0.00442326,0.0142979,0.0161309,0.00019169,0.000196688,0.000992487
241,2.59726,15.5735,-411.578,-0.00638401,-0.00444893,0.0150509,0.0169643,0.00018893,0.000194542,0.000978498
242,2.59726,15.5735,-411.578,-0.00629734,-0.00464277,0.0140603,0.016108,0.000188632,0.00019379,0.000977091
243,2.59726,15.5735,-411.578,-0.00586751,-0.00469926,0.013853,0.0157755,0.00019039,0.000195778,0.000986161
244,2.59726,15.5735,-411.578,-0.00527588,-0.00465978,0.0131076,0.0149289,0.000190583,0.000195908,0.000987249
245,2.59726,15.5735,-411.578,-0.0047817,-0.00466746,0.0132617,0.014881,0.000187595,0.000192934,0.00097149
246,2.59726,15.5735,-411.578,-0.00464105,-0.00469658,0.0136417,0.0151831,0.000189041,0.000194168,0.000979164
247,2.59726,15.5735,-411.578,-0.00480564,-0.00469029,0.0138741,0.0154321,0.000188966,0.000194219,0.000978903
248,2.59726,15.5735,-411.578,-0.00509701,-0.00459388,0.0152956,0.0167712,0.00018971,0.000194706,0.000982532
249,2.59726,15.5735,-411.578,-0.00548811,-0.00448699,0.0142839,0.0159568,0.000193948,0.000199408,0.00100456
250,2.59726,15.5735,-411.578,-0.00562193,-0.00424848,0.0149472,0.0165346,0.000190888,0.00019593,0.000988843
251,2.59726,15.5735,-411.578,-0.00559154,-0.00433485,0.0152463,0.0168196,0.000191749,0.00019715,0.000993428
252,2.59726,15.5735,-411.578,-0.00507634,-0.00441522,0.0151881,0.0166264,0.000188506,0.000193726,0.000976414
253,2.59726,15.5735,-411.578,-0.00407781,-0.00440719,0.0149786,0.0161438,0.000190117,0.00019544,0.000984679
254,2.59726,15.5735,-411.578,-0.00350122,-0.00446424,0.014172,0.0152781,0.000188511,0.000193708,0.000976624
255,2.59726,15.5735,-411.578,-0.00306102,-0.0045578,0.0142466,0.0152997,0.000192319,0.000197891,0.000996193
256,2.59726,15.5735,-411.578,-0.00326248,-0.0041869,0.0136556,0.0146636,0.000189413,0.000194636,0.000981301
257,2.59726,15.5735,-411.578,-0.00357831,-0.0039358,0.0131228,0.0141713,0.000189698,0.000195111,0.000982543
258,2.59726,15.5735,-411.578,-0.00383295,-0.0036953,0.0135718,0.0145896,0.000189566,0.000194744,0.000982032
259,2.59726,15.5735,-411.578,-0.00415145,-0.00351889,0.0137558,0.0148068,0.000189901,0.00019502,0.000983587
260,2.59726,15.5735,-411.578,-0.00383167,-0.00362363,0.0129555,0.0139991,0.000191989,0.000197433,0.000994576
261,2.59726,15.5735,-411.578,-0.00327686,-0.0035963,0.0134224,0.0142872,0.000187578,0.000192584,0.000971752
262,2.59726,15.5735,-411.578,-0.00240975,-0.00370853,0.0123763,0.0131653,0.000190032,0.00019481,0.000984438
263,2.59726,15.5735,-411.578,-0.0015907,-0.00359192,0.0131243,0.0137047,0.000187179,0.000192551,0.000969537
264,2.59726,15.5735,-411.578,-0.00113403,-0.00374536,0.0120393,0.0126739,0.000190107,0.00019517,0.000984551
265,2.59726,15.5735,-411.578,-0.00110647,-0.00354019,0.0119174,0.0124895,0.000190734,0.00019596,0.000988141
266,2.59726,15.5735,-411.578,-0.0013714,-0.00343389,0.0116629,0.0122546,0.000190157,0.000195709,0.000985009
267,2.59726,15.5735,-411.578,-0.00153155,-0.00319352,0.0115872,0.0121334,0.000192608,0.000197881,0.000997753
268,2.59726,15.5735,-411.578,-0.00164496,-0.00290278,0.0109207,0.0114296,0.000186722,0.000192406,0.000967313
269,2.59726,15.5735,-411.578,-0.00141043,-0.00303553,0.0113623,0.0118498,0.000190418,0.000195951,0.000986646
270,2.59726,15.5735,-411.578,-0.000771416,-0.00307725,0.0114453,0.0118904,0.000191326,0.000196459,0.000991219
271,2.59726,15.5735,-411.578,-7.74134e-05,-0.00288636,0.0114655,0.0118314,0.0001928,0.000198416,0.00099868
272,2.59726,15.5735,-411.578,0.00105833,-0.00286762,0.0113811,0.011794,0.000192178,0.000197609,0.000995311
273,2.59726,15.5735,-411.578,0.0016742,-0.00270024,0.0111115,0.0115652,0.00018797,0.000193449,0.000973627
274,2.59726,15.5735,-411.578,0.0019448,-0.00246476,0.0105741,0.011038,0.000188049,0.000193147,0.000973998
275,2.59726,15.5735,-411.578,0.00177861,-0.00226189,0.0102702,0.0106883,0.000192263,0.000197586,0.000995855
276,2.59726,15.5735,-411.578,0.00158366,-0.00201111,0.00945298,0.00981209,0.000188477,0.000193483,0.000976121
277,2.59726,15.5735,-411.578,0.00151518,-0.00140639,0.00961819,0.00985387,0.000187466,0.000192868,0.000971145
278,2.59726,15.5735,-411.578,0.00165861,-0.00122753,0.00879992,0.00905814,0.000192562,0.0001973,0.000997333
279,2.59726,15.5735,-411.578,0.00242032,-0.00128296,0.00941675,0.00983914,0.000189321,0.000194701,0.000980722
280,2.59726,15.5735,-411.578,0.00320691,-0.00130389,0.00965653,0.0102766,0.000188769,0.000193608,0.000977654
281,2.59726,15.5735,-411.578,0.00416292,-0.00148219,0.0090066,0.0100656,0.000191797,0.000196948,0.000993494
282,2.59726,15.5735,-411.578,0.00474504,-0.00151307,0.00755476,0.00909179,0.000189369,0.000195113,0.000980725
283,2.59726,15.5735,-411.578,0.00496086,-0.00151026,0.00841092,0.00990529,0.000190541,0.000195507,0.000986699
284,2.59726,15.5735,-411.578,0.00491016,-0.00146912,0.00790189,0.00946469,0.000191489,0.000196561,0.000991744
285,2.59726,15.5735,-411.578,0.00479239,-0.0016985,0.00745139,0.00911356,0.000188454,0.000193671,0.000975947
286,2.59726,15.5735,-411.578,0.00482768,-0.00169286,0.00708917,0.00880525,0.000190767,0.000195561,0.000987903
287,2.59726,15.5735,-411.578,0.00511293,-0.00171833,0.007035,0.00892965,0.000189922,0.000195059,0.000983591
288,2.59726,15.5735,-411.578,0.00557428,-0.00177049,0.00724544,0.00937831,0.000184194,0.00018937,0.000954044
289,2.59726,15.5735,-411.578,0.00642119,-0.00201377,0.00766715,0.0102648,0.000190448,0.00019578,0.000986429
290,2.59726,15.5735,-411.578,0.00723548,-0.00208079,0.00615681,0.00982222,0.000192262,0.000197612,0.000995888
291,2.59726,15.5735,-411.578,0.00779327,-0.00201321,0.00614142,0.0101512,0.000192187,0.000196792,0.000995598
292,2.59726,15.5735,-411.578,0.00799876,-0.00185231,0.00729184,0.0110207,0.000191506,0.000196797,0.000991809
293,2.59726,15.5735,-411.578,0.00783311,-0.00157745,0.00593403,0.0099909,0.000191184,0.000196167,0.000990042
294,2.59726,15.5735,-411.578,0.00766328,-0.00116007,0.00600024,0.00986324,0.000190719,0.000195854,0.000987932
295,2.59726,15.5735,-411.578,0.00758065,-0.000752163,0.00626501,0.00997532,0.000191522,0.000196741,0.000991941
296,2.59726,15.5735,-411.578,0.00763424,-0.000474672,0.00602275,0.00977106,0.000190999,0.000196551,0.000989274
297,2.59726,15.5735,-411.578,0.00812523,-0.000196309,0.00585242,0.0100776,0.000190215,0.00019552,0.00098532
298,2.59726,15.5735,-411.578,0.008774,-0.000203883,0.00534605,0.0103389,0.000186405,0.000191831,0.00096545
299,2.59726,15.5735,-411.578,0.00950132,5.28007e-05,0.00525506,0.0109046,0.000193697,0.000199383,0.001003
300,2.59726,15.5735,-411.578,0.00981887,-0.000160332,0.00541775,0.0112478,0.000189942,0.000195551,0.000983882
301,2.59726,15.5735,-411.578,0.00990085,-0.000191414,0.00601149,0.0116581,0.000188545,0.000193561,0.000976652
302,2.59726,15.5735,-411.578,0.00965469,0.000173929,0.00536954,0.0110952,0.000189514,0.000194923,0.000981468
303,2.59726,15.5735,-411.578,0.00932752,9.97171e-05,0.00509949,0.0106651,0.000187661,0.000192918,0.000971957
304,2.59726,15.5735,-411.578,0.00907357,0.000230277,0.00527433,0.0105986,0.000187465,0.000192947,0.000971257
305,2.59726,15.5735,-411.578,0.0089126,0.000268811,0.00442157,0.0100159,0.000191678,0.000197121,0.000992836
306,2.59726,15.5735,-411.578,0.0092897,0.000216448,0.00367703,0.0101241,0.000195275,0.000200793,0.00101154
307,2.59726,15.5735,-411.578,0.00962863,9.90138e-05,0.00285917,0.0101492,0.000188915,0.000194365,0.000978699
308,2.59726,15.5735,-411.578,0.0100167,-9.79337e-05,0.00263284,0.0104136,0.000188985,0.000194252,0.000978815
309,2.59726,15.5735,-411.578,0.0105195,-0.000321007,0.00261674,0.0108909,0.000193635,0.000198887,0.00100281
310,2.59726,15.5735,-411.578,0.0103268,-0.000425918,0.00339662,0.0109547,0.000191113,0.000196268,0.000989788
311,2.59726,15.5735,-411.578,0.00989396,-0.000554346,0.00224798,0.0102247,0.000191377,0.000196953,0.000991361
312,2.59726,15.5735,-411.578,0.00936762,-0.000398024,0.0035916,0.0100643,0.000186848,0.000192018,0.000967782
313,2.59726,15.5735,-411.578,0.00880016,-0.000162665,0.002158,0.00914159,0.00018868,0.000193949,0.00097728
314,2.59726,15.5735,-411.578,0.00880222,-0.000235805,0.00241374,0.00921822,0.000188144,0.000193141,0.000974627
315,2.59726,15.5735,-411.578,0.00877172,-8.22793e-05,0.00286634,0.00928404,0.000188452,0.00019397,0.000976118
316,2.59726,15.5735,-411.578,0.00929325,9.2864e-05,0.00169641,0.00955383,0.000189263,0.000194151,0.000980255
317,2.59726,15.5735,-411.578,0.00967386,0.000148261,0.00124019,0.00985525,0.000190817,0.000195378,0.000988251
318,2.59726,15.5735,-411.578,0.00980074,0.000119671,0.00237687,0.0102207,0.000192743,0.000197999,0.000998416
319,2.59726,15.5735,-411.578,0.00948624,0.000179211,0.00124986,0.00960447,0.000191449,0.00019682,0.000991736
320,2.59726,15.5735,-411.578,0.00891815,0.000366797,0.00208108,0.00927836,0.000187169,0.000192543,0.000969527
321,2.59726,15.5735,-411.578,0.0082118,0.000405393,0.00145524,0.00842898,0.000186972,0.000192067,0.000968368
322,2.59726,15.5735,-411.578,0.00775907,0.000575095,0.00102628,0.00803184,0.000189497,0.000194582,0.000981427
323,2.59726,15.5735,-411.578,0.00736195,0.00075836,0.00169385,0.0077315,0.000191396,0.000196502,0.00099126
324,2.59726,15.5735,-411.578,0.00752223,0.000733047,0.000808858,0.00775097,0.000190973,0.000196314,0.000989258
325,2.59726,15.5735,-411.578,0.00771839,0.0010219,0.000468273,0.00794917,0.000189008,0.00019413,0.00097901
326,2.59726,15.5735,-411.578,0.0079844,0.000778584,0.000753902,0.00816654,0.000191631,0.000196912,0.000992556
327,2.59726,15.5735,-411.578,0.00808458,0.000699937,0.000576814,0.00819573,0.000190322,0.000195632,0.000985821
328,2.59726,15.5735,-411.578,0.00779008,0.000399602,0.00119157,0.00799312,0.000191977,0.000197173,0.000994251
329,2.59726,15.5735,-411.578,0.00703021,0.000411944,0.000375637,0.00719714,0.000191852,0.000197057,0.000993558
330,2.59726,15.5735,-411.578,0.00623617,0.000231105,0.00154318,0.00656124,0.000188784,0.000193951,0.00097797
331,2.59726,15.5735,-411.578,0.00556772,8.00308e-05,0.0010941,0.00585106,0.000193127,0.000198374,0.00100042
332,2.59726,15.5735,-411.578,0.00528494,0.000238362,0.000767939,0.00551277,0.000188069,0.000192996,0.000974157
333,2.59726,15.5735,-411.578,0.00519313,0.000252383,0.000888505,0.00565419,0.000186937,0.000191964,0.000968302
334,2.59726,15.5735,-411.578,0.00552907,0.000123725,0.00141536,0.0057926,0.000189164,0.000194773,0.000979795
335,2.59726,15.5735,-411.578,0.00587614,-0.000126652,0.00147957,0.00611312,0.000189846,0.00019488,0.000983216
336,2.59726,15.5735,-411.578,0.00596971,-0.000192762,0.00136286,0.00628779,0.000189676,0.00019457,0.000982395
337,2.59726,15.5735,-411.578,0.00549014,-0.000303325,0.00144289,0.00584635,0.000190832,0.000195933,0.000988595
338,2.59726,15.5735,-411.578,0.00473912,-0.000260731,0.00113626,0.00513516,0.000191672,0.000196884,0.000992715
339,2.59726,15.5735,-411.578,0.00366176,-0.000324313,0.00262434,0.00469883,0.000189534,0.000194719,0.000981792
340,2.59726,15.5735,-411.578,0.0029695,-0.000241531,0.00200751,0.00372058,0.000190005,0.000195524,0.000984213
341,2.59726,15.5735,-411.578,0.00257726,-0.000117568,0.00258268,0.00389434,0.000191357,0.000196601,0.000991125
342,2.59726,15.5735,-411.578,0.00245787,-0.000169071,0.00195914,0.0035373,0.00018937,0.000194848,0.000980867
343,2.59726,15.5735,-411.578,0.00261242,-0.000144606,0.00153076,0.00333269,0.000188154,0.000193066,0.000974505
344,2.59726,15.5735,-411.578,0.0028061,-0.000389353,0.00177733,0.00349412,0.000191027,0.000196169,0.000989603
345,2.59726,15.5735,-411.578,0.00300006,-0.000360241,0.00198245,0.00387896,0.000188019,0.000193249,0.000974
346,2.59726,15.5735,-411.578,0.00229575,-0.000631258,0.0020278,0.00326508,0.000191427,0.000196618,0.000991501
347,2.59726,15.5735,-411.578,0.00170045,-0.000617827,0.00178438,0.00308587,0.000189444,0.000194956,0.000981482
348,2.59726,15.5735,-411.578,0.000595302,-0.000758497,0.00289816,0.00320832,0.000188044,0.000193422,0.000974151
349,2.59726,15.5735,-411.578,-0.000592962,-0.000800113,0.00350536,0.00367377,0.000190987,0.000196062,0.000989122
350,2.59726,15.5735,-411.578,-0.00105251,-0.000969605,0.00193489,0.00288191,0.000187004,0.000192052,0.000968593
351,2.59726,15.5735,-411.578,-0.00112296,-0.00116194,0.00344785,0.00390875,0.000189866,0.000195271,0.000983543
352,2.59726,15.5735,-411.578,-0.000706686,-0.00103497,0.00180301,0.00288893,0.000188289,0.000193278,0.000975156
353,2.59726,15.5735,-411.578,-0.000441399,-0.00116008,0.00272479,0.00305676,0.00018778,0.000192797,0.000972873
354,2.59726,15.5735,-411.578,-0.000492234,-0.00155896,0.00324411,0.00375898,0.000186535,0.000191771,0.000966216
355,2.59726,15.5735,-411.578,-0.000851706,-0.00162061,0.00285685,0.00348629,0.000190133,0.000195341,0.000984813
356,2.59726,15.5735,-411.578,-0.00160001,-0.00168275,0.0031385,0.00396758,0.000188512,0.000193616,0.000976469
357,2.59726,15.5735,-411.578,-0.00260926,-0.00176048,0.00353691,0.00493772,0.000188882,0.000193869,0.000978279
358,2.59726,15.5735,-411.578,-0.00346979,-0.00193168,0.00354966,0.00547164,0.000191257,0.000196235,0.000990687
359,2.59726,15.5735,-411.578,-0.00410197,-0.00205683,0.0044182,0.00647886,0.000188621,0.00019394,0.000977046
360,2.59726,15.5735,-411.578,-0.00413595,-0.0022159,0.00505386,0.00698017,0.000190487,0.00019586,0.000986724
361,2.59726,15.5735,-411.578,-0.00359783,-0.00226433,0.00527365,0.00682199,0.000191149,0.000196362,0.000990193
362,2.59726,15.5735,-411.578,-0.00329427,-0.00240799,0.00468072,0.00634072,0.000188629,0.000194107,0.000977082
363,2.59726,15.5735,-411.578,-0.0029062,-0.00269097,0.00502174,0.00650998,0.000192304,0.000197416,0.000996099
364,2.59726,15.5735,-411.578,-0.00295372,-0.0026763,0.00589919,0.00719617,0.00019137,0.000196382,0.000991186
365,2.59726,15.5735,-411.578,-0.00361474,-0.00274536,0.00530481,0.00705317,0.000189536,0.000194732,0.000981803
366,2.59726,15.5735,-411.578,-0.00441647,-0.00290866,0.00654194,0.00847985,0.000189316,0.00019432,0.000980618
367,2.59726,15.5735,-411.578,-0.00525912,-0.00318878,0.00686471,0.00928271,0.000189213,0.000194316,0.000979927
368,2.59726,15.5735,-411.578,-0.00554033,-0.00323805,0.00750719,0.00992582,0.000191348,0.000196759,0.000991114
369,2.59726,15.5735,-411.578,-0.00550899,-0.0034092,0.00798693,0.0103524,0.000188217,0.000193607,0.000974883
370,2.59726,15.5735,-411.578,-0.00509027,-0.00373366,0.00893374,0.0109849,0.00018898,0.000193972,0.000978771
371,2.59726,15.5735,-411.578,-0.00444715,-0.00388495,0.00897919,0.010804,0.000191677,0.00019695,0.000993003
372,2.59726,15.5735,-411.578,-0.00394936,-0.00396826,0.00867957,0.0103601,0.000187556,0.000192063,0.000971434
373,2.59726,15.5735,-411.578,-0.00401973,-0.00415499,0.00971174,0.0113252,0.000190495,0.000195649,0.000986426
374,2.59726,15.5735,-411.578,-0.00438536,-0.00422028,0.00926008,0.0111251,0.000190632,0.000195685,0.000987284
375,2.59726,15.5735,-411.578,-0.00514147,-0.00433478,0.00955094,0.0117182,0.000191199,0.000196672,0.000990553
376,2.59726,15.5735,-411.578,-0.00602195,-0.00416257,0.00968113,0.0121794,0.000189807,0.000195118,0.000983218
377,2.59726,15.5735,-411.578,-0.00625046,-0.0043661,0.00965645,0.0123607,0.000190174,0.000195277,0.000984898
378,2.59726,15.5735,-411.578,-0.0062039,-0.00435974,0.0105673,0.0130337,0.000189817,0.000194937,0.000983067
379,2.59726,15.5735,-411.578,-0.00548165,-0.00470525,0.0101895,0.0125176,0.000191774,0.00019716,0.000993314
380,2.59726,15.5735,-411.578,-0.00483265,-0.00486295,0.0100897,0.012261,0.00019274,0.000198191,0.000998502
381,2.59726,15.5735,-411.578,-0.00415592,-0.00501112,0.0101679,0.0121079,0.000193269,0.000198658,0.00100105
382,2.59726,15.5735,-411.578,-0.0038338,-0.00508414,0.0106203,0.0124324,0.000190408,0.000195488,0.000986402
383,2.59726,15.5735,-411.578,-0.00424094,-0.00492866,0.0109494,0.0127518,0.000191964,0.000196853,0.000994033
384,2.59726,15.5735,-411.578,-0.00485846,-0.00486234,0.0116117,0.0135135,0.000189799,0.00019515,0.000983188
385,2.59726,15.5735,-411.578,-0.00546518,-0.00473959,0.0115183,0.0136359,0.000193846,0.000198856,0.00100405
386,2.59726,15.5735,-411.578,-0.00604631,-0.00472152,0.0121937,0.0144303,0.000193015,0.000197988,0.000999845
387,2.59726,15.5735,-411.578,-0.00583568,-0.0046556,0.0115652,0.0137762,0.000192317,0.000197136,0.000996331
388,2.59726,15.5735,-411.578,-0.00534922,-0.00456148,0.0114706,0.0134769,0.000192763,0.000197825,0.000998533
389,2.59726,15.5735,-411.578,-0.00431392,-0.00473376,0.0111294,0.0129033,0.000189587,0.00019511,0.000982144
390,2.59726,15.5735,-411.578,-0.00372574,-0.00472454,0.0108958,0.0124771,0.000191069,0.000196137,0.000989686
391,2.59726,15.5735,-411.578,-0.00338982,-0.00458906,0.0114079,0.0127721,0.000191287,0.000196731,0.00099072
392,2.59726,15.5735,-411.578,-0.00350535,-0.00456452,0.0124278,0.0137135,0.000190285,0.000195565,0.000985577
393,2.59726,15.5735,-411.578,-0.00398514,-0.00443501,0.0117218,0.0131696,0.000192933,0.000197876,0.000999103
394,2.59726,15.5735,-411.578,-0.00445531,-0.0044682,0.0121541,0.013715,0.000191165,0.000196314,0.000990093
395,2.59726,15.5735,-411.578,-0.00480036,-0.00430091,0.012354,0.0139582,0.000194698,0.00019996,0.00100844
396,2.59726,15.5735,-411.578,-0.00461526,-0.00433125,0.0117749,0.013389,0.000192192,0.000196976,0.000995368
397,2.59726,15.5735,-411.578,-0.00405553,-0.00430183,0.0117215,0.0131993,0.000195095,0.000200223,0.00101031
398,2.59726,15.5735,-411.578,-0.00323352,-0.00420386,0.0123227,0.0134297,0.000196608,0.000201781,0.00101821
399,2.59726,15.5735,-411.578,-0.00231746,-0.00424037,0.0118872,0.012856,0.000197867,0.000203229,0.00102458
400,2.59726,15.5735,-411.578,-0.00161654,-0.00403627,0.0118796,0.0126594,0.000196073,0.000201163,0.00101539
401,2.59726,15.5735,-411.578,-0.00161879,-0.00407463,0.0120469,0.0128376,0.000193106,0.000198741,0.001
402,2.59726,15.5735,-411.578,-0.00182542,-0.00369064,0.0121681,0.0128678,0.000191312,0.000196345,0.000990852
403,2.59726,15.5735,-411.578,-0.00236904,-0.00353471,0.0118743,0.0126305,0.000189201,0.000194117,0.000979728
404,2.59726,15.5735,-411.578,-0.00261161,-0.0033209,0.0129534,0.0136338,0.000191906,0.000197324,0.000993793
405,2.59726,15.5735,-411.578,-0.00228692,-0.00330093,0.0121696,0.0128391,0.000192388,0.000197621,0.000996491
406,2.59726,15.5735,-411.578,-0.00167336,-0.003282,0.0125951,0.0131358,0.000191186,0.000196158,0.000990254
407,2.59726,15.5735,-411.578,-0.000751176,-0.00327838,0.0135135,0.0139315,0.000189591,0.000194842,0.000981873
408,2.59726,15.5735,-411.578,0.000341124,-0.00340477,0.0129042,0.0133614,0.000190238,0.000195713,0.000985486
409,2.59726,15.5735,-411.578,0.00120443,-0.00321602,0.012949,0.0134088,0.000190458,0.000195872,0.000986573
410,2.59726,15.5735,-411.578,0.00137587,-0.00331195,0.0135249,0.0139981,0.000190249,0.000195319,0.000985444
411,2.59726,15.5735,-411.578,0.00124875,-0.00318123,0.0132121,0.0136556,0.000187997,0.00019322,0.000973815
412,2.59726,15.5735,-411.578,0.000966963,-0.00293688,0.0129372,0.0133072,0.000193073,0.00019821,0.00100005
413,2.59726,15.5735,-411.578,0.000868499,-0.00275668,0.0123727,0.0127139,0.000192452,0.000197506,0.000996592
414,2.59726,15.5735,-411.578,0.00110331,-0.00271506,0.0123911,0.0127398,0.000190091,0.000195321,0.000984559
