"Temps total (s)";"Temps de cycle écoulé (s)";"Nombre total de cycles";"Cycles écoulés";"Etape";"Boucle 1";"Nombre total de cycles(Forme d'onde Linear)";"Nombre total de cycles(Forme d'onde Rotary)";"Pos (µm)";"Effort_5N (N)";
1,25;1,25;1;1;1;1;0;0;-5637,26158697547;-0,0769930891692638;
1,3;1,3;1;1;1;1;0;0;-5638,26607422811;-0,0789771135896444;
1,35;1,35;1;1;1;1;0;0;-5639,27011444593;-0,0811474304646254;
1,4;1,4;1;1;1;1;0;0;-5640,27460169857;-0,0835295114666224;
1,45;1,45;1;1;1;1;0;0;-5641,31619284171;-0,0856832321733236;
1,5;1,5;1;1;1;1;0;0;-5642,27374143769;-0,0876248627901077;
1,55;1,55;1;1;1;1;0;0;-5643,00911372544;-0,0895576272159815;
1,6;1,6;1;1;1;1;0;0;-5644,01315394326;-0,0917813368141651;
1,65;1,65;1;1;1;1;0;0;-5645,01719416107;-0,0947510357946157;
1,7;1,7;1;1;1;1;0;0;-5646,02168141371;-0,0966389011591673;
1,75;1,75;1;1;1;1;0;0;-5647,02572163152;-0,0989487301558256;
1,8;1,8;1;1;1;1;0;0;-5648,03020888416;-0,102040832862258;
1,85;1,85;1;1;1;1;0;0;-5649,03424910198;-0,103447260335088;
1,9;1,9;1;1;1;1;0;0;-5649,87378050405;-0,106038330122828;
1,95;1,95;1;1;1;1;0;0;-5650,54343867248;-0,108251823112369;
2;2;1;1;1;1;0;0;-5651,40532181582;-0,110705234110355;
2,05;2,05;1;1;1;1;0;0;-5652,52112073998;-0,113752875477076;
2,1;2,1;1;1;1;1;0;0;-5653,63691966414;-0,116295712068677;
2,15;2,15;1;1;1;1;0;0;-5654,7527185883;-0,118273524567485;
2,2;2,2;1;1;1;1;0;0;-5655,69015061713;-0,12090333737433;
2,25;2,25;1;1;1;1;0;0;-5656,56320963111;-0,123834880068898;
2,3;2,3;1;1;1;1;0;0;-5657,61374147076;-0,125882821157575;
2,35;2,35;1;1;1;1;0;0;-5658,28339963919;-0,128765376284719;
2,4;2,4;1;1;1;1;0;0;-5659,33169630471;-0,1307831145823;
2,45;2,45;1;1;1;1;0;0;-5660,53690219395;-0,132901212200522;
2,5;2,5;1;1;1;1;0;0;-5661,43097184472;-0,137536311522126;
2,55;2,55;1;1;1;1;0;0;-5662,32325335619;-0,139190889894962;
2,6;2,6;1;1;1;1;0;0;-5663,21598190248;-0,141370352357626;
2,65;2,65;1;1;1;1;0;0;-5664,10871044877;-0,144143551588058;
2,7;2,7;1;1;1;1;0;0;-5664,98132242792;-0,145907439291477;
2,75;2,75;1;1;1;1;0;0;-5665,83024156133;-0,149645935744047;
2,8;2,8;1;1;1;1;0;0;-5667,29338654481;-0,151523053646088;
2,85;2,85;1;1;1;1;0;0;-5667,96080953911;-0,154192708432674;
2,9;2,9;1;1;1;1;0;0;-5668,51960307084;-0,156750101596117;
2,95;2,95;1;1;1;1;0;0;-5669,72391489043;-0,160422902554274;
3;3;1;1;1;1;0;0;-5670,9702479836;-0,162842366844416;
3,05;3,05;1;1;1;1;0;0;-5671,75121782355;-0,166302584111691;
3,1;3,1;1;1;1;1;0;0;-5672,82901878755;-0,169090367853642;
3,15;3,15;1;1;1;1;0;0;-5673,94481771171;-0,172542110085487;
3,2;3,2;1;1;1;1;0;0;-5674,87062683508;-0,175145212560892;
3,25;3,25;1;1;1;1;0;0;-5675,76335538138;-0,179168507456779;
3,3;3,3;1;1;1;1;0;0;-5677,39592656368;-0,18228180706501;
3,35;3,35;1;1;1;1;0;0;-5678,05574996595;-0,184315145015717;
3,4;3,4;1;1;1;1;0;0;-5678,61364942803;-0,187504347413778;
3,45;3,45;1;1;1;1;0;0;-5679,63467696921;-0,191031340509653;
3,5;3,5;1;1;1;1;0;0;-5680,86223459971;-0,194463152438402;
3,55;3,55;1;1;1;1;0;0;-5682,08934519539;-0,197633542120457;
3,6;3,6;1;1;1;1;0;0;-5683,08131547292;-0,200805868953466;
3,65;3,65;1;1;1;1;0;0;-5683,94230454661;-0,203763209283352;
3,7;3,7;1;1;1;1;0;0;-5684,65577212793;-0,206945836544037;
3,75;3,75;1;1;1;1;0;0;-5685,42511906241;-0,209834035485983;
3,8;3,8;1;1;1;1;0;0;-5686,42960631505;-0,213657505810261;
3,85;3,85;1;1;1;1;0;0;-5687,43364653287;-0,217169653624296;
3,9;3,9;1;1;1;1;0;0;-5688,53335220331;-0,220159236341715;
3,95;3,95;1;1;1;1;0;0;-5689,619646829;-0,223031137138605;
4;4;1;1;1;1;0;0;-5690,40061666894;-0,226536598056555;
4,05;4,05;1;1;1;1;0;0;-5691,18203354372;-0,229425821453333;
4,1;4,1;1;1;1;1;0;0;-5692,05241034874;-0,233985520899296;
4,15;4,15;1;1;1;1;0;0;-5693,27952094442;-0,237328913062811;
4,2;4,2;1;1;1;1;0;0;-5694,42974155014;-0,239570643752813;
4,25;4,25;1;1;1;1;0;0;-5695,09939971856;-0,243426058441401;
4,3;4,3;1;1;1;1;0;0;-5695,94697774749;-0,247079767286777;
4,35;4,35;1;1;1;1;0;0;-5697,26930676098;-0,250629782676697;
4,4;4,4;1;1;1;1;0;0;-5698,13297804362;-0,253646560013294;
4,45;4,45;1;1;1;1;0;0;-5698,91394788357;-0,257027372717857;
4,5;4,5;1;1;1;1;0;0;-5699,70654062898;-0,260927025228739;
4,55;4,55;1;1;1;1;0;0;-5700,70968677714;-0,264055896550417;
4,6;4,6;1;1;1;1;0;0;-5701,71417402978;-0,267656687647104;
4,65;4,65;1;1;1;1;0;0;-5702,71821424759;-0,271163024008274;
4,7;4,7;1;1;1;1;0;0;-5703,72270150023;-0,273670274764299;
4,75;4,75;1;1;1;1;0;0;-5704,55060999684;-0,276915263384581;
4,8;4,8;1;1;1;1;0;0;-5705,10850945892;-0,280369017273188;
4,85;4,85;1;1;1;1;0;0;-5706,2739292487;-0,283771567046642;
4,9;4,9;1;1;1;1;0;0;-5707,15816413331;-0,286888442933559;
4,95;4,95;1;1;1;1;0;0;-5707,82782230174;-0,290041342377663;
5;5;1;1;1;1;0;0;-5708,49703343534;-0,293710641562939;
5,05;5,05;1;1;1;1;0;0;-5709,45905237957;-0,297900643199682;
5,1;5,1;1;1;1;1;0;0;-5710,93694951229;-0,302280187606812;
5,15;5,15;1;1;1;1;0;0;-5711,89807438687;-0,304184220731258;
5,2;5,2;1;1;1;1;0;0;-5712,45597384895;-0,307665001600981;
5,25;5,25;1;1;1;1;0;0;-5713,59010120095;-0,312505662441254;
5,3;5,3;1;1;1;1;0;0;-5714,7850252892;-0,315511599183083;
5,35;5,35;1;1;1;1;0;0;-5715,4224969502;-0,319189578294754;
5,4;5,4;1;1;1;1;0;0;-5716,14535226284;-0,323582105338573;
5,45;5,45;1;1;1;1;0;0;-5717,73053775366;-0,327331610023975;
5,5;5,5;1;1;1;1;0;0;-5718,40019592208;-0,331206656992435;
5,55;5,55;1;1;1;1;0;0;-5719,06985409051;-0,334618762135506;
5,6;5,6;1;1;1;1;0;0;-5719,74219446789;-0,337863452732563;
5,65;5,65;1;1;1;1;0;0;-5720,83340647665;-0,341638475656509;
5,7;5,7;1;1;1;1;0;0;-5721,94920540081;-0,345835834741592;
5,75;5,75;1;1;1;1;0;0;-5723,06500432497;-0,348961614072323;
5,8;5,8;1;1;1;1;0;0;-5724,02299995577;-0,354313626885414;
5,85;5,85;1;1;1;1;0;0;-5724,91572850206;-0,358092375099659;
5,9;5,9;1;1;1;1;0;0;-5725,80801001353;-0,361503176391125;
5,95;5,95;1;1;1;1;0;0;-5726,70073855983;-0,365335308015347;
6;6;1;1;1;1;0;0;-5727,59346710612;-0,369081646203995;
6,05;6,05;1;1;1;1;0;0;-5728,57023819958;-0,373006202280521;
6,1;6,1;1;1;1;1;0;0;-5729,57472545222;-0,377351529896259;
6,15;6,15;1;1;1;1;0;0;-5730,57876567004;-0,381292887032032;
6,2;6,2;1;1;1;1;0;0;-5731,58325292268;-0,384413115680218;
6,25;6,25;1;1;1;1;0;0;-5732,58729314049;-0,388824567198753;
6,3;6,3;1;1;1;1;0;0;-5733,5913333583;-0,392129085958004;
6,35;6,35;1;1;1;1;0;0;-5734,35129256146;-0,396181754767895;
6,4;6,4;1;1;1;1;0;0;-5735,34505097829;-0,400433801114559;
6,45;6,45;1;1;1;1;0;0;-5736,39692392242;-0,40458906441927;
6,5;6,5;1;1;1;1;0;0;-5737,17789376236;-0,408646240830421;
6,55;6,55;1;1;1;1;0;0;-5737,9990967366;-0,411556214094162;
6,6;6,6;1;1;1;1;0;0;-5738,89137824806;-0,415286049246788;
6,65;6,65;1;1;1;1;0;0;-5739,83015138137;-0,420445911586285;
6,7;6,7;1;1;1;1;0;0;-5741,27094462359;-0,423933528363705;
6,75;6,75;1;1;1;1;0;0;-5742,18423677185;-0,428180508315563;
6,8;6,8;1;1;1;1;0;0;-5742,96520661179;-0,431772544980049;
6,85;6,85;1;1;1;1;0;0;-5743,74617645174;-0,436079613864422;
6,9;6,9;1;1;1;1;0;0;-5744,69478435121;-0,43961588293314;
6,95;6,95;1;1;1;1;0;0;-5745,81058327537;-0,442859083414078;
7;7;1;1;1;1;0;0;-5746,64072694611;-0,447983741760254;
7,05;7,05;1;1;1;1;0;0;-5747,67337739274;-0,453096590936184;
7,1;7,1;1;1;1;1;0;0;-5749,01224669477;-0,457126535475254;
7,15;7,15;1;1;1;1;0;0;-5750,09541207668;-0,461126565933228;
7,2;7,2;1;1;1;1;0;0;-5750,88621668278;-0,464936569333076;
7,25;7,25;1;1;1;1;0;0;-5751,66718652273;-0,46948254108429;
7,3;7,3;1;1;1;1;0;0;-5752,58450198442;-0,471870265901089;
7,35;7,35;1;1;1;1;0;0;-5753,58898923706;-0,476546101272106;
7,4;7,4;1;1;1;1;0;0;-5754,50809283805;-0,479871034622192;
7,45;7,45;1;1;1;1;0;0;-5755,66859524475;-0,486669540405273;
7,5;7,5;1;1;1;1;0;0;-5757,15677417845;-0,491570048034191;
7,55;7,55;1;1;1;1;0;0;-5758,13578044605;-0,495381876826286;
7,6;7,6;1;1;1;1;0;0;-5758,86668238555;-0,497457534074783;
7,65;7,65;1;1;1;1;0;0;-5759,35573848452;-0,500500239431858;
7,7;7,7;1;1;1;1;0;0;-5759,80187924026;-0,502688847482204;
7,75;7,75;1;1;1;1;0;0;-5761,14030150746;-0,509766079485416;
7,8;7,8;1;1;1;1;0;0;-5762,91324162493;-0,515096299350262;
7,85;7,85;1;1;1;1;0;0;-5763,29947971406;-0,517855025827885;
7,9;7,9;1;1;1;1;0;0;-5763,71253989272;-0,519913546741009;
7,95;7,95;1;1;1;1;0;0;-5764,55028315549;-0,52384790033102;
8;8;1;1;1;1;0;0;-5765,44301170178;-0,527820251882076;
8,05;8,05;1;1;1;1;0;0;-5766,33574024808;-0,528905056416988;
8,1;8,1;1;1;1;1;0;0;-5767,18555345113;-0,532655864953995;
8,15;8,15;1;1;1;1;0;0;-5767,85476458473;-0,535641983151436;
8,2;8,2;1;1;1;1;0;0;-5768,88428578759;-0,542288944125175;
8,25;8,25;1;1;1;1;0;0;-5770,39794570635;-0,545932911336422;
8,3;8,3;1;1;1;1;0;0;-5771,25893478004;-0,551107451319695;
8,35;8,35;1;1;1;1;0;0;-5772,58796931591;-0,557269863784313;
8,4;8,4;1;1;1;1;0;0;-5773,43062996176;-0,559397041797638;
8,45;8,45;1;1;1;1;0;0;-5773,87945292644;-0,563363879919052;
8,5;8,5;1;1;1;1;0;0;-5774,84862442788;-0,567172653973103;
8,55;8,55;1;1;1;1;0;0;-5775,99616282464;-0,571824945509434;
8,6;8,6;1;1;1;1;0;0;-5777,13744273385;-0,575338415801525;
8,65;8,65;1;1;1;1;0;0;-5777,80710090227;-0,580148957669735;
8,7;8,7;1;1;1;1;0;0;-5778,86299715983;-0,58400422334671;
8,75;8,75;1;1;1;1;0;0;-5780,09010775551;-0,588607601821423;
8,8;8,8;1;1;1;1;0;0;-5781,21574144583;-0,592497140169144;
8,85;8,85;1;1;1;1;0;0;-5782,0481202907;-0,596010945737362;
8,9;8,9;1;1;1;1;0;0;-5782,82953716547;-0,60052901506424;
8,95;8,95;1;1;1;1;0;0;-5783,62123584122;-0,604100115597248;
9;9;1;1;1;1;0;0;-5784,62348791974;-0,608485043048859;
9,05;9,05;1;1;1;1;0;0;-5785,62752813755;-0,612257160246372;
9,1;9,1;1;1;1;1;0;0;-5786,63201539019;-0,616171956062317;
9,15;9,15;1;1;1;1;0;0;-5787,636055608;-0,620938055217266;
9,2;9,2;1;1;1;1;0;0;-5788,64054286064;-0,624638870358467;
9,25;9,25;1;1;1;1;0;0;-5789,64458307846;-0,628985017538071;
9,3;9,3;1;1;1;1;0;0;-5790,63208300773;-0,632721781730652;
9,35;9,35;1;1;1;1;0;0;-5791,41305284768;-0,637423470616341;
9,4;9,4;1;1;1;1;0;0;-5792,19402268762;-0,641117244958878;
9,45;9,45;1;1;1;1;0;0;-5793,15380645773;-0,645028203725815;
9,5;9,5;1;1;1;1;0;0;-5794,35990641661;-0,648841559886932;
9,55;9,55;1;1;1;1;0;0;-5795,02956458504;-0,653449594974518;
9,6;9,6;1;1;1;1;0;0;-5796,11228293212;-0,658164545893669;
9,65;9,65;1;1;1;1;0;0;-5797,45115223415;-0,66263422369957;
9,7;9,7;1;1;1;1;0;0;-5798,43731105895;-0,666640177369118;
9,75;9,75;1;1;1;1;0;0;-5799,21872793372;-0,671583637595177;
9,8;9,8;1;1;1;1;0;0;-5800,20041641026;-0,675600692629814;
9,85;9,85;1;1;1;1;0;0;-5801,31621533442;-0,679113864898682;
9,9;9,9;1;1;1;1;0;0;-5802,43201425858;-0,684467181563377;
9,95;9,95;1;1;1;1;0;0;-5803,54781318274;-0,688489377498627;
10;10;1;1;1;1;0;0;-5804,61577938059;-0,693386793136597;
10,05;10,05;1;1;1;1;0;0;-5805,52549525024;-0,697339549660683;
10,1;10,1;1;1;1;1;0;0;-5806,41822379654;-0,700834691524506;
10,15;10,15;1;1;1;1;0;0;-5807,26267258169;-0,70420429110527;
10,2;10,2;1;1;1;1;0;0;-5808,04364242164;-0,709405243396759;
10,25;10,25;1;1;1;1;0;0;-5809,07182252002;-0,713206082582474;
10,3;10,3;1;1;1;1;0;0;-5810,23858341427;-0,716547593474388;
10,35;10,35;1;1;1;1;0;0;-5810,98781378162;-0,721119344234467;
10,4;10,4;1;1;1;1;0;0;-5811,69144659677;-0,725486874580383;
10,45;10,45;1;1;1;1;0;0;-5812,80098703338;-0,729145780205727;
10,5;10,5;1;1;1;1;0;0;-5813,84660148995;-0,732788294553757;
10,55;10,55;1;1;1;1;0;0;-5814,40584205651;-0,73676735162735;
10,6;10,6;1;1;1;1;0;0;-5815,48274895086;-0,742192938923836;
10,65;10,65;1;1;1;1;0;0;-5816,73757570572;-0,747043639421463;
10,7;10,7;1;1;1;1;0;0;-5818,01073088841;-0,750372782349586;
10,75;10,75;1;1;1;1;0;0;-5818,76666677814;-0,754002407193184;
10,8;10,8;1;1;1;1;0;0;-5819,43632494656;-0,75837068259716;
10,85;10,85;1;1;1;1;0;0;-5820,52753695533;-0,762704312801361;
10,9;10,9;1;1;1;1;0;0;-5821,69072157098;-0,766188949346542;
10,95;10,95;1;1;1;1;0;0;-5822,3603797394;-0,770295187830925;
11;11;1;1;1;1;0;0;-5823,06535365904;-0,772918537259102;
11,05;11,05;1;1;1;1;0;0;-5823,95808220533;-0,776649117469788;
11,1;11,1;1;1;1;1;0;0;-5824,85081075162;-0,778887569904327;
11,15;11,15;1;1;1;1;0;0;-5825,73459860141;-0,781852900981903;
11,2;11,2;1;1;1;1;0;0;-5826,3948690385;-0,786286145448685;
11,25;11,25;1;1;1;1;0;0;-5826,95723884883;-0,790610983967781;
11,3;11,3;1;1;1;1;0;0;-5828,15842142464;-0,794073194265366;
11,35;11,35;1;1;1;1;0;0;-5829,23264611004;-0,797093212604523;
11,4;11,4;1;1;1;1;0;0;-5829,73019587069;-0,802074074745178;
11,45;11,45;1;1;1;1;0;0;-5830,84599479485;-0,805464461445808;
11,5;11,5;1;1;1;1;0;0;-5831,70519572924;-0,807140022516251;
11,55;11,55;1;1;1;1;0;0;-5832,26309519132;-0,812389329075813;
11,6;11,6;1;1;1;1;0;0;-5833,03557136959;-0,814473703503609;
11,65;11,65;1;1;1;1;0;0;-5833,73428680166;-0,816347599029541;
11,7;11,7;1;1;1;1;0;0;-5834,11158419429;-0,819472521543503;
11,75;11,75;1;1;1;1;0;0;-5835,31544897905;-0,824727416038513;
11,8;11,8;1;1;1;1;0;0;-5836,63509578359;-0,832634195685387;
11,85;11,85;1;1;1;1;0;0;-5838,37272014986;-0,837887972593308;
11,9;11,9;1;1;1;1;0;0;-5839,33205688513;-0,843541696667671;
11,95;11,95;1;1;1;1;0;0;-5840,2243383966;-0,847804844379425;
12;12;1;1;1;1;0;0;-5841,15372379857;-0,851946622133255;
12,05;12,05;1;1;1;1;0;0;-5842,26952272273;-0,856868103146553;
12,1;12,1;1;1;1;1;0;0;-5843,38532164689;-0,861797705292702;
12,15;12,15;1;1;1;1;0;0;-5844,50112057105;-0,866717174649239;
12,2;12,2;1;1;1;1;0;0;-5845,61691949521;-0,871458947658539;
12,25;12,25;1;1;1;1;0;0;-5846,73271841937;-0,875623896718025;
12,3;12,3;1;1;1;1;0;0;-5847,84851734353;-0,879850909113884;
12,35;12,35;1;1;1;1;0;0;-5848,96431626769;-0,885640606284142;
12,4;12,4;1;1;1;1;0;0;-5850,08011519185;-0,88923878967762;
12,45;12,45;1;1;1;1;0;0;-5851,02514681272;-0,893062055110931;
12,5;12,5;1;1;1;1;0;0;-5851,71402747863;-0,897600874304771;
12,55;12,55;1;1;1;1;0;0;-5852,62508445277;-0,902243331074715;
12,6;12,6;1;1;1;1;0;0;-5854,00061061048;-0,906307175755501;
12,65;12,65;1;1;1;1;0;0;-5854,84729456975;-0,911024212837219;
12,7;12,7;1;1;1;1;0;0;-5855,6282644097;-0,913735330104828;
12,75;12,75;1;1;1;1;0;0;-5856,40923424965;-0,918813571333885;
12,8;12,8;1;1;1;1;0;0;-5857,36275953219;-0,923103168606758;
12,85;12,85;1;1;1;1;0;0;-5858,47855845635;-0,926850587129593;
12,9;12,9;1;1;1;1;0;0;-5859,59435738051;-0,931678414344788;
12,95;12,95;1;1;1;1;0;0;-5860,55324708096;-0,935012996196747;
13;13;1;1;1;1;0;0;-5861,44597562726;-0,939111188054085;
13,05;13,05;1;1;1;1;0;0;-5862,26181418358;-0,943276360630989;
13,1;13,1;1;1;1;1;0;0;-5863,23858527705;-0,948323383927345;
13,15;13,15;1;1;1;1;0;0;-5864,46748401203;-0,952006578445435;
13,2;13,2;1;1;1;1;0;0;-5865,20956182217;-0,9553162753582;
13,25;13,25;1;1;1;1;0;0;-5865,87877295577;-0,959246531128883;
13,3;13,3;1;1;1;1;0;0;-5866,74870272597;-0,963451117277145;
13,35;13,35;1;1;1;1;0;0;-5867,75318997861;-0,968928039073944;
13,4;13,4;1;1;1;1;0;0;-5868,75723019642;-0,972700715065002;
13,45;13,45;1;1;1;1;0;0;-5869,831007847;-0,976773202419281;
13,5;13,5;1;1;1;1;0;0;-5870,94680677116;-0,980102941393852;
13,55;13,55;1;1;1;1;0;0;-5871,8350649692;-0,983719751238823;
13,6;13,6;1;1;1;1;0;0;-5872,61603480914;-0,988095328211784;
13,65;13,65;1;1;1;1;0;0;-5873,39700464909;-0,991668030619621;
13,7;13,7;1;1;1;1;0;0;-5874,33488371275;-0,997148379683495;
13,75;13,75;1;1;1;1;0;0;-5875,56199430843;-1,00115418434143;
13,8;13,8;1;1;1;1;0;0;-5876,44354698408;-1,00450843572617;
13,85;13,85;1;1;1;1;0;0;-5877,00144644617;-1,00739017128944;
13,9;13,9;1;1;1;1;0;0;-5877,78643959954;-1,01155802607536;
13,95;13,95;1;1;1;1;0;0;-5879,12575593639;-1,01491495966911;
14;14;1;1;1;1;0;0;-5879,94248856237;-1,01802252233028;
14,05;14,05;1;1;1;1;0;0;-5880,61169969597;-1,02325737476349;
14,1;14,1;1;1;1;1;0;0;-5881,34260163548;-1,02630011737347;
14,15;14,15;1;1;1;1;0;0;-5882,34664185329;-1,02858386933804;
14,2;14,2;1;1;1;1;0;0;-5882,81245214134;-1,03170715272427;
14,25;14,25;1;1;1;1;0;0;-5883,23937039958;-1,03474222123623;
14,3;14,3;1;1;1;1;0;0;-5884,17724946324;-1,03939406573772;
14,35;14,35;1;1;1;1;0;0;-5885,47365045685;-1,04515165090561;
14,4;14,4;1;1;1;1;0;0;-5886,71148988834;-1,04891829192638;
14,45;14,45;1;1;1;1;0;0;-5887,49290676312;-1,05082392692566;
14,5;14,5;1;1;1;1;0;0;-5888,23543160808;-1,05449102818966;
14,55;14,55;1;1;1;1;0;0;-5888,85055152781;-1,05737298727036;
14,6;14,6;1;1;1;1;0;0;-5889,40845098989;-1,06136485934258;
14,65;14,65;1;1;1;1;0;0;-5890,56224787421;-1,06507137417793;
14,7;14,7;1;1;1;1;0;0;-5891,55332408209;-1,06980107724667;
14,75;14,75;1;1;1;1;0;0;-5892,94002611043;-1,07804626226425;
14,8;14,8;1;1;1;1;0;0;-5894,66602757124;-1,08380004763603;
14,85;14,85;1;1;1;1;0;0;-5895,61240029658;-1,09020449221134;
14,9;14,9;1;1;1;1;0;0;-5896,88332030515;-1,09685502946377;
14,95;14,95;1;1;1;1;0;0;-5898,22844809473;-1,10023453831673;
15;15;1;1;1;1;0;0;-5898,78634755681;-1,10422931611538;
15,05;15,05;1;1;1;1;0;0;-5899,853419685;-1,10923148691654;
15,1;15,1;1;1;1;1;0;0;-5901,19228898703;-1,11404873430729;
15,15;15,15;1;1;1;1;0;0;-5902,19767030932;-1,11781463027;
15,2;15,2;1;1;1;1;0;0;-5902,97864014927;-1,12236849963665;
15,25;15,25;1;1;1;1;0;0;-5903,75960998921;-1,12682722508907;
15,3;15,3;1;1;1;1;0;0;-5904,83159950049;-1,13142088055611;
15,35;15,35;1;1;1;1;0;0;-5906,17091583734;-1,13496661186218;
15,4;15,4;1;1;1;1;0;0;-5907,10700676169;-1,14019848406315;
15,45;15,45;1;1;1;1;0;0;-5907,99973530799;-1,14435940980911;
15,5;15,5;1;1;1;1;0;0;-5908,89246385428;-1,14714115858078;
15,55;15,55;1;1;1;1;0;0;-5909,78519240057;-1,15094356238842;
15,6;15,6;1;1;1;1;0;0;-5910,67747391204;-1,15511611104012;
15,65;15,65;1;1;1;1;0;0;-5911,57601391106;-1,16020016372204;
15,7;15,7;1;1;1;1;0;0;-5912,68197806906;-1,16442330181599;
15,75;15,75;1;1;1;1;0;0;-5913,3958926852;-1,16877622902393;
15,8;15,8;1;1;1;1;0;0;-5914,71643355939;-1,17347091436386;
15,85;15,85;1;1;1;1;0;0;-5915,74997807568;-1,17659240961075;
15,9;15,9;1;1;1;1;0;0;-5916,41963624411;-1,18100397288799;
15,95;15,95;1;1;1;1;0;0;-5917,08884737771;-1,18543013930321;
16;16;1;1;1;1;0;0;-5917,92033215292;-1,18905186653137;
16,05;16,05;1;1;1;1;0;0;-5918,89620917674;-1,19383133947849;
16,1;16,1;1;1;1;1;0;0;-5920,137177852;-1,19855418801308;
16,15;16,15;1;1;1;1;0;0;-5921,47649418886;-1,20215810835361;
16,2;16,2;1;1;1;1;0;0;-5922,32094297401;-1,20506078004837;
16,25;16,25;1;1;1;1;0;0;-5922,99015410761;-1,20987623929977;
16,3;16,3;1;1;1;1;0;0;-5923,66562372876;-1,21388368308544;
16,35;16,35;1;1;1;1;0;0;-5924,75951794648;-1,21701620519161;
16,4;16,4;1;1;1;1;0;0;-5925,59949638338;-1,22009940445423;
16,45;16,45;1;1;1;1;0;0;-5926,16499543749;-1,22487463057041;
16,5;16,5;1;1;1;1;0;0;-5927,45916125698;-1,2293802946806;
16,55;16,55;1;1;1;1;0;0;-5928,5566317533;-1,23247541487217;
16,6;16,6;1;1;1;1;0;0;-5929,2540060809;-1,23562932014465;
16,65;16,65;1;1;1;1;0;0;-5929,9232172145;-1,24136559665203;
16,7;16,7;1;1;1;1;0;0;-5931,08014334259;-1,24519921839237;
16,75;16,75;1;1;1;1;0;0;-5932,21427069459;-1,24988354742527;
16,8;16,8;1;1;1;1;0;0;-5933,04441436533;-1,25305503606796;
16,85;16,85;1;1;1;1;0;0;-5933,82538420528;-1,25678613781929;
16,9;16,9;1;1;1;1;0;0;-5934,60635404523;-1,25882565975189;
16,95;16,95;1;1;1;1;0;0;-5935,19778111921;-1,26099690794945;
17;17;1;1;1;1;0;0;-5935,6466040839;-1,26408770680428;
17,05;17,05;1;1;1;1;0;0;-5936,23803115788;-1,26811385154724;
17,1;17,1;1;1;1;1;0;0;-5937,3372897935;-1,27387344837189;
17,15;17,15;1;1;1;1;0;0;-5938,56440038918;-1,27708569169044;
17,2;17,2;1;1;1;1;0;0;-5939,55324142293;-1,27984568476677;
17,25;17,25;1;1;1;1;0;0;-5939,8044749948;-1,2808384001255;
17,3;17,3;1;1;1;1;0;0;-5940,03290979057;-1,28409489989281;
17,35;17,35;1;1;1;1;0;0;-5941,44464576914;-1,29188910126686;
17,4;17,4;1;1;1;1;0;0;-5943,53319247333;-1,30236104130745;
17,45;17,45;1;1;1;1;0;0;-5945,21002010335;-1,30775332450867;
17,5;17,5;1;1;1;1;0;0;-5946,13001777399;-1,31401613354683;
17,55;17,55;1;1;1;1;0;0;-5947,11438845949;-1,31797924637794;
17,6;17,6;1;1;1;1;0;0;-5948,11887571213;-1,32278382778168;
