"Temps total (s)";"Temps de cycle écoulé (s)";"Nombre total de cycles";"Cycles écoulés";"Etape";"Boucle 1";"Nombre total de cycles(Forme d'onde Linear)";"Nombre total de cycles(Forme d'onde Rotary)";"Pos (µm)";"Effort_5N (N)";
2,9;2,9;1;1;1;1;0;0;-13716,4178270373;-0,131662050262094;
2,95;2,95;1;1;1;1;0;0;-13717,0338410267;-0,133960181847215;
3;3;1;1;1;1;0;0;-13717,4361723696;-0,135339880362153;
3,05;3,05;1;1;1;1;0;0;-13717,6596897823;-0,137189794331789;
3,1;3,1;1;1;1;1;0;0;-13717,883207195;-0,139118824154139;
3,15;3,15;1;1;1;1;0;0;-13718,105830538;-0,140776289626956;
3,2;3,2;1;1;1;1;0;0;-13718,3293479507;-0,142614198848605;
3,25;3,25;1;1;1;1;0;0;-13718,5466068758;-0,143482023850083;
3,3;3,3;1;1;1;1;0;0;-13718,5466068758;-0,14533000998199;
3,35;3,35;1;1;1;1;0;0;-13718,5466068758;-0,146878212690353;
3,4;3,4;1;1;1;1;0;0;-13718,8935059003;-0,149090513586998;
3,45;3,45;1;1;1;1;0;0;-13719,5631640687;-0,150914704427123;
3,5;3,5;1;1;1;1;0;0;-13720,2319281675;-0,153085170313716;
3,55;3,55;1;1;1;1;0;0;-13720,9015863359;-0,154640134423971;
3,6;3,6;1;1;1;1;0;0;-13721,4407103354;-0,155985066667199;
3,65;3,65;1;1;1;1;0;0;-13721,6642277481;-0,157817844301462;
3,7;3,7;1;1;1;1;0;0;-13721,8868510911;-0,15933571383357;
3,75;3,75;1;1;1;1;0;0;-13722,1103685038;-0,160906817764044;
3,8;3,8;1;1;1;1;0;0;-13722,3338859165;-0,162177011370659;
3,85;3,85;1;1;1;1;0;0;-13722,5565092595;-0,163993705064058;
3,9;3,9;1;1;1;1;0;0;-13722,6119415779;-0,165905635803938;
3,95;3,95;1;1;1;1;0;0;-13722,6119415779;-0,167611315846443;
4;4;1;1;1;1;0;0;-13722,849764105;-0,169474594295025;
4,05;4,05;1;1;1;1;0;0;-13723,2959048607;-0,170722883194685;
4,1;4,1;1;1;1;1;0;0;-13723,7420456164;-0,17181908711791;
4,15;4,15;1;1;1;1;0;0;-13724,1881863722;-0,172944329679012;
4,2;4,2;1;1;1;1;0;0;-13724,6352211976;-0,174914430826902;
4,25;4,25;1;1;1;1;0;0;-13725,0813619533;-0,175896510481834;
4,3;4,3;1;1;1;1;0;0;-13725,527502709;-0,176569130271673;
4,35;4,35;1;1;1;1;0;0;-13725,9736434648;-0,177371725440025;
4,4;4,4;1;1;1;1;0;0;-13726,0558978726;-0,178706757724285;
4,45;4,45;1;1;1;1;0;0;-13726,0558978726;-0,179989095777273;
4,5;4,5;1;1;1;1;0;0;-13726,0558978726;-0,181178227066994;
4,55;4,55;1;1;1;1;0;0;-13726,0558978726;-0,182809066027403;
4,6;4,6;1;1;1;1;0;0;-13726,259745753;-0,18341576680541;
4,65;4,65;1;1;1;1;0;0;-13726,9285098518;-0,184839349240065;
4,7;4,7;1;1;1;1;0;0;-13727,5981680202;-0,190257653594017;
4,75;4,75;1;1;1;1;0;0;-13727,8485075224;-0,194003153592348;
4,8;4,8;1;1;1;1;0;0;-13728,0711308655;-0,196664594113827;
4,85;4,85;1;1;1;1;0;0;-13728,5512462679;-0,198288876563311;
4,9;4,9;1;1;1;1;0;0;-13729,2200103667;-0,201156288385391;
4,95;4,95;1;1;1;1;0;0;-13729,8896685351;-0,203289296478033;
5;5;1;1;1;1;0;0;-13730,5593267036;-0,205680932849646;
5,05;5,05;1;1;1;1;0;0;-13730,9911623449;-0,207065586000681;
5,1;5,1;1;1;1;1;0;0;-13731,2146797576;-0,20884707570076;
5,15;5,15;1;1;1;1;0;0;-13731,4373031006;-0,210957415401936;
5,2;5,2;1;1;1;1;0;0;-13731,6608205133;-0,213173627853394;
5,25;5,25;1;1;1;1;0;0;-13731,884337926;-0,215515401214361;
5,3;5,3;1;1;1;1;0;0;-13732,106961269;-0,217141229659319;
5,35;5,35;1;1;1;1;0;0;-13732,3304786817;-0,218578688800335;
5,4;5,4;1;1;1;1;0;0;-13732,5531020248;-0,221650134772062;
5,45;5,45;1;1;1;1;0;0;-13732,8856959349;-0,223516263067722;
5,5;5,5;1;1;1;1;0;0;-13733,3318366906;-0,22488797083497;
5,55;5,55;1;1;1;1;0;0;-13733,7779774463;-0,226475819945335;
5,6;5,6;1;1;1;1;0;0;-13734,2241182021;-0,22837920114398;
5,65;5,65;1;1;1;1;0;0;-13734,6711530274;-0,230317674577236;
5,7;5,7;1;1;1;1;0;0;-13735,1172937832;-0,232148487120867;
5,75;5,75;1;1;1;1;0;0;-13735,5634345389;-0,234405230730772;
5,8;5,8;1;1;1;1;0;0;-13735,8861936828;-0,236080568283796;
5,85;5,85;1;1;1;1;0;0;-13736,1097110955;-0,238123442977667;
5,9;5,9;1;1;1;1;0;0;-13736,3332285082;-0,239965729415417;
5,95;5,95;1;1;1;1;0;0;-13736,5558518513;-0,242508854717016;
6;6;1;1;1;1;0;0;-13736,779369264;-0,244856663048267;
6,05;6,05;1;1;1;1;0;0;-13737,2693194326;-0,246110558509827;
6,1;6,1;1;1;1;1;0;0;-13737,938977601;-0,247863009572029;
6,15;6,15;1;1;1;1;0;0;-13738,5934365854;-0,250252690166235;
6,2;6,2;1;1;1;1;0;0;-13738,8241065553;-0,252082198858261;
6,25;6,25;1;1;1;1;0;0;-13739,047623968;-0,253367573022842;
6,3;6,3;1;1;1;1;0;0;-13739,270247311;-0,255669225007296;
6,35;6,35;1;1;1;1;0;0;-13739,4937647237;-0,258532669395208;
6,4;6,4;1;1;1;1;0;0;-13739,6976126041;-0,260196924209595;
6,45;6,45;1;1;1;1;0;0;-13739,6976126041;-0,262358151376247;
6,5;6,5;1;1;1;1;0;0;-13739,6976126041;-0,264623705297709;
6,55;6,55;1;1;1;1;0;0;-13740,0784862753;-0,266705751419067;
6,6;6,6;1;1;1;1;0;0;-13740,524627031;-0,268425159156322;
6,65;6,65;1;1;1;1;0;0;-13740,9707677868;-0,270741190761328;
6,7;6,7;1;1;1;1;0;0;-13741,4169085425;-0,272869877517223;
6,75;6,75;1;1;1;1;0;0;-13741,8639433679;-0,274579674005508;
6,8;6,8;1;1;1;1;0;0;-13742,3100841236;-0,277111884206533;
6,85;6,85;1;1;1;1;0;0;-13742,7562248794;-0,278702657669783;
6,9;6,9;1;1;1;1;0;0;-13743,2023656351;-0,280722714960575;
6,95;6,95;1;1;1;1;0;0;-13743,6485063908;-0,282394606620073;
7;7;1;1;1;1;0;0;-13744,0830242411;-0,284417308866978;
7,05;7,05;1;1;1;1;0;0;-13744,3056475841;-0,287368800491095;
7,1;7,1;1;1;1;1;0;0;-13744,5291649968;-0,289499517530203;
7,15;7,15;1;1;1;1;0;0;-13744,7517883399;-0,291309338063002;
7,2;7,2;1;1;1;1;0;0;-13744,9753057526;-0,293049439787865;
7,25;7,25;1;1;1;1;0;0;-13745,1988231653;-0,295763909816742;
7,3;7,3;1;1;1;1;0;0;-13745,4214465083;-0,297905448824167;
7,35;7,35;1;1;1;1;0;0;-13745,644963921;-0,300174187868834;
7,4;7,4;1;1;1;1;0;0;-13745,9337484182;-0,301805883646011;
7,45;7,45;1;1;1;1;0;0;-13746,3807832436;-0,303825829178095;
7,5;7,5;1;1;1;1;0;0;-13746,8269239993;-0,305977184325457;
7,55;7,55;1;1;1;1;0;0;-13747,273064755;-0,308246295899153;
7,6;7,6;1;1;1;1;0;0;-13747,7192055108;-0,310692396014929;
7,65;7,65;1;1;1;1;0;0;-13748,1653462665;-0,312770903110504;
7,7;7,7;1;1;1;1;0;0;-13748,6123810919;-0,314794071018696;
7,75;7,75;1;1;1;1;0;0;-13749,0585218476;-0,317026935517788;
7,8;7,8;1;1;1;1;0;0;-13749,3946920363;-0,319616161286831;
7,85;7,85;1;1;1;1;0;0;-13749,618209449;-0,321527943015099;
7,9;7,9;1;1;1;1;0;0;-13749,840832792;-0,323558002710342;
7,95;7,95;1;1;1;1;0;0;-13750,0643502047;-0,325697772204876;
8;8;1;1;1;1;0;0;-13750,2869735478;-0,327580161392689;
8,05;8,05;1;1;1;1;0;0;-13750,5104909605;-0,330608077347279;
8,1;8,1;1;1;1;1;0;0;-13750,7340083732;-0,333099588751793;
8,15;8,15;1;1;1;1;0;0;-13750,9754071789;-0,334667526185513;
8,2;8,2;1;1;1;1;0;0;-13751,4215479346;-0,336766205728054;
8,25;8,25;1;1;1;1;0;0;-13751,86858276;-0,338562540709972;
8,3;8,3;1;1;1;1;0;0;-13752,3147235157;-0,340512730181217;
8,35;8,35;1;1;1;1;0;0;-13752,7608642715;-0,34322913736105;
8,4;8,4;1;1;1;1;0;0;-13753,2070050272;-0,345584154129028;
8,45;8,45;1;1;1;1;0;0;-13753,6531457829;-0,348244719207287;
8,5;8,5;1;1;1;1;0;0;-13754,1001806083;-0,350392311811447;
8,55;8,55;1;1;1;1;0;0;-13754,3308505782;-0,3530503064394;
8,6;8,6;1;1;1;1;0;0;-13754,5543679909;-0,354836992919445;
8,65;8,65;1;1;1;1;0;0;-13754,7769913339;-0,357263833284378;
8,7;8,7;1;1;1;1;0;0;-13755,0005087466;-0,359466969966888;
8,75;8,75;1;1;1;1;0;0;-13755,2240261593;-0,361561588943005;
8,8;8,8;1;1;1;1;0;0;-13755,4466495024;-0,363728366792202;
8,85;8,85;1;1;1;1;0;0;-13755,7729849249;-0,365767516195774;
8,9;8,9;1;1;1;1;0;0;-13756,2191256806;-0,367947742342949;
8,95;8,95;1;1;1;1;0;0;-13756,6652664364;-0,370112583041191;
9;9;1;1;1;1;0;0;-13757,1114071921;-0,372737310826778;
9,05;9,05;1;1;1;1;0;0;-13757,5575479478;-0,374819301068783;
9,1;9,1;1;1;1;1;0;0;-13758,0045827732;-0,377289019525051;
9,15;9,15;1;1;1;1;0;0;-13758,450723529;-0,379248522222042;
9,2;9,2;1;1;1;1;0;0;-13758,7171562849;-0,381966382265091;
9,25;9,25;1;1;1;1;0;0;-13758,9406736976;-0,38416925817728;
9,3;9,3;1;1;1;1;0;0;-13759,1641911103;-0,385851748287678;
9,35;9,35;1;1;1;1;0;0;-13759,3868144533;-0,388079024851322;
9,4;9,4;1;1;1;1;0;0;-13759,610331866;-0,390245355665684;
9,45;9,45;1;1;1;1;0;0;-13759,832955209;-0,392340682446957;
9,5;9,5;1;1;1;1;0;0;-13760,0564726217;-0,395488888025284;
9,55;9,55;1;1;1;1;0;0;-13760,3828080443;-0,398407094180584;
9,6;9,6;1;1;1;1;0;0;-13760,8298428697;-0,400485433638096;
9,65;9,65;1;1;1;1;0;0;-13761,2759836254;-0,402615778148174;
9,7;9,7;1;1;1;1;0;0;-13761,7221243811;-0,405256301164627;
9,75;9,75;1;1;1;1;0;0;-13762,1682651369;-0,407127812504768;
9,8;9,8;1;1;1;1;0;0;-13762,6144058926;-0,409872643649578;
9,85;9,85;1;1;1;1;0;0;-13763,061440718;-0,411764904856682;
9,9;9,9;1;1;1;1;0;0;-13763,5075814737;-0,41331484913826;
9,95;9,95;1;1;1;1;0;0;-13763,9045483986;-0,415815524756908;
10;10;1;1;1;1;0;0;-13764,1280658113;-0,418238565325737;
10,05;10,05;1;1;1;1;0;0;-13764,3506891544;-0,421457998454571;
10,1;10,1;1;1;1;1;0;0;-13764,5742065671;-0,424368493258953;
10,15;10,15;1;1;1;1;0;0;-13764,7968299101;-0,425996072590351;
10,2;10,2;1;1;1;1;0;0;-13765,0203473228;-0,427762381732464;
10,25;10,25;1;1;1;1;0;0;-13765,2438647355;-0,430702306330204;
10,3;10,3;1;1;1;1;0;0;-13765,5746705063;-0,432438924908638;
10,35;10,35;1;1;1;1;0;0;-13766,020811262;-0,434081852436066;
10,4;10,4;1;1;1;1;0;0;-13766,4669520178;-0,436423830688;
10,45;10,45;1;1;1;1;0;0;-13766,9139868431;-0,439417883753777;
10,5;10,5;1;1;1;1;0;0;-13767,3601275989;-0,442361384630203;
10,55;10,55;1;1;1;1;0;0;-13767,8062683546;-0,444834269583225;
10,6;10,6;1;1;1;1;0;0;-13768,0727011105;-0,446457266807556;
10,65;10,65;1;1;1;1;0;0;-13768,2953244536;-0,449560657143593;
10,7;10,7;1;1;1;1;0;0;-13768,5188418663;-0,451472364366055;
10,75;10,75;1;1;1;1;0;0;-13768,7414652093;-0,45444667339325;
10,8;10,8;1;1;1;1;0;0;-13768,964982622;-0,456285998225212;
10,85;10,85;1;1;1;1;0;0;-13769,1885000347;-0,458130314946175;
10,9;10,9;1;1;1;1;0;0;-13769,6096068402;-0,460001304745674;
10,95;10,95;1;1;1;1;0;0;-13770,0557475959;-0,462849363684654;
11;11;1;1;1;1;0;0;-13770,5018883517;-0,465365573763847;
11,05;11,05;1;1;1;1;0;0;-13770,9480291074;-0,468523614108562;
11,1;11,1;1;1;1;1;0;0;-13771,3950639328;-0,470175482332706;
11,15;11,15;1;1;1;1;0;0;-13771,8412046885;-0,472584702074528;
11,2;11,2;1;1;1;1;0;0;-13772,2873454443;-0,475444309413433;
11,25;11,25;1;1;1;1;0;0;-13772,6422910956;-0,477734878659248;
11,3;11,3;1;1;1;1;0;0;-13772,8658085083;-0,480409637093544;
11,35;11,35;1;1;1;1;0;0;-13773,089325921;-0,48248328268528;
11,4;11,4;1;1;1;1;0;0;-13773,311949264;-0,484672077000141;
11,45;11,45;1;1;1;1;0;0;-13773,5354666767;-0,487437024712563;
11,5;11,5;1;1;1;1;0;0;-13773,7580900198;-0,48951119184494;
11,55;11,55;1;1;1;1;0;0;-13773,9816074325;-0,491859279572964;
11,6;11,6;1;1;1;1;0;0;-13774,2051248452;-0,494066663086414;
11,65;11,65;1;1;1;1;0;0;-13774,5412950338;-0,496311634778976;
11,7;11,7;1;1;1;1;0;0;-13774,9874357896;-0,498901903629303;
11,75;11,75;1;1;1;1;0;0;-13775,4335765453;-0,50223458558321;
11,8;11,8;1;1;1;1;0;0;-13775,8806113707;-0,503838919103146;
11,85;11,85;1;1;1;1;0;0;-13776,3267521264;-0,506257973611355;
11,9;11,9;1;1;1;1;0;0;-13776,7728928822;-0,508748255670071;
11,95;11,95;1;1;1;1;0;0;-13776,9284610014;-0,511300228536129;
12;12;1;1;1;1;0;0;-13776,9284610014;-0,514408834278584;
12,05;12,05;1;1;1;1;0;0;-13777,0312790112;-0,516899302601814;
12,1;12,1;1;1;1;1;0;0;-13777,4783138366;-0,518583953380585;
12,15;12,15;1;1;1;1;0;0;-13777,9244545924;-0,521238371729851;
12,2;12,2;1;1;1;1;0;0;-13778,3705953481;-0,522919222712517;
12,25;12,25;1;1;1;1;0;0;-13778,8167361038;-0,525373369455338;
12,3;12,3;1;1;1;1;0;0;-13779,2628768596;-0,5276994779706;
12,35;12,35;1;1;1;1;0;0;-13779,7099116849;-0,53003016859293;
12,4;12,4;1;1;1;1;0;0;-13780,1560524407;-0,532556027173996;
12,45;12,45;1;1;1;1;0;0;-13780,6021931964;-0,536272414028645;
12,5;12,5;1;1;1;1;0;0;-13780,9026005991;-0,538033470511436;
12,55;12,55;1;1;1;1;0;0;-13781,1252239421;-0,540962852537632;
12,6;12,6;1;1;1;1;0;0;-13781,3487413548;-0,543675944209099;
12,65;12,65;1;1;1;1;0;0;-13781,5713646978;-0,546886585652828;
12,7;12,7;1;1;1;1;0;0;-13781,7948821105;-0,549194812774658;
12,75;12,75;1;1;1;1;0;0;-13782,4153664482;-0,550772733986378;
12,8;12,8;1;1;1;1;0;0;-13783,0850246166;-0,553083010017872;
12,85;12,85;1;1;1;1;0;0;-13783,5848095514;-0,555278994143009;
12,9;12,9;1;1;1;1;0;0;-13783,8074328944;-0,558571182191372;
12,95;12,95;1;1;1;1;0;0;-13784,0309503071;-0,561192333698273;
13;13;1;1;1;1;0;0;-13784,2535736502;-0,563615895807743;
13,05;13,05;1;1;1;1;0;0;-13784,4770910628;-0,565803460776806;
13,1;13,1;1;1;1;1;0;0;-13784,7006084755;-0,568932332098484;
13,15;13,15;1;1;1;1;0;0;-13784,9232318186;-0,571807660162449;
13,2;13,2;1;1;1;1;0;0;-13785,1467492313;-0,57385791093111;
13,25;13,25;1;1;1;1;0;0;-13785,3693725743;-0,576193183660507;
13,3;13,3;1;1;1;1;0;0;-13785,6545807929;-0,578282102942467;
13,35;13,35;1;1;1;1;0;0;-13786,1007215486;-0,581646822392941;
13,4;13,4;1;1;1;1;0;0;-13786,5468623044;-0,584040768444538;
13,45;13,45;1;1;1;1;0;0;-13786,9938971298;-0,587083213031292;
13,5;13,5;1;1;1;1;0;0;-13787,4400378855;-0,589516423642635;
13,55;13,55;1;1;1;1;0;0;-13787,8861786412;-0,591887906193733;
13,6;13,6;1;1;1;1;0;0;-13788,332319397;-0,594236254692078;
13,65;13,65;1;1;1;1;0;0;-13788,7784601527;-0,596543252468109;
13,7;13,7;1;1;1;1;0;0;-13789,0368462818;-0,598769709467888;
13,75;13,75;1;1;1;1;0;0;-13789,2603636945;-0,601240731775761;
13,8;13,8;1;1;1;1;0;0;-13789,4829870375;-0,60446634888649;
13,85;13,85;1;1;1;1;0;0;-13789,7065044502;-0,606627315282822;
13,9;13,9;1;1;1;1;0;0;-13789,9291277932;-0,609503537416458;
13,95;13,95;1;1;1;1;0;0;-13790,1526452059;-0,612907186150551;
14;14;1;1;1;1;0;0;-13790,3761626186;-0,615774802863598;
14,05;14,05;1;1;1;1;0;0;-13790,5987859617;-0,620110891759396;
14,1;14,1;1;1;1;1;0;0;-13790,9734011453;-0,624299421906471;
14,15;14,15;1;1;1;1;0;0;-13791,4204359707;-0,625565499067307;
14,2;14,2;1;1;1;1;0;0;-13791,8665767265;-0,627240613102913;
14,25;14,25;1;1;1;1;0;0;-13792,3127174822;-0,628915205597878;
14,3;14,3;1;1;1;1;0;0;-13792,7588582379;-0,63124418258667;
14,35;14,35;1;1;1;1;0;0;-13793,2049989937;-0,633815005421638;
14,4;14,4;1;1;1;1;0;0;-13793,652033819;-0,636511743068695;
14,45;14,45;1;1;1;1;0;0;-13794,0981745748;-0,638657212257385;
14,5;14,5;1;1;1;1;0;0;-13794,5443153305;-0,641742497682571;
14,55;14,55;1;1;1;1;0;0;-13794,7830319273;-0,643858164548874;
14,6;14,6;1;1;1;1;0;0;-13795,0056552703;-0,646776780486107;
14,65;14,65;1;1;1;1;0;0;-13795,229172683;-0,650519207119942;
14,7;14,7;1;1;1;1;0;0;-13795,451796026;-0,652807801961899;
14,75;14,75;1;1;1;1;0;0;-13795,6753134387;-0,655102282762527;
14,8;14,8;1;1;1;1;0;0;-13795,8988308514;-0,658215135335922;
14,85;14,85;1;1;1;1;0;0;-13796,1420177964;-0,660264194011688;
14,9;14,9;1;1;1;1;0;0;-13796,5881585522;-0,663021355867386;
14,95;14,95;1;1;1;1;0;0;-13797,0351933776;-0,665200650691986;
15;15;1;1;1;1;0;0;-13797,4813341333;-0,667770206928253;
15,05;15,05;1;1;1;1;0;0;-13797,927474889;-0,670159161090851;
15,1;15,1;1;1;1;1;0;0;-13798,3736156448;-0,672268271446228;
15,15;15,15;1;1;1;1;0;0;-13798,7786291966;-0,676371902227402;
15,2;15,2;1;1;1;1;0;0;-13799,0021466092;-0,678801015019417;
15,25;15,25;1;1;1;1;0;0;-13799,2256640219;-0,682321190834045;
15,3;15,3;1;1;1;1;0;0;-13799,448287365;-0,68461038172245;
15,35;15,35;1;1;1;1;0;0;-13799,6718047777;-0,68694069981575;
15,4;15,4;1;1;1;1;0;0;-13799,8944281207;-0,689976587891579;
15,45;15,45;1;1;1;1;0;0;-13800,1286743692;-0,691890642046928;
15,5;15,5;1;1;1;1;0;0;-13800,5748151249;-0,694509074091911;
15,55;15,55;1;1;1;1;0;0;-13801,0209558807;-0,697434991598129;
15,6;15,6;1;1;1;1;0;0;-13801,4679907061;-0,700148865580559;
15,65;15,65;1;1;1;1;0;0;-13801,9141314618;-0,702776089310646;
15,7;15,7;1;1;1;1;0;0;-13802,3602722175;-0,70594348013401;
15,75;15,75;1;1;1;1;0;0;-13802,8064129733;-0,709508508443832;
15,8;15,8;1;1;1;1;0;0;-13803,119337351;-0,7122702896595;
15,85;15,85;1;1;1;1;0;0;-13803,3419606941;-0,713888853788376;
15,9;15,9;1;1;1;1;0;0;-13803,5654781068;-0,715912356972694;
15,95;15,95;1;1;1;1;0;0;-13803,7881014498;-0,719268992543221;
16;16;1;1;1;1;0;0;-13804,0116188625;-0,722722932696342;
16,05;16,05;1;1;1;1;0;0;-13804,2351362752;-0,725368410348892;
16,1;16,1;1;1;1;1;0;0;-13804,4577596182;-0,727365538477898;
16,15;16,15;1;1;1;1;0;0;-13804,7447559761;-0,730249062180519;
16,2;16,2;1;1;1;1;0;0;-13805,1908967319;-0,732904225587845;
16,25;16,25;1;1;1;1;0;0;-13805,6370374876;-0,735717713832855;
16,3;16,3;1;1;1;1;0;0;-13806,0831782433;-0,73887974023819;
16,35;16,35;1;1;1;1;0;0;-13806,5293189991;-0,741565600037575;
16,4;16,4;1;1;1;1;0;0;-13806,9763538245;-0,743794292211533;
16,45;16,45;1;1;1;1;0;0;-13807,4224945802;-0,746861398220062;
16,5;16,5;1;1;1;1;0;0;-13807,8686353359;-0,749906226992607;
16,55;16,55;1;1;1;1;0;0;-13808,1288096043;-0,752394646406174;
16,6;16,6;1;1;1;1;0;0;-13808,3514329473;-0,755334049463272;
16,65;16,65;1;1;1;1;0;0;-13808,57495036;-0,757929533720016;
16,7;16,7;1;1;1;1;0;0;-13808,7975737031;-0,760101601481438;
16,75;16,75;1;1;1;1;0;0;-13809,0210911158;-0,763355195522308;
16,8;16,8;1;1;1;1;0;0;-13809,2446085285;-0,765863582491875;
16,85;16,85;1;1;1;1;0;0;-13809,6666094036;-0,76955534517765;
16,9;16,9;1;1;1;1;0;0;-13810,1127501594;-0,772742405533791;
16,95;16,95;1;1;1;1;0;0;-13810,5588909151;-0,774666592478752;
17;17;1;1;1;1;0;0;-13811,0050316708;-0,776602104306221;
17,05;17,05;1;1;1;1;0;0;-13811,4520664962;-0,779806226491928;
17,1;17,1;1;1;1;1;0;0;-13811,8982072519;-0,78329399228096;
17,15;17,15;1;1;1;1;0;0;-13812,2424240675;-0,785775035619736;
17,2;17,2;1;1;1;1;0;0;-13812,4659414802;-0,788687318563461;
17,25;17,25;1;1;1;1;0;0;-13812,6885648232;-0,791103169322014;
17,3;17,3;1;1;1;1;0;0;-13812,9120822359;-0,793606489896774;
17,35;17,35;1;1;1;1;0;0;-13813,1355996486;-0,796333998441696;
17,4;17,4;1;1;1;1;0;0;-13813,3582229916;-0,799133032560349;
17,45;17,45;1;1;1;1;0;0;-13813,5817404043;-0,802025869488716;
17,5;17,5;1;1;1;1;0;0;-13813,8043637474;-0,805298909544945;
17,55;17,55;1;1;1;1;0;0;-13814,2210002046;-0,807896628975868;
17,6;17,6;1;1;1;1;0;0;-13814,6671409604;-0,810838118195534;
17,65;17,65;1;1;1;1;0;0;-13815,1132817161;-0,813551247119904;
