"Temps total (s)";"Temps de cycle écoulé (s)";"Nombre total de cycles";"Cycles écoulés";"Etape";"Boucle 1";"Nombre total de cycles(Forme d'onde Linear)";"Nombre total de cycles(Forme d'onde Rotary)";"Pos (µm)";"Effort_5N (N)";
8,8;8,8;1;1;1;1;0;0;-15959,4436736335;-0,117024276405573;
8,85;8,85;1;1;1;1;0;0;-15959,8907084589;-0,117546077817678;
8,9;8,9;1;1;1;1;0;0;-15960,2787346873;-0,118055809289217;
8,95;8,95;1;1;1;1;0;0;-15960,2787346873;-0,118566891178489;
9;9;1;1;1;1;0;0;-15960,2787346873;-0,119045851752162;
9,05;9,05;1;1;1;1;0;0;-15960,2787346873;-0,119690066203475;
9,1;9,1;1;1;1;1;0;0;-15960,2787346873;-0,120021179318428;
9,15;9,15;1;1;1;1;0;0;-15960,2787346873;-0,120440972968936;
9,2;9,2;1;1;1;1;0;0;-15960,2787346873;-0,121238008141518;
9,25;9,25;1;1;1;1;0;0;-15960,2787346873;-0,121750002726912;
9,3;9,3;1;1;1;1;0;0;-15960,2787346873;-0,122345658019185;
9,35;9,35;1;1;1;1;0;0;-15960,2787346873;-0,122884847223759;
9,4;9,4;1;1;1;1;0;0;-15960,2787346873;-0,12339343316853;
9,45;9,45;1;1;1;1;0;0;-15960,7239813734;-0,123798297718167;
9,5;9,5;1;1;1;1;0;0;-15961,1692280595;-0,12425241060555;
9,55;9,55;1;1;1;1;0;0;-15961,6162628849;-0,124738328158855;
9,6;9,6;1;1;1;1;0;0;-15962,0632977102;-0,125309117138386;
9,65;9,65;1;1;1;1;0;0;-15962,5085443963;-0,125680658966303;
9,7;9,7;1;1;1;1;0;0;-15962,9466385252;-0,126283215358853;
9,75;9,75;1;1;1;1;0;0;-15962,9466385252;-0,126964086666703;
9,8;9,8;1;1;1;1;0;0;-15962,9466385252;-0,12746156193316;
9,85;9,85;1;1;1;1;0;0;-15962,9466385252;-0,128094227984548;
9,9;9,9;1;1;1;1;0;0;-15962,9466385252;-0,128430258482695;
9,95;9,95;1;1;1;1;0;0;-15962,9466385252;-0,128801818937063;
10;10;1;1;1;1;0;0;-15962,9466385252;-0,129192071035504;
10,05;10,05;1;1;1;1;0;0;-15962,9466385252;-0,129865081980824;
10,1;10,1;1;1;1;1;0;0;-15962,9466385252;-0,130154257640243;
10,15;10,15;1;1;1;1;0;0;-15962,9466385252;-0,130512500181794;
10,2;10,2;1;1;1;1;0;0;-15963,0950540872;-0,131283802911639;
10,25;10,25;1;1;1;1;0;0;-15963,5403007733;-0,131642771884799;
10,3;10,3;1;1;1;1;0;0;-15963,9873355987;-0,131732122972608;
10,35;10,35;1;1;1;1;0;0;-15964,4325822848;-0,132128521800041;
10,4;10,4;1;1;1;1;0;0;-15964,8796171102;-0,132508585229516;
10,45;10,45;1;1;1;1;0;0;-15965,3266519355;-0,132931685075164;
10,5;10,5;1;1;1;1;0;0;-15965,5895084129;-0,133341504260898;
10,55;10,55;1;1;1;1;0;0;-15965,5895084129;-0,13396168127656;
10,6;10,6;1;1;1;1;0;0;-15965,5895084129;-0,134466746822;
10,65;10,65;1;1;1;1;0;0;-15965,5895084129;-0,13486216776073;
10,7;10,7;1;1;1;1;0;0;-15965,5895084129;-0,135381137952209;
10,75;10,75;1;1;1;1;0;0;-15965,5895084129;-0,135783758014441;
10,8;10,8;1;1;1;1;0;0;-15965,5895084129;-0,136094279587269;
10,85;10,85;1;1;1;1;0;0;-15965,5895084129;-0,136341620236635;
10,9;10,9;1;1;1;1;0;0;-15965,5895084129;-0,136915147304535;
10,95;10,95;1;1;1;1;0;0;-15965,5895084129;-0,137150920927525;
11;11;1;1;1;1;0;0;-15965,6771272386;-0,13777693733573;
11,05;11,05;1;1;1;1;0;0;-15966,124162064;-0,138200838118792;
11,1;11,1;1;1;1;1;0;0;-15966,5711968894;-0,138332918286324;
11,15;11,15;1;1;1;1;0;0;-15967,0164435755;-0,138814765959978;
11,2;11,2;1;1;1;1;0;0;-15967,4634784009;-0,139066521078348;
11,25;11,25;1;1;1;1;0;0;-15967,908725087;-0,139535637572408;
11,3;11,3;1;1;1;1;0;0;-15968,3110564298;-0,139821181073785;
11,35;11,35;1;1;1;1;0;0;-15968,3110564298;-0,14031290076673;
11,4;11,4;1;1;1;1;0;0;-15968,3110564298;-0,14079219661653;
11,45;11,45;1;1;1;1;0;0;-15968,3110564298;-0,141240051016212;
11,5;11,5;1;1;1;1;0;0;-15968,3110564298;-0,141670908778906;
11,55;11,55;1;1;1;1;0;0;-15968,3110564298;-0,142141068354249;
11,6;11,6;1;1;1;1;0;0;-15968,3110564298;-0,142619023099542;
11,65;11,65;1;1;1;1;0;0;-15968,3110564298;-0,142982183024287;
11,7;11,7;1;1;1;1;0;0;-15968,3110564298;-0,143628343939781;
11,75;11,75;1;1;1;1;0;0;-15968,3110564298;-0,144107332453132;
11,8;11,8;1;1;1;1;0;0;-15968,3110564298;-0,144405495375395;
11,85;11,85;1;1;1;1;0;0;-15968,7563031159;-0,144605860114098;
11,9;11,9;1;1;1;1;0;0;-15969,201549802;-0,145082706585526;
11,95;11,95;1;1;1;1;0;0;-15969,6485846274;-0,145479589700699;
12;12;1;1;1;1;0;0;-15970,0938313134;-0,146145392209291;
12,05;12,05;1;1;1;1;0;0;-15970,5408661388;-0,146860489621758;
12,1;12,1;1;1;1;1;0;0;-15970,9145872528;-0,147172315046191;
12,15;12,15;1;1;1;1;0;0;-15970,9145872528;-0,147266164422035;
12,2;12,2;1;1;1;1;0;0;-15970,9145872528;-0,147999413311481;
12,25;12,25;1;1;1;1;0;0;-15970,9145872528;-0,148556474596262;
12,3;12,3;1;1;1;1;0;0;-15970,9145872528;-0,149393863976002;
12,35;12,35;1;1;1;1;0;0;-15970,9145872528;-0,149752097204328;
12,4;12,4;1;1;1;1;0;0;-15970,9145872528;-0,15014223754406;
12,45;12,45;1;1;1;1;0;0;-15970,9145872528;-0,150471366941929;
12,5;12,5;1;1;1;1;0;0;-15970,9145872528;-0,150914546102285;
12,55;12,55;1;1;1;1;0;0;-15970,9145872528;-0,151252867653966;
12,6;12,6;1;1;1;1;0;0;-15971,241816745;-0,151766901835799;
12,65;12,65;1;1;1;1;0;0;-15971,6888515704;-0,152527168393135;
12,7;12,7;1;1;1;1;0;0;-15972,1358863958;-0,152799319475889;
12,75;12,75;1;1;1;1;0;0;-15972,5811330819;-0,152950584888458;
12,8;12,8;1;1;1;1;0;0;-15973,0281679073;-0,153222046792507;
12,85;12,85;1;1;1;1;0;0;-15973,4734145934;-0,153656676411629;
12,9;12,9;1;1;1;1;0;0;-15973,5038129615;-0,154345482587814;
12,95;12,95;1;1;1;1;0;0;-15973,5038129615;-0,155037809163332;
13;13;1;1;1;1;0;0;-15973,5038129615;-0,155487256124616;
13,05;13,05;1;1;1;1;0;0;-15973,5038129615;-0,15611469745636;
13,1;13,1;1;1;1;1;0;0;-15973,5038129615;-0,156581848859787;
13,15;13,15;1;1;1;1;0;0;-15973,5038129615;-0,157101638615131;
13,2;13,2;1;1;1;1;0;0;-15973,5038129615;-0,15757342800498;
13,25;13,25;1;1;1;1;0;0;-15973,5038129615;-0,157850123941898;
13,3;13,3;1;1;1;1;0;0;-15973,5038129615;-0,158360935747623;
13,35;13,35;1;1;1;1;0;0;-15973,5038129615;-0,159129817038774;
13,4;13,4;1;1;1;1;0;0;-15973,922237558;-0,159658491611481;
13,45;13,45;1;1;1;1;0;0;-15974,3692723834;-0,160156637430191;
13,5;13,5;1;1;1;1;0;0;-15974,8145190695;-0,160506833344698;
13,55;13,55;1;1;1;1;0;0;-15975,2615538949;-0,160951986908913;
13,6;13,6;1;1;1;1;0;0;-15975,706800581;-0,161292664706707;
13,65;13,65;1;1;1;1;0;0;-15976,1270133168;-0,1618866994977;
13,7;13,7;1;1;1;1;0;0;-15976,1270133168;-0,162428878247738;
13,75;13,75;1;1;1;1;0;0;-15976,1270133168;-0,162895638495684;
13,8;13,8;1;1;1;1;0;0;-15976,1270133168;-0,163212195038795;
13,85;13,85;1;1;1;1;0;0;-15976,1270133168;-0,163786429911852;
13,9;13,9;1;1;1;1;0;0;-15976,1270133168;-0,16444681212306;
13,95;13,95;1;1;1;1;0;0;-15976,1270133168;-0,165065750479698;
14;14;1;1;1;1;0;0;-15976,1270133168;-0,16570907086134;
14,05;14,05;1;1;1;1;0;0;-15976,1270133168;-0,166173167526722;
14,1;14,1;1;1;1;1;0;0;-15976,1270133168;-0,166817009449005;
14,15;14,15;1;1;1;1;0;0;-15976,1270133168;-0,167573597282171;
14,2;14,2;1;1;1;1;0;0;-15976,4810648985;-0,16806585714221;
14,25;14,25;1;1;1;1;0;0;-15976,9263115846;-0,168740544468164;
14,3;14,3;1;1;1;1;0;0;-15977,37334641;-0,169348549097776;
14,35;14,35;1;1;1;1;0;0;-15977,8185930961;-0,169790517538786;
14,4;14,4;1;1;1;1;0;0;-15978,2656279215;-0,170520879328251;
14,45;14,45;1;1;1;1;0;0;-15978,7126627469;-0,171080864965916;
14,5;14,5;1;1;1;1;0;0;-15978,8592901696;-0,171843636780977;
14,55;14,55;1;1;1;1;0;0;-15978,8592901696;-0,172510612756014;
14,6;14,6;1;1;1;1;0;0;-15978,8592901696;-0,173095557838678;
14,65;14,65;1;1;1;1;0;0;-15978,8592901696;-0,173686500638723;
14,7;14,7;1;1;1;1;0;0;-15978,8592901696;-0,174092389643192;
14,75;14,75;1;1;1;1;0;0;-15978,8592901696;-0,174770690500736;
14,8;14,8;1;1;1;1;0;0;-15978,8592901696;-0,175330303609371;
14,85;14,85;1;1;1;1;0;0;-15978,8592901696;-0,176079981029034;
14,9;14,9;1;1;1;1;0;0;-15978,8592901696;-0,1765026897192;
14,95;14,95;1;1;1;1;0;0;-15978,8592901696;-0,177569054067135;
15;15;1;1;1;1;0;0;-15979,0327396818;-0,178137198090553;
15,05;15,05;1;1;1;1;0;0;-15979,4797745072;-0,178517065942287;
15,1;15,1;1;1;1;1;0;0;-15979,9268093326;-0,179277993738651;
15,15;15,15;1;1;1;1;0;0;-15980,3720560187;-0,180196203291416;
15,2;15,2;1;1;1;1;0;0;-15980,8190908441;-0,180617794394493;
15,25;15,25;1;1;1;1;0;0;-15981,2643375302;-0,18106821924448;
15,3;15,3;1;1;1;1;0;0;-15981,5575923756;-0,181742329150438;
15,35;15,35;1;1;1;1;0;0;-15981,5575923756;-0,182492025196552;
15,4;15,4;1;1;1;1;0;0;-15981,5575923756;-0,18297491595149;
15,45;15,45;1;1;1;1;0;0;-15981,5575923756;-0,183574538677931;
15,5;15,5;1;1;1;1;0;0;-15981,5575923756;-0,184306465089321;
15,55;15,55;1;1;1;1;0;0;-15981,5575923756;-0,185354817658663;
15,6;15,6;1;1;1;1;0;0;-15981,5575923756;-0,185979213565588;
15,65;15,65;1;1;1;1;0;0;-15981,5575923756;-0,186575017869473;
15,7;15,7;1;1;1;1;0;0;-15981,5575923756;-0,186989475041628;
15,75;15,75;1;1;1;1;0;0;-15981,5575923756;-0,187523066997528;
15,8;15,8;1;1;1;1;0;0;-15981,8401183852;-0,18794285133481;
15,85;15,85;1;1;1;1;0;0;-15982,2853650713;-0,188816450536251;
15,9;15,9;1;1;1;1;0;0;-15982,7323998967;-0,189454462379217;
15,95;15,95;1;1;1;1;0;0;-15983,1794347221;-0,19027316942811;
16;16;1;1;1;1;0;0;-15983,6246814082;-0,191219430416822;
16,05;16,05;1;1;1;1;0;0;-15984,0717162336;-0,191613286733627;
16,1;16,1;1;1;1;1;0;0;-15984,139665527;-0,192190799862146;
16,15;16,15;1;1;1;1;0;0;-15984,139665527;-0,193229392170906;
16,2;16,2;1;1;1;1;0;0;-15984,139665527;-0,194236841052771;
16,25;16,25;1;1;1;1;0;0;-15984,139665527;-0,19490459933877;
16,3;16,3;1;1;1;1;0;0;-15984,139665527;-0,195518601685762;
16,35;16,35;1;1;1;1;0;0;-15984,139665527;-0,195860248059034;
16,4;16,4;1;1;1;1;0;0;-15984,139665527;-0,196168720722198;
16,45;16,45;1;1;1;1;0;0;-15984,139665527;-0,197522863745689;
16,5;16,5;1;1;1;1;0;0;-15984,139665527;-0,198136027902365;
16,55;16,55;1;1;1;1;0;0;-15984,139665527;-0,198691505938768;
16,6;16,6;1;1;1;1;0;0;-15984,5151747804;-0,199301820248365;
16,65;16,65;1;1;1;1;0;0;-15984,9622096057;-0,199654959142208;
16,7;16,7;1;1;1;1;0;0;-15985,4092444311;-0,200488790869713;
16,75;16,75;1;1;1;1;0;0;-15985,8544911172;-0,201387740671635;
16,8;16,8;1;1;1;1;0;0;-15986,3015259426;-0,202011726796627;
16,85;16,85;1;1;1;1;0;0;-15986,7467726287;-0,203045811504126;
16,9;16,9;1;1;1;1;0;0;-15986,7825354147;-0,203611645847559;
16,95;16,95;1;1;1;1;0;0;-15986,7825354147;-0,204266402870417;
17;17;1;1;1;1;0;0;-15986,7825354147;-0,204766131937504;
17,05;17,05;1;1;1;1;0;0;-15986,7825354147;-0,205584038048983;
17,1;17,1;1;1;1;1;0;0;-15986,7825354147;-0,206246543675661;
17,15;17,15;1;1;1;1;0;0;-15986,7825354147;-0,207155235111713;
17,2;17,2;1;1;1;1;0;0;-15986,7825354147;-0,208020806312561;
17,25;17,25;1;1;1;1;0;0;-15986,7825354147;-0,209018625319004;
17,3;17,3;1;1;1;1;0;0;-15986,7825354147;-0,209508128464222;
17,35;17,35;1;1;1;1;0;0;-15986,7825354147;-0,210055708885193;
17,4;17,4;1;1;1;1;0;0;-15987,1616209466;-0,210612285882235;
17,45;17,45;1;1;1;1;0;0;-15987,608655772;-0,211464278399944;
17,5;17,5;1;1;1;1;0;0;-15988,0539024581;-0,212456323206425;
