Temps total (s),Temps de cycle écoulé (s),Nombre total de cycles,Cycles écoulés,Etape,Nombre total de cycles(Forme d'onde Linear),Nombre total de cycles(Forme d'onde Rotary),Pos (ľm),Effort_5N (N)
"44,279","11,511",1,1,1,0,0,"11347,59191","0,011845781"
"44,28","11,512",1,1,1,0,0,"11347,59191","-0,129689565"
"44,281","11,513",1,1,1,0,0,"11347,57224","-0,275945626"
"44,282","11,514",1,1,1,0,0,"11347,54452","-0,408974513"
"44,283","11,515",1,1,1,0,0,"11347,5329","-0,512137525"
"44,284","11,516",1,1,1,0,0,"11347,53648","-0,572606027"
"44,285","11,517",1,1,1,0,0,"11347,54452","-0,583270229"
"44,286","11,518",1,1,1,0,0,"11347,54721","-0,543458946"
"44,287","11,519",1,1,1,0,0,"11347,5338","-0,458588414"
"44,288","11,52",1,1,1,0,0,"11347,5177","-0,339237303"
"44,289","11,521",1,1,1,0,0,"11347,50697","-0,200137701"
"44,29","11,522",1,1,1,0,0,"11347,52396","-0,058688358"
"44,291","11,523",1,1,1,0,0,"11347,56151","0,067616249"
"44,292","11,524",1,1,1,0,0,"11347,59727","0,163376499"
"44,293","11,525",1,1,1,0,0,"11347,60622","0,216965042"
"44,294","11,526",1,1,1,0,0,"11347,58565","0,221914612"
"44,295","11,527",1,1,1,0,0,"11347,55347","0,177930146"
"44,296","11,528",1,1,1,0,0,"11347,5338","0,091130333"
"44,297","11,529",1,1,1,0,0,"11347,53737","-0,027304734"
"44,298","11,53",1,1,1,0,0,"11347,55704","-0,162840299"
"44,299","11,531",1,1,1,0,0,"11347,57224","-0,298909377"
"44,3","11,532",1,1,1,0,0,"11347,56509","-0,41863624"
"44,301","11,533",1,1,1,0,0,"11347,53916","-0,507122017"
"44,302","11,534",1,1,1,0,0,"11347,51591","-0,553612411"
"44,303","11,535",1,1,1,0,0,"11347,51234","-0,552766174"
"44,304","11,536",1,1,1,0,0,"11347,52843","-0,505042449"
"44,305","11,537",1,1,1,0,0,"11347,55347","-0,416692793"
"44,306","11,538",1,1,1,0,0,"11347,58208","-0,298959482"
"44,307","11,539",1,1,1,0,0,"11347,60174","-0,166570824"
"44,308","11,54",1,1,1,0,0,"11347,60085","-0,035911431"
"44,309","11,541",1,1,1,0,0,"11347,57671","0,076892325"
"44,31","11,542",1,1,1,0,0,"11347,54095","0,157910213"
"44,311","11,543",1,1,1,0,0,"11347,51591","0,197272711"
"44,312","11,544",1,1,1,0,0,"11347,51234","0,190372057"
"44,313","11,545",1,1,1,0,0,"11347,52038","0,138568208"
"44,314","11,546",1,1,1,0,0,"11347,52843","0,048689693"
"44,315","11,547",1,1,1,0,0,"11347,52754","-0,068050097"
"44,316","11,548",1,1,1,0,0,"11347,52307","-0,19724898"
"44,317","11,549",1,1,1,0,0,"11347,52038","-0,323003754"
"44,318","11,55",1,1,1,0,0,"11347,52038","-0,429818481"
"44,319","11,551",1,1,1,0,0,"11347,52128","-0,504522659"
"44,32","11,552",1,1,1,0,0,"11347,53111","-0,538032316"
"44,321","11,553",1,1,1,0,0,"11347,55347","-0,526476167"
"44,322","11,554",1,1,1,0,0,"11347,58208","-0,471650362"
"44,323","11,555",1,1,1,0,0,"11347,60532","-0,380661786"
"44,324","11,556",1,1,1,0,0,"11347,59727","-0,265058279"
"44,325","11,557",1,1,1,0,0,"11347,55704","-0,139293922"
"44,326","11,558",1,1,1,0,0,"11347,51055","-0,018918002"
"44,327","11,559",1,1,1,0,0,"11347,49088","0,081252176"
"44,328","11,56",1,1,1,0,0,"11347,51055","0,149047123"
"44,329","11,561",1,1,1,0,0,"11347,56419","0,176409557"
"44,33","11,562",1,1,1,0,0,"11347,60622","0,160316974"
"44,331","11,563",1,1,1,0,0,"11347,60711","0,103174355"
"44,332","11,564",1,1,1,0,0,"11347,57224","0,012386404"
"44,333","11,565",1,1,1,0,0,"11347,53648","-0,100613264"
"44,334","11,566",1,1,1,0,0,"11347,5338","-0,221848208"
"44,335","11,567",1,1,1,0,0,"11347,55436","-0,336461961"
"44,336","11,568",1,1,1,0,0,"11347,58029","-0,430443957"
"44,337","11,569",1,1,1,0,0,"11347,58833","-0,492111072"
"44,338","11,57",1,1,1,0,0,"11347,57582","-0,51389534"
"44,339","11,571",1,1,1,0,0,"11347,5481","-0,493402109"
"44,34","11,572",1,1,1,0,0,"11347,52843","-0,433509573"
"44,341","11,573",1,1,1,0,0,"11347,52575","-0,341964178"
"44,342","11,574",1,1,1,0,0,"11347,53022","-0,230313502"
"44,343","11,575",1,1,1,0,0,"11347,5338","-0,112460842"
"44,344","11,576",1,1,1,0,0,"11347,53827","-0,002921368"
"44,345","11,577",1,1,1,0,0,"11347,54184","0,08488467"
"44,346","11,578",1,1,1,0,0,"11347,54631","0,140270954"
"44,347","11,579",1,1,1,0,0,"11347,54989","0,156598147"
"44,348","11,58",1,1,1,0,0,"11347,55436","0,132118231"
"44,349","11,581",1,1,1,0,0,"11347,55794","0,070253117"
"44,35","11,582",1,1,1,0,0,"11347,56241","-0,02103921"
"44,351","11,583",1,1,1,0,0,"11347,56241","-0,130409058"
"44,352","11,584",1,1,1,0,0,"11347,55347","-0,244364627"
"44,353","11,585",1,1,1,0,0,"11347,54095","-0,348965526"
"44,354","11,586",1,1,1,0,0,"11347,5338","-0,431396067"
"44,355","11,587",1,1,1,0,0,"11347,53737","-0,481466167"
"44,356","11,588",1,1,1,0,0,"11347,54095","-0,493171886"
"44,357","11,589",1,1,1,0,0,"11347,54542","-0,465525761"
"44,358","11,59",1,1,1,0,0,"11347,54899","-0,402343981"
"44,359","11,591",1,1,1,0,0,"11347,55347","-0,311648306"
"44,36","11,592",1,1,1,0,0,"11347,55704","-0,204803832"
"44,361","11,593",1,1,1,0,0,"11347,56151","-0,095089329"
"44,362","11,594",1,1,1,0,0,"11347,56598","0,004098765"
"44,363","11,595",1,1,1,0,0,"11347,56956","0,080742473"
"44,364","11,596",1,1,1,0,0,"11347,57403","0,125485789"
"44,365","11,597",1,1,1,0,0,"11347,57045","0,13293393"
"44,366","11,598",1,1,1,0,0,"11347,55347","0,102484887"
"44,367","11,599",1,1,1,0,0,"11347,5329","0,038239821"
"44,368","11,6",1,1,1,0,0,"11347,52128","-0,051664677"
"44,369","11,601",1,1,1,0,0,"11347,52575","-0,155972131"
"44,37","11,602",1,1,1,0,0,"11347,54542","-0,261732358"
"44,371","11,603",1,1,1,0,0,"11347,56598","-0,355957039"
"44,372","11,604",1,1,1,0,0,"11347,57761","-0,427152514"
"44,373","11,605",1,1,1,0,0,"11347,57045","-0,466624387"
"44,374","11,606",1,1,1,0,0,"11347,55794","-0,469612256"
"44,375","11,607",1,1,1,0,0,"11347,5481","-0,4360044"
"44,376","11,608",1,1,1,0,0,"11347,55078","-0,370251946"
"44,377","11,609",1,1,1,0,0,"11347,55883","-0,280728471"
"44,378","11,61",1,1,1,0,0,"11347,56688","-0,178564657"
"44,379","11,611",1,1,1,0,0,"11347,5633","-0,07634894"
"44,38","11,612",1,1,1,0,0,"11347,54721","0,013339026"
"44,381","11,613",1,1,1,0,0,"11347,53111","0,079483055"
"44,382","11,614",1,1,1,0,0,"11347,52307","0,114083532"
"44,383","11,615",1,1,1,0,0,"11347,53469","0,113197835"
"44,384","11,616",1,1,1,0,0,"11347,55883","0,077295178"
"44,385","11,617",1,1,1,0,0,"11347,57045","0,011028261"
"44,386","11,618",1,1,1,0,0,"11347,55525","-0,077287601"
"44,387","11,619",1,1,1,0,0,"11347,52664","-0,176653136"
"44,388","11,62",1,1,1,0,0,"11347,51055","-0,274853744"
"44,389","11,621",1,1,1,0,0,"11347,52396","-0,359921791"
"44,39","11,622",1,1,1,0,0,"11347,55794","-0,421573147"
"44,391","11,623",1,1,1,0,0,"11347,58655","-0,452386364"
"44,392","11,624",1,1,1,0,0,"11347,5937","-0,448725894"
"44,393","11,625",1,1,1,0,0,"11347,57761","-0,411323942"
"44,394","11,626",1,1,1,0,0,"11347,54631","-0,345272422"
"44,395","11,627",1,1,1,0,0,"11347,52217","-0,259047169"
"44,396","11,628",1,1,1,0,0,"11347,51591","-0,16330516"
"44,397","11,629",1,1,1,0,0,"11347,52396","-0,069839358"
"44,398","11,63",1,1,1,0,0,"11347,54542","0,009826086"
"44,399","11,631",1,1,1,0,0,"11347,56956","0,0659568"
"44,4","11,632",1,1,1,0,0,"11347,58923","0,092000272"
"44,401","11,633",1,1,1,0,0,"11347,58476","0,085270023"
"44,402","11,634",1,1,1,0,0,"11347,55704","0,047069113"
"44,403","11,635",1,1,1,0,0,"11347,52754","-0,017590984"
"44,404","11,636",1,1,1,0,0,"11347,52396","-0,100638326"
"44,405","11,637",1,1,1,0,0,"11347,5481","-0,191960968"
"44,406","11,638",1,1,1,0,0,"11347,57761","-0,280397795"
"44,407","11,639",1,1,1,0,0,"11347,58923","-0,355141535"
"44,408","11,64",1,1,1,0,0,"11347,57761","-0,407266542"
"44,409","11,641",1,1,1,0,0,"11347,55078","-0,430591889"
"44,41","11,642",1,1,1,0,0,"11347,5338","-0,422369801"
"44,411","11,643",1,1,1,0,0,"11347,53827","-0,383720249"
"44,412","11,644",1,1,1,0,0,"11347,55704","-0,319559835"
"44,413","11,645",1,1,1,0,0,"11347,56956","-0,238049477"
"44,414","11,646",1,1,1,0,0,"11347,56151","-0,149360783"
"44,415","11,647",1,1,1,0,0,"11347,54184","-0,064426623"
"44,416","11,648",1,1,1,0,0,"11347,53827","0,006370922"
"44,417","11,649",1,1,1,0,0,"11347,54899","0,054513477"
"44,418","11,65",1,1,1,0,0,"11347,56151","0,074437237"
"44,419","11,651",1,1,1,0,0,"11347,56151","0,063998261"
"44,42","11,652",1,1,1,0,0,"11347,55347","0,024691862"
"44,421","11,653",1,1,1,0,0,"11347,54542","-0,038407086"
"44,422","11,654",1,1,1,0,0,"11347,5481","-0,117421625"
"44,423","11,655",1,1,1,0,0,"11347,55615","-0,202665087"
"44,424","11,656",1,1,1,0,0,"11347,55704","-0,28365273"
"44,425","11,657",1,1,1,0,0,"11347,55347","-0,350467004"
"44,426","11,658",1,1,1,0,0,"11347,54631","-0,395016707"
"44,427","11,659",1,1,1,0,0,"11347,5338","-0,412037745"
"44,428","11,66",1,1,1,0,0,"11347,52217","-0,39973937"
"44,429","11,661",1,1,1,0,0,"11347,52217","-0,359826684"
"44,43","11,662",1,1,1,0,0,"11347,54005","-0,297430772"
"44,431","11,663",1,1,1,0,0,"11347,56509","-0,220584199"
"44,432","11,664",1,1,1,0,0,"11347,58386","-0,138879763"
"44,433","11,665",1,1,1,0,0,"11347,58386","-0,062287175"
"44,434","11,666",1,1,1,0,0,"11347,56509","-0,000125524"
"44,435","11,667",1,1,1,0,0,"11347,54184","0,040108715"
"44,436","11,668",1,1,1,0,0,"11347,5329","0,05364975"
"44,437","11,669",1,1,1,0,0,"11347,54274","0,038933377"
"44,438","11,67",1,1,1,0,0,"11347,55525","-0,002087969"
"44,439","11,671",1,1,1,0,0,"11347,56062","-0,064127627"
"44,44","11,672",1,1,1,0,0,"11347,56241","-0,139365168"
"44,441","11,673",1,1,1,0,0,"11347,55704","-0,218433905"
"44,442","11,674",1,1,1,0,0,"11347,54899","-0,291616134"
"44,443","11,675",1,1,1,0,0,"11347,54095","-0,349973813"
"44,444","11,676",1,1,1,0,0,"11347,53827","-0,386382751"
"44,445","11,677",1,1,1,0,0,"11347,5481","-0,396518447"
"44,446","11,678",1,1,1,0,0,"11347,56062","-0,379344597"
"44,447","11,679",1,1,1,0,0,"11347,57313","-0,337076783"
"44,448","11,68",1,1,1,0,0,"11347,57761","-0,274979789"
"44,449","11,681",1,1,1,0,0,"11347,57492","-0,200835206"
"44,45","11,682",1,1,1,0,0,"11347,57045","-0,123873958"
"44,451","11,683",1,1,1,0,0,"11347,56598","-0,053550359"
"44,452","11,684",1,1,1,0,0,"11347,56241","0,001519057"
"44,453","11,685",1,1,1,0,0,"11347,55794","0,034660157"
"44,454","11,686",1,1,1,0,0,"11347,54721","0,041957945"
"44,455","11,687",1,1,1,0,0,"11347,53469","0,02276348"
"44,456","11,688",1,1,1,0,0,"11347,52754","-0,020237579"
"44,457","11,689",1,1,1,0,0,"11347,53648","-0,081570204"
"44,458","11,69",1,1,1,0,0,"11347,54989","-0,153769804"
"44,459","11,691",1,1,1,0,0,"11347,56598","-0,228064712"
"44,46","11,692",1,1,1,0,0,"11347,57403","-0,295260344"
"44,461","11,693",1,1,1,0,0,"11347,5633","-0,347122848"
"44,462","11,694",1,1,1,0,0,"11347,54721","-0,377425812"
"44,463","11,695",1,1,1,0,0,"11347,53558","-0,382570215"
"44,464","11,696",1,1,1,0,0,"11347,54363","-0,36211852"
"44,465","11,697",1,1,1,0,0,"11347,56956","-0,318811946"
"44,466","11,698",1,1,1,0,0,"11347,58833","-0,258055497"
"44,467","11,699",1,1,1,0,0,"11347,57313","-0,18740233"
"44,468","11,7",1,1,1,0,0,"11347,52843","-0,115531487"
"44,469","11,701",1,1,1,0,0,"11347,48194","-0,051160338"
"44,47","11,702",1,1,1,0,0,"11347,47747","-0,002146214"
"44,471","11,703",1,1,1,0,0,"11347,52843","0,025491542"
"44,472","11,704",1,1,1,0,0,"11347,5937","0,028529735"
"44,473","11,705",1,1,1,0,0,"11347,6232","0,006843391"
"44,474","11,706",1,1,1,0,0,"11347,59996","-0,036755335"
"44,475","11,707",1,1,1,0,0,"11347,54274","-0,096846242"
"44,476","11,708",1,1,1,0,0,"11347,49714","-0,165973268"
"44,477","11,709",1,1,1,0,0,"11347,49893","-0,235561561"
"44,478","11,71",1,1,1,0,0,"11347,54184","-0,296976492"
"44,479","11,711",1,1,1,0,0,"11347,59996","-0,342820548"
"44,48","11,712",1,1,1,0,0,"11347,62588","-0,367605761"
"44,481","11,713",1,1,1,0,0,"11347,59638","-0,368409269"
"44,482","11,714",1,1,1,0,0,"11347,5338","-0,345252827"
"44,483","11,715",1,1,1,0,0,"11347,4873","-0,301093012"
"44,484","11,716",1,1,1,0,0,"11347,49535","-0,241421051"
"44,485","11,717",1,1,1,0,0,"11347,55347","-0,173642691"
"44,486","11,718",1,1,1,0,0,"11347,61605","-0,106180077"
"44,487","11,719",1,1,1,0,0,"11347,63661","-0,047393092"
"44,488","11,72",1,1,1,0,0,"11347,59906","-0,0044525"
"44,489","11,721",1,1,1,0,0,"11347,53558","0,017572991"
"44,49","11,722",1,1,1,0,0,"11347,50161","0,016082837"
"44,491","11,723",1,1,1,0,0,"11347,52396","-0,008651833"
"44,492","11,724",1,1,1,0,0,"11347,57939","-0,053398283"
"44,493","11,725",1,1,1,0,0,"11347,62946","-0,112465741"
"44,494","11,726",1,1,1,0,0,"11347,62946","-0,178507324"
"44,495","11,727",1,1,1,0,0,"11347,57761","-0,243461486"
"44,496","11,728",1,1,1,0,0,"11347,51144","-0,299449805"
"44,497","11,729",1,1,1,0,0,"11347,48015","-0,339700915"
"44,498","11,73",1,1,1,0,0,"11347,50608","-0,359407254"
"44,499","11,731",1,1,1,0,0,"11347,55704","-0,356280468"
"44,5","11,732",1,1,1,0,0,"11347,5928","-0,330831073"
"44,501","11,733",1,1,1,0,0,"11347,58923","-0,286324527"
"44,502","11,734",1,1,1,0,0,"11347,55972","-0,228352789"
"44,503","11,735",1,1,1,0,0,"11347,54005","-0,164137725"
"44,504","11,736",1,1,1,0,0,"11347,54721","-0,101636034"
"44,505","11,737",1,1,1,0,0,"11347,57045","-0,048522474"
"44,506","11,738",1,1,1,0,0,"11347,58565","-0,011187424"
"44,507","11,739",1,1,1,0,0,"11347,56777","0,005953903"
"44,508","11,74",1,1,1,0,0,"11347,5329","0,000861371"
"44,509","11,741",1,1,1,0,0,"11347,51323","-0,025707916"
"44,51","11,742",1,1,1,0,0,"11347,52038","-0,070336936"
"44,511","11,743",1,1,1,0,0,"11347,54989","-0,12751257"
"44,512","11,744",1,1,1,0,0,"11347,57403","-0,190218631"
"44,513","11,745",1,1,1,0,0,"11347,57135","-0,250673536"
"44,514","11,746",1,1,1,0,0,"11347,54899","-0,301485118"
"44,515","11,747",1,1,1,0,0,"11347,5329","-0,336582214"
"44,516","11,748",1,1,1,0,0,"11347,54274","-0,351757221"
"44,517","11,749",1,1,1,0,0,"11347,57313","-0,345121883"
"44,518","11,75",1,1,1,0,0,"11347,59727","-0,317626819"
"44,519","11,751",1,1,1,0,0,"11347,59459","-0,272799227"
"44,52","11,752",1,1,1,0,0,"11347,57492","-0,216167904"
"44,521","11,753",1,1,1,0,0,"11347,55794","-0,154709192"
"44,522","11,754",1,1,1,0,0,"11347,55257","-0,096024787"
"44,523","11,755",1,1,1,0,0,"11347,55257","-0,047238264"
"44,524","11,756",1,1,1,0,0,"11347,55257","-0,014303164"
"44,525","11,757",1,1,1,0,0,"11347,55257","-0,001145676"
"44,526","11,758",1,1,1,0,0,"11347,54542","-0,009260443"
"44,527","11,759",1,1,1,0,0,"11347,5329","-0,037618782"
"44,528","11,76",1,1,1,0,0,"11347,52933","-0,082632685"
"44,529","11,761",1,1,1,0,0,"11347,54542","-0,13864832"
"44,53","11,762",1,1,1,0,0,"11347,57582","-0,198716056"
"44,531","11,763",1,1,1,0,0,"11347,608","-0,255478248"
"44,532","11,764",1,1,1,0,0,"11347,61873","-0,301972311"
"44,533","11,765",1,1,1,0,0,"11347,59102","-0,332499705"
"44,534","11,766",1,1,1,0,0,"11347,54452","-0,343438871"
"44,535","11,767",1,1,1,0,0,"11347,51681","-0,333613306"
"44,536","11,768",1,1,1,0,0,"11347,51681","-0,304287728"
"44,537","11,769",1,1,1,0,0,"11347,52843","-0,259084571"
"44,538","11,77",1,1,1,0,0,"11347,52843","-0,203683861"
"44,539","11,771",1,1,1,0,0,"11347,51413","-0,144953616"
"44,54","11,772",1,1,1,0,0,"11347,50966","-0,090080313"
"44,541","11,773",1,1,1,0,0,"11347,52933","-0,045718304"
"44,542","11,774",1,1,1,0,0,"11347,57313","-0,017347983"
"44,543","11,775",1,1,1,0,0,"11347,61337","-0,008320576"
"44,544","11,776",1,1,1,0,0,"11347,62231","-0,019595544"
"44,545","11,777",1,1,1,0,0,"11347,60622","-0,04973351"
"44,546","11,778",1,1,1,0,0,"11347,57224","-0,094979052"
"44,547","11,779",1,1,1,0,0,"11347,53827","-0,149626825"
"44,548","11,78",1,1,1,0,0,"11347,52217","-0,206967741"
"44,549","11,781",1,1,1,0,0,"11347,52575","-0,260049701"
"44,55","11,782",1,1,1,0,0,"11347,54542","-0,302404501"
"44,551","11,783",1,1,1,0,0,"11347,55704","-0,328848734"
"44,552","11,784",1,1,1,0,0,"11347,54899","-0,336199217"
"44,553","11,785",1,1,1,0,0,"11347,52575","-0,323662721"
"44,554","11,786",1,1,1,0,0,"11347,51681","-0,292902216"
"44,555","11,787",1,1,1,0,0,"11347,54363","-0,247772671"
"44,556","11,788",1,1,1,0,0,"11347,59102","-0,19384047"
"44,557","11,789",1,1,1,0,0,"11347,61784","-0,137734134"
"44,558","11,79",1,1,1,0,0,"11347,59906","-0,086369812"
"44,559","11,791",1,1,1,0,0,"11347,55525","-0,046110624"
"44,56","11,792",1,1,1,0,0,"11347,52754","-0,02190569"
"44,561","11,793",1,1,1,0,0,"11347,53469","-0,016693305"
"44,562","11,794",1,1,1,0,0,"11347,55794","-0,03097428"
"44,563","11,795",1,1,1,0,0,"11347,57045","-0,062851752"
"44,564","11,796",1,1,1,0,0,"11347,56419","-0,108365556"
"44,565","11,797",1,1,1,0,0,"11347,55168","-0,161838643"
"44,566","11,798",1,1,1,0,0,"11347,54452","-0,216590967"
"44,567","11,799",1,1,1,0,0,"11347,54989","-0,265874043"
"44,568","11,8",1,1,1,0,0,"11347,55794","-0,303756129"
"44,569","11,801",1,1,1,0,0,"11347,55883","-0,325675048"
"44,57","11,802",1,1,1,0,0,"11347,54989","-0,328915454"
"44,571","11,803",1,1,1,0,0,"11347,53827","-0,313075893"
"44,572","11,804",1,1,1,0,0,"11347,53827","-0,280166306"
"44,573","11,805",1,1,1,0,0,"11347,55615","-0,234383345"
"44,574","11,806",1,1,1,0,0,"11347,57135","-0,181411635"
"44,575","11,807",1,1,1,0,0,"11347,56688","-0,127721792"
"44,576","11,808",1,1,1,0,0,"11347,54363","-0,079902029"
"44,577","11,809",1,1,1,0,0,"11347,5177","-0,043824473"
"44,578","11,81",1,1,1,0,0,"11347,51502","-0,023926394"
"44,579","11,811",1,1,1,0,0,"11347,53916","-0,022568628"
"44,58","11,812",1,1,1,0,0,"11347,57492","-0,039742938"
"44,581","11,813",1,1,1,0,0,"11347,59817","-0,073276204"
"44,582","11,814",1,1,1,0,0,"11347,58923","-0,118998373"
"44,583","11,815",1,1,1,0,0,"11347,55883","-0,171215907"
"44,584","11,816",1,1,1,0,0,"11347,53201","-0,2234523"
"44,585","11,817",1,1,1,0,0,"11347,52396","-0,269264467"
"44,586","11,818",1,1,1,0,0,"11347,54095","-0,303105041"
"44,587","11,819",1,1,1,0,0,"11347,56777","-0,320888869"
"44,588","11,82",1,1,1,0,0,"11347,5785","-0,32043919"
"44,589","11,821",1,1,1,0,0,"11347,56241","-0,30184621"
"44,59","11,822",1,1,1,0,0,"11347,53916","-0,267448295"
"44,591","11,823",1,1,1,0,0,"11347,53111","-0,221627615"
"44,592","11,824",1,1,1,0,0,"11347,54184","-0,170131493"
"44,593","11,825",1,1,1,0,0,"11347,55704","-0,119220186"
"44,594","11,826",1,1,1,0,0,"11347,55704","-0,07510779"
"44,595","11,827",1,1,1,0,0,"11347,53827","-0,04317977"
"44,596","11,828",1,1,1,0,0,"11347,51591","-0,027358741"
"44,597","11,829",1,1,1,0,0,"11347,51502","-0,02962423"
"44,598","11,83",1,1,1,0,0,"11347,54184","-0,0495834"
"44,599","11,831",1,1,1,0,0,"11347,57939","-0,084619718"
"44,6","11,832",1,1,1,0,0,"11347,58923","-0,13033947"
"44,601","11,833",1,1,1,0,0,"11347,57313","-0,181170143"
"44,602","11,834",1,1,1,0,0,"11347,54452","-0,230825562"
"44,603","11,835",1,1,1,0,0,"11347,53111","-0,273177866"
"44,604","11,836",1,1,1,0,0,"11347,55078","-0,303128511"
"44,605","11,837",1,1,1,0,0,"11347,58833","-0,317020118"
"44,606","11,838",1,1,1,0,0,"11347,61516","-0,313268863"
"44,607","11,839",1,1,1,0,0,"11347,60711","-0,29249277"
"44,608","11,84",1,1,1,0,0,"11347,56419","-0,257321335"
"44,609","11,841",1,1,1,0,0,"11347,51681","-0,212151669"
"44,61","11,842",1,1,1,0,0,"11347,49982","-0,162547268"
"44,611","11,843",1,1,1,0,0,"11347,52396","-0,11469529"
"44,612","11,844",1,1,1,0,0,"11347,56598","-0,074565513"
"44,613","11,845",1,1,1,0,0,"11347,59191","-0,046984195"
"44,614","11,846",1,1,1,0,0,"11347,58029","-0,035157236"
"44,615","11,847",1,1,1,0,0,"11347,54184","-0,040520001"
"44,616","11,848",1,1,1,0,0,"11347,51502","-0,062394296"
"44,617","11,849",1,1,1,0,0,"11347,52307","-0,098003875"
"44,618","11,85",1,1,1,0,0,"11347,56866","-0,14295659"
"44,619","11,851",1,1,1,0,0,"11347,61516","-0,191789977"
"44,62","11,852",1,1,1,0,0,"11347,61516","-0,238475744"
"44,621","11,853",1,1,1,0,0,"11347,57403","-0,27718598"
"44,622","11,854",1,1,1,0,0,"11347,52664","-0,303150322"
"44,623","11,855",1,1,1,0,0,"11347,51502","-0,313279703"
"44,624","11,856",1,1,1,0,0,"11347,54095","-0,306468029"
"44,625","11,857",1,1,1,0,0,"11347,5785","-0,283518769"
"44,626","11,858",1,1,1,0,0,"11347,5937","-0,24719175"
"44,627","11,859",1,1,1,0,0,"11347,57761","-0,201991145"
"44,628","11,86",1,1,1,0,0,"11347,54631","-0,153596615"
"44,629","11,861",1,1,1,0,0,"11347,53111","-0,108053358"
"44,63","11,862",1,1,1,0,0,"11347,54721","-0,070974836"
"44,631","11,863",1,1,1,0,0,"11347,5785","-0,046872417"
"44,632","11,864",1,1,1,0,0,"11347,60174","-0,038665412"
"44,633","11,865",1,1,1,0,0,"11347,59459","-0,047297208"
"44,634","11,866",1,1,1,0,0,"11347,56866","-0,071557267"
"44,635","11,867",1,1,1,0,0,"11347,54542","-0,108406208"
"44,636","11,868",1,1,1,0,0,"11347,53737","-0,153311472"
"44,637","11,869",1,1,1,0,0,"11347,54452","-0,200761668"
"44,638","11,87",1,1,1,0,0,"11347,55704","-0,244896226"
"44,639","11,871",1,1,1,0,0,"11347,56777","-0,280183963"
"44,64","11,872",1,1,1,0,0,"11347,56419","-0,302276704"
"44,641","11,873",1,1,1,0,0,"11347,54452","-0,308613088"
"44,642","11,874",1,1,1,0,0,"11347,5329","-0,298583601"
"44,643","11,875",1,1,1,0,0,"11347,54095","-0,273496471"
"44,644","11,876",1,1,1,0,0,"11347,56777","-0,236415844"
"44,645","11,877",1,1,1,0,0,"11347,59549","-0,191950966"
"44,646","11,878",1,1,1,0,0,"11347,60085","-0,145701962"
"44,647","11,879",1,1,1,0,0,"11347,58476","-0,103367958"
"44,648","11,88",1,1,1,0,0,"11347,55347","-0,070073535"
"44,649","11,881",1,1,1,0,0,"11347,5329","-0,049863863"
"44,65","11,882",1,1,1,0,0,"11347,52575","-0,045193257"
"44,651","11,883",1,1,1,0,0,"11347,52217","-0,056500388"
"44,652","11,884",1,1,1,0,0,"11347,5177","-0,082361428"
"44,653","11,885",1,1,1,0,0,"11347,52396","-0,119603807"
"44,654","11,886",1,1,1,0,0,"11347,53916","-0,163615849"
"44,655","11,887",1,1,1,0,0,"11347,55615","-0,20892188"
"44,656","11,888",1,1,1,0,0,"11347,56956","-0,249955971"
"44,657","11,889",1,1,1,0,0,"11347,56956","-0,281644203"
"44,658","11,89",1,1,1,0,0,"11347,5633","-0,300071184"
"44,659","11,891",1,1,1,0,0,"11347,55615","-0,303044673"
"44,66","11,892",1,1,1,0,0,"11347,55704","-0,290252361"
"44,661","11,893",1,1,1,0,0,"11347,56509","-0,263338983"
"44,662","11,894",1,1,1,0,0,"11347,57224","-0,225658286"
"44,663","11,895",1,1,1,0,0,"11347,56419","-0,181855243"
"44,664","11,896",1,1,1,0,0,"11347,54005","-0,137337372"
"44,665","11,897",1,1,1,0,0,"11347,5186","-0,097620757"
"44,666","11,898",1,1,1,0,0,"11347,51502","-0,06752084"
"44,667","11,899",1,1,1,0,0,"11347,53111","-0,050731893"
"44,668","11,9",1,1,1,0,0,"11347,55794","-0,049342727"
"44,669","11,901",1,1,1,0,0,"11347,57045","-0,063380986"
"44,67","11,902",1,1,1,0,0,"11347,56688","-0,090993913"
"44,671","11,903",1,1,1,0,0,"11347,5633","-0,128710121"
"44,672","11,904",1,1,1,0,0,"11347,55972","-0,17179165"
"44,673","11,905",1,1,1,0,0,"11347,56241","-0,214802846"
"44,674","11,906",1,1,1,0,0,"11347,57045","-0,252450071"
"44,675","11,907",1,1,1,0,0,"11347,57761","-0,280169323"
"44,676","11,908",1,1,1,0,0,"11347,57492","-0,294621307"
"44,677","11,909",1,1,1,0,0,"11347,5633","-0,294161718"
"44,678","11,91",1,1,1,0,0,"11347,54721","-0,278894529"
"44,679","11,911",1,1,1,0,0,"11347,53111","-0,25072109"
"44,68","11,912",1,1,1,0,0,"11347,52396","-0,213124305"
"44,681","11,913",1,1,1,0,0,"11347,53201","-0,170874503"
"44,682","11,914",1,1,1,0,0,"11347,5481","-0,129295755"
"44,683","11,915",1,1,1,0,0,"11347,56419","-0,093446812"
"44,684","11,916",1,1,1,0,0,"11347,57492","-0,06763346"
"44,685","11,917",1,1,1,0,0,"11347,57939","-0,054968018"
"44,686","11,918",1,1,1,0,0,"11347,58297","-0,056956569"
"44,687","11,919",1,1,1,0,0,"11347,58118","-0,073170904"
"44,688","11,92",1,1,1,0,0,"11347,56956","-0,101476507"
