Temps total (s),Temps de cycle écoulé (s),Nombre total de cycles,Cycles écoulés,Etape,Nombre total de cycles(Forme d'onde Linear),Nombre total de cycles(Forme d'onde Rotary),Pos (ľm),Effort_5N (N)
"5,981","5,981",1,1,1,0,0,"11347,51502","-0,155921746"
"5,982","5,982",1,1,1,0,0,"11347,5186","-0,153675852"
"5,983","5,983",1,1,1,0,0,"11347,54005","-0,152019532"
"5,984","5,984",1,1,1,0,0,"11347,56241","-0,15141407"
"5,985","5,985",1,1,1,0,0,"11347,57313","-0,152406842"
"5,986","5,986",1,1,1,0,0,"11347,58118","-0,154840657"
"5,987","5,987",1,1,1,0,0,"11347,58386","-0,158097893"
"5,988","5,988",1,1,1,0,0,"11347,58386","-0,161457062"
"5,989","5,989",1,1,1,0,0,"11347,58386","-0,164636858"
"5,99","5,99",1,1,1,0,0,"11347,58386","-0,167663954"
"5,991","5,991",1,1,1,0,0,"11347,58386","-0,170088653"
"5,992","5,992",1,1,1,0,0,"11347,58297","-0,171414595"
"5,993","5,993",1,1,1,0,0,"11347,57135","-0,1713931"
"5,994","5,994",1,1,1,0,0,"11347,55078","-0,170047786"
"5,995","5,995",1,1,1,0,0,"11347,53111","-0,167607982"
"5,996","5,996",1,1,1,0,0,"11347,52307","-0,164421592"
"5,997","5,997",1,1,1,0,0,"11347,53916","-0,160940439"
"5,998","5,998",1,1,1,0,0,"11347,56956","-0,157521144"
"5,999","5,999",1,1,1,0,0,"11347,58118","-0,154573424"
6,6,1,1,1,0,0,"11347,56598","-0,152792176"
"6,001","6,001",1,1,1,0,0,"11347,54631","-0,152429389"
"6,002","6,002",1,1,1,0,0,"11347,54184","-0,15315528"
"6,003","6,003",1,1,1,0,0,"11347,55883","-0,154674528"
"6,004","6,004",1,1,1,0,0,"11347,59012","-0,156803075"
"6,005","6,005",1,1,1,0,0,"11347,60979","-0,159578621"
"6,006","6,006",1,1,1,0,0,"11347,60353","-0,162756927"
"6,007","6,007",1,1,1,0,0,"11347,57761","-0,165782552"
"6,008","6,008",1,1,1,0,0,"11347,55078","-0,167999323"
"6,009","6,009",1,1,1,0,0,"11347,53737","-0,169301294"
"6,01","6,01",1,1,1,0,0,"11347,53737","-0,169792008"
"6,011","6,011",1,1,1,0,0,"11347,54631","-0,169527009"
"6,012","6,012",1,1,1,0,0,"11347,56509","-0,168504566"
"6,013","6,013",1,1,1,0,0,"11347,58476","-0,166748445"
"6,014","6,014",1,1,1,0,0,"11347,59996","-0,164336041"
"6,015","6,015",1,1,1,0,0,"11347,59906","-0,161517225"
"6,016","6,016",1,1,1,0,0,"11347,59459","-0,158649925"
"6,017","6,017",1,1,1,0,0,"11347,59102","-0,156085249"
"6,018","6,018",1,1,1,0,0,"11347,59638","-0,154253785"
"6,019","6,019",1,1,1,0,0,"11347,60443","-0,153481988"
"6,02","6,02",1,1,1,0,0,"11347,60443","-0,153920548"
"6,021","6,021",1,1,1,0,0,"11347,58386","-0,155606931"
"6,022","6,022",1,1,1,0,0,"11347,55704","-0,158331506"
"6,023","6,023",1,1,1,0,0,"11347,54452","-0,161629785"
"6,024","6,024",1,1,1,0,0,"11347,55257","-0,165121835"
"6,025","6,025",1,1,1,0,0,"11347,57313","-0,168351959"
"6,026","6,026",1,1,1,0,0,"11347,59012","-0,170781445"
"6,027","6,027",1,1,1,0,0,"11347,59012","-0,172040425"
"6,028","6,028",1,1,1,0,0,"11347,58208","-0,172081329"
"6,029","6,029",1,1,1,0,0,"11347,57403","-0,171169564"
"6,03","6,03",1,1,1,0,0,"11347,57492","-0,169617236"
"6,031","6,031",1,1,1,0,0,"11347,58565","-0,167548899"
"6,032","6,032",1,1,1,0,0,"11347,59817","-0,165057573"
"6,033","6,033",1,1,1,0,0,"11347,59817","-0,162345394"
"6,034","6,034",1,1,1,0,0,"11347,57761","-0,159879904"
"6,035","6,035",1,1,1,0,0,"11347,54899","-0,158127844"
"6,036","6,036",1,1,1,0,0,"11347,52933","-0,157304574"
"6,037","6,037",1,1,1,0,0,"11347,52933","-0,157258008"
"6,038","6,038",1,1,1,0,0,"11347,54721","-0,15782645"
"6,039","6,039",1,1,1,0,0,"11347,56598","-0,158879552"
"6,04","6,04",1,1,1,0,0,"11347,57761","-0,160296988"
"6,041","6,041",1,1,1,0,0,"11347,58118","-0,161964688"
"6,042","6,042",1,1,1,0,0,"11347,57939","-0,163757522"
"6,043","6,043",1,1,1,0,0,"11347,57492","-0,165530648"
"6,044","6,044",1,1,1,0,0,"11347,57135","-0,167038329"
"6,045","6,045",1,1,1,0,0,"11347,57761","-0,168121494"
"6,046","6,046",1,1,1,0,0,"11347,59012","-0,168726686"
"6,047","6,047",1,1,1,0,0,"11347,59727","-0,168649964"
"6,048","6,048",1,1,1,0,0,"11347,58655","-0,167833325"
"6,049","6,049",1,1,1,0,0,"11347,57045","-0,166423731"
"6,05","6,05",1,1,1,0,0,"11347,55525","-0,164676569"
"6,051","6,051",1,1,1,0,0,"11347,55525","-0,162812099"
"6,052","6,052",1,1,1,0,0,"11347,57313","-0,161047578"
"6,053","6,053",1,1,1,0,0,"11347,58476","-0,159575939"
"6,054","6,054",1,1,1,0,0,"11347,58029","-0,158509873"
"6,055","6,055",1,1,1,0,0,"11347,57224","-0,158026479"
"6,056","6,056",1,1,1,0,0,"11347,56419","-0,158356577"
"6,057","6,057",1,1,1,0,0,"11347,55972","-0,159601979"
"6,058","6,058",1,1,1,0,0,"11347,56688","-0,161478966"
"6,059","6,059",1,1,1,0,0,"11347,57761","-0,16360309"
"6,06","6,06",1,1,1,0,0,"11347,59012","-0,165656749"
"6,061","6,061",1,1,1,0,0,"11347,59012","-0,167408288"
"6,062","6,062",1,1,1,0,0,"11347,57671","-0,168685392"
"6,063","6,063",1,1,1,0,0,"11347,56062","-0,169377457"
"6,064","6,064",1,1,1,0,0,"11347,54899","-0,169393886"
"6,065","6,065",1,1,1,0,0,"11347,55257","-0,168608502"
"6,066","6,066",1,1,1,0,0,"11347,56598","-0,167091768"
"6,067","6,067",1,1,1,0,0,"11347,58297","-0,16507715"
"6,068","6,068",1,1,1,0,0,"11347,59102","-0,162930153"
"6,069","6,069",1,1,1,0,0,"11347,57939","-0,16100686"
"6,07","6,07",1,1,1,0,0,"11347,5633","-0,159477871"
"6,071","6,071",1,1,1,0,0,"11347,55883","-0,158349071"
"6,072","6,072",1,1,1,0,0,"11347,56598","-0,157704875"
"6,073","6,073",1,1,1,0,0,"11347,57492","-0,157661811"
"6,074","6,074",1,1,1,0,0,"11347,58297","-0,158292353"
"6,075","6,075",1,1,1,0,0,"11347,58744","-0,159502104"
"6,076","6,076",1,1,1,0,0,"11347,58655","-0,161005687"
"6,077","6,077",1,1,1,0,0,"11347,58029","-0,162572376"
"6,078","6,078",1,1,1,0,0,"11347,57224","-0,164068379"
"6,079","6,079",1,1,1,0,0,"11347,56509","-0,165473931"
"6,08","6,08",1,1,1,0,0,"11347,56956","-0,166618247"
"6,081","6,081",1,1,1,0,0,"11347,57761","-0,1672161"
"6,082","6,082",1,1,1,0,0,"11347,58565","-0,16711574"
"6,083","6,083",1,1,1,0,0,"11347,58565","-0,166394189"
"6,084","6,084",1,1,1,0,0,"11347,56777","-0,165196843"
"6,085","6,085",1,1,1,0,0,"11347,54899","-0,163605902"
"6,086","6,086",1,1,1,0,0,"11347,54452","-0,161695108"
"6,087","6,087",1,1,1,0,0,"11347,56062","-0,159706548"
"6,088","6,088",1,1,1,0,0,"11347,5928","-0,157976653"
"6,089","6,089",1,1,1,0,0,"11347,62231","-0,156801641"
"6,09","6,09",1,1,1,0,0,"11347,62946","-0,156329758"
"6,091","6,091",1,1,1,0,0,"11347,60532","-0,156717114"
"6,092","6,092",1,1,1,0,0,"11347,56598","-0,158058647"
"6,093","6,093",1,1,1,0,0,"11347,53737","-0,160238445"
"6,094","6,094",1,1,1,0,0,"11347,53558","-0,162813533"
"6,095","6,095",1,1,1,0,0,"11347,55615","-0,165304374"
"6,096","6,096",1,1,1,0,0,"11347,58297","-0,167495869"
"6,097","6,097",1,1,1,0,0,"11347,59549","-0,169176403"
"6,098","6,098",1,1,1,0,0,"11347,58744","-0,170396287"
"6,099","6,099",1,1,1,0,0,"11347,57135","-0,17115958"
"6,1","6,1",1,1,1,0,0,"11347,55972","-0,171223022"
"6,101","6,101",1,1,1,0,0,"11347,56509","-0,17051395"
"6,102","6,102",1,1,1,0,0,"11347,57671","-0,169076659"
"6,103","6,103",1,1,1,0,0,"11347,58655","-0,167095792"
"6,104","6,104",1,1,1,0,0,"11347,57939","-0,164674204"
"6,105","6,105",1,1,1,0,0,"11347,56688","-0,162203256"
"6,106","6,106",1,1,1,0,0,"11347,55794","-0,160193015"
"6,107","6,107",1,1,1,0,0,"11347,56509","-0,158798527"
"6,108","6,108",1,1,1,0,0,"11347,57671","-0,157901589"
"6,109","6,109",1,1,1,0,0,"11347,58655","-0,157513507"
"6,11","6,11",1,1,1,0,0,"11347,58386","-0,157754906"
"6,111","6,111",1,1,1,0,0,"11347,58029","-0,158615857"
"6,112","6,112",1,1,1,0,0,"11347,57492","-0,160044339"
"6,113","6,113",1,1,1,0,0,"11347,56688","-0,161925294"
"6,114","6,114",1,1,1,0,0,"11347,55972","-0,164063945"
"6,115","6,115",1,1,1,0,0,"11347,56062","-0,16600715"
"6,116","6,116",1,1,1,0,0,"11347,57224","-0,167312715"
"6,117","6,117",1,1,1,0,0,"11347,58833","-0,167783778"
"6,118","6,118",1,1,1,0,0,"11347,59102","-0,167503338"
"6,119","6,119",1,1,1,0,0,"11347,56777","-0,166757703"
"6,12","6,12",1,1,1,0,0,"11347,5338","-0,165761821"
"6,121","6,121",1,1,1,0,0,"11347,52664","-0,164400823"
"6,122","6,122",1,1,1,0,0,"11347,55347","-0,162601676"
"6,123","6,123",1,1,1,0,0,"11347,5928","-0,160436574"
"6,124","6,124",1,1,1,0,0,"11347,61516","-0,158230904"
"6,125","6,125",1,1,1,0,0,"11347,59996","-0,156389363"
"6,126","6,126",1,1,1,0,0,"11347,56777","-0,155341774"
"6,127","6,127",1,1,1,0,0,"11347,54899","-0,155212441"
"6,128","6,128",1,1,1,0,0,"11347,55704","-0,15596265"
"6,129","6,129",1,1,1,0,0,"11347,58029","-0,157275479"
"6,13","6,13",1,1,1,0,0,"11347,59638","-0,158976652"
"6,131","6,131",1,1,1,0,0,"11347,59459","-0,161028579"
"6,132","6,132",1,1,1,0,0,"11347,58744","-0,16323816"
"6,133","6,133",1,1,1,0,0,"11347,57671","-0,165372919"
"6,134","6,134",1,1,1,0,0,"11347,56509","-0,167096537"
"6,135","6,135",1,1,1,0,0,"11347,55525","-0,168086458"
"6,136","6,136",1,1,1,0,0,"11347,54899","-0,168321878"
"6,137","6,137",1,1,1,0,0,"11347,55347","-0,167869274"
"6,138","6,138",1,1,1,0,0,"11347,56151","-0,166771356"
"6,139","6,139",1,1,1,0,0,"11347,57045","-0,165129192"
"6,14","6,14",1,1,1,0,0,"11347,58297","-0,163123775"
"6,141","6,141",1,1,1,0,0,"11347,5928","-0,161073562"
"6,142","6,142",1,1,1,0,0,"11347,59549","-0,159344599"
"6,143","6,143",1,1,1,0,0,"11347,5928","-0,158098526"
"6,144","6,144",1,1,1,0,0,"11347,58833","-0,157464724"
"6,145","6,145",1,1,1,0,0,"11347,58386","-0,157509018"
"6,146","6,146",1,1,1,0,0,"11347,57939","-0,158166569"
"6,147","6,147",1,1,1,0,0,"11347,56777","-0,159353819"
"6,148","6,148",1,1,1,0,0,"11347,55615","-0,160883609"
"6,149","6,149",1,1,1,0,0,"11347,55168","-0,162607897"
"6,15","6,15",1,1,1,0,0,"11347,56509","-0,164223555"
"6,151","6,151",1,1,1,0,0,"11347,58118","-0,165423173"
"6,152","6,152",1,1,1,0,0,"11347,58923","-0,166151077"
"6,153","6,153",1,1,1,0,0,"11347,57761","-0,166511852"
"6,154","6,154",1,1,1,0,0,"11347,56151","-0,166381691"
"6,155","6,155",1,1,1,0,0,"11347,5481","-0,165545996"
"6,156","6,156",1,1,1,0,0,"11347,55347","-0,164091978"
"6,157","6,157",1,1,1,0,0,"11347,57939","-0,162335988"
"6,158","6,158",1,1,1,0,0,"11347,59906","-0,160504431"
"6,159","6,159",1,1,1,0,0,"11347,5928","-0,158661958"
"6,16","6,16",1,1,1,0,0,"11347,56956","-0,156999845"
"6,161","6,161",1,1,1,0,0,"11347,5481","-0,155758075"
"6,162","6,162",1,1,1,0,0,"11347,54363","-0,155095626"
"6,163","6,163",1,1,1,0,0,"11347,55525","-0,15512947"
"6,164","6,164",1,1,1,0,0,"11347,57135","-0,155880339"
"6,165","6,165",1,1,1,0,0,"11347,58208","-0,15713498"
"6,166","6,166",1,1,1,0,0,"11347,57671","-0,158737209"
"6,167","6,167",1,1,1,0,0,"11347,56866","-0,160587151"
"6,168","6,168",1,1,1,0,0,"11347,57135","-0,162455942"
"6,169","6,169",1,1,1,0,0,"11347,58118","-0,164092127"
"6,17","6,17",1,1,1,0,0,"11347,59727","-0,165197216"
"6,171","6,171",1,1,1,0,0,"11347,6089","-0,165582802"
"6,172","6,172",1,1,1,0,0,"11347,60174","-0,16521452"
"6,173","6,173",1,1,1,0,0,"11347,58923","-0,16415352"
"6,174","6,174",1,1,1,0,0,"11347,58029","-0,162655711"
"6,175","6,175",1,1,1,0,0,"11347,58297","-0,160992984"
"6,176","6,176",1,1,1,0,0,"11347,58655","-0,159370452"
"6,177","6,177",1,1,1,0,0,"11347,57939","-0,15810838"
"6,178","6,178",1,1,1,0,0,"11347,56509","-0,157436859"
"6,179","6,179",1,1,1,0,0,"11347,54899","-0,157474428"
"6,18","6,18",1,1,1,0,0,"11347,54274","-0,157926325"
"6,181","6,181",1,1,1,0,0,"11347,54899","-0,158457179"
"6,182","6,182",1,1,1,0,0,"11347,57045","-0,159310605"
"6,183","6,183",1,1,1,0,0,"11347,59459","-0,160625279"
"6,184","6,184",1,1,1,0,0,"11347,60532","-0,16242275"
"6,185","6,185",1,1,1,0,0,"11347,5928","-0,164507534"
"6,186","6,186",1,1,1,0,0,"11347,57403","-0,166302584"
"6,187","6,187",1,1,1,0,0,"11347,56956","-0,167815108"
"6,188","6,188",1,1,1,0,0,"11347,58565","-0,168882236"
"6,189","6,189",1,1,1,0,0,"11347,608","-0,169161763"
"6,19","6,19",1,1,1,0,0,"11347,60711","-0,168820042"
"6,191","6,191",1,1,1,0,0,"11347,57939","-0,167736672"
"6,192","6,192",1,1,1,0,0,"11347,54005","-0,166087933"
"6,193","6,193",1,1,1,0,0,"11347,52038","-0,164098311"
"6,194","6,194",1,1,1,0,0,"11347,54005","-0,161600262"
"6,195","6,195",1,1,1,0,0,"11347,5785","-0,158948004"
"6,196","6,196",1,1,1,0,0,"11347,60174","-0,15670266"
"6,197","6,197",1,1,1,0,0,"11347,59817","-0,155499121"
"6,198","6,198",1,1,1,0,0,"11347,5785","-0,155472895"
"6,199","6,199",1,1,1,0,0,"11347,56688","-0,156207895"
"6,2","6,2",1,1,1,0,0,"11347,57492","-0,157583654"
"6,201","6,201",1,1,1,0,0,"11347,5937","-0,159307178"
"6,202","6,202",1,1,1,0,0,"11347,59817","-0,161321405"
"6,203","6,203",1,1,1,0,0,"11347,58208","-0,163509715"
"6,204","6,204",1,1,1,0,0,"11347,5481","-0,165591352"
"6,205","6,205",1,1,1,0,0,"11347,52038","-0,167319477"
"6,206","6,206",1,1,1,0,0,"11347,52575","-0,168204773"
"6,207","6,207",1,1,1,0,0,"11347,55168","-0,168138612"
"6,208","6,208",1,1,1,0,0,"11347,57761","-0,167178176"
"6,209","6,209",1,1,1,0,0,"11347,58565","-0,165708438"
"6,21","6,21",1,1,1,0,0,"11347,58208","-0,164063703"
"6,211","6,211",1,1,1,0,0,"11347,57761","-0,162414517"
"6,212","6,212",1,1,1,0,0,"11347,57582","-0,160791855"
"6,213","6,213",1,1,1,0,0,"11347,58386","-0,159047432"
"6,214","6,214",1,1,1,0,0,"11347,59638","-0,157447513"
"6,215","6,215",1,1,1,0,0,"11347,60353","-0,156525597"
"6,216","6,216",1,1,1,0,0,"11347,59191","-0,156626198"
"6,217","6,217",1,1,1,0,0,"11347,57135","-0,157614406"
"6,218","6,218",1,1,1,0,0,"11347,55347","-0,159176067"
"6,219","6,219",1,1,1,0,0,"11347,55347","-0,160938893"
"6,22","6,22",1,1,1,0,0,"11347,56509","-0,162703358"
"6,221","6,221",1,1,1,0,0,"11347,56509","-0,164436363"
"6,222","6,222",1,1,1,0,0,"11347,54989","-0,166062247"
"6,223","6,223",1,1,1,0,0,"11347,53648","-0,167371053"
"6,224","6,224",1,1,1,0,0,"11347,54274","-0,168165918"
"6,225","6,225",1,1,1,0,0,"11347,57135","-0,168375149"
"6,226","6,226",1,1,1,0,0,"11347,60532","-0,168098602"
"6,227","6,227",1,1,1,0,0,"11347,61694","-0,167399626"
"6,228","6,228",1,1,1,0,0,"11347,60174","-0,166111495"
"6,229","6,229",1,1,1,0,0,"11347,58208","-0,164252091"
"6,23","6,23",1,1,1,0,0,"11347,56151","-0,162300617"
"6,231","6,231",1,1,1,0,0,"11347,54363","-0,160571747"
"6,232","6,232",1,1,1,0,0,"11347,53916","-0,159034263"
"6,233","6,233",1,1,1,0,0,"11347,53827","-0,157857332"
"6,234","6,234",1,1,1,0,0,"11347,54184","-0,157413967"
"6,235","6,235",1,1,1,0,0,"11347,54631","-0,157918241"
"6,236","6,236",1,1,1,0,0,"11347,55436","-0,159175731"
"6,237","6,237",1,1,1,0,0,"11347,56598","-0,160830729"
"6,238","6,238",1,1,1,0,0,"11347,57761","-0,162700713"
"6,239","6,239",1,1,1,0,0,"11347,58208","-0,164775997"
"6,24","6,24",1,1,1,0,0,"11347,58655","-0,166830234"
"6,241","6,241",1,1,1,0,0,"11347,59817","-0,168371163"
"6,242","6,242",1,1,1,0,0,"11347,60532","-0,169074424"
"6,243","6,243",1,1,1,0,0,"11347,5928","-0,169011597"
"6,244","6,244",1,1,1,0,0,"11347,57045","-0,168356765"
"6,245","6,245",1,1,1,0,0,"11347,54631","-0,167172812"
"6,246","6,246",1,1,1,0,0,"11347,53022","-0,165499654"
"6,247","6,247",1,1,1,0,0,"11347,5338","-0,163621418"
"6,248","6,248",1,1,1,0,0,"11347,55615","-0,162017327"
"6,249","6,249",1,1,1,0,0,"11347,57224","-0,160911456"
"6,25","6,25",1,1,1,0,0,"11347,56777","-0,160303358"
"6,251","6,251",1,1,1,0,0,"11347,55704","-0,160118304"
"6,252","6,252",1,1,1,0,0,"11347,56062","-0,160395149"
"6,253","6,253",1,1,1,0,0,"11347,58029","-0,16120322"
"6,254","6,254",1,1,1,0,0,"11347,59996","-0,162404198"
"6,255","6,255",1,1,1,0,0,"11347,6089","-0,163759105"
"6,256","6,256",1,1,1,0,0,"11347,59638","-0,165192988"
"6,257","6,257",1,1,1,0,0,"11347,57224","-0,166740697"
"6,258","6,258",1,1,1,0,0,"11347,55078","-0,16819125"
"6,259","6,259",1,1,1,0,0,"11347,54631","-0,169235542"
"6,26","6,26",1,1,1,0,0,"11347,55972","-0,169658512"
"6,261","6,261",1,1,1,0,0,"11347,56777","-0,169433001"
"6,262","6,262",1,1,1,0,0,"11347,56241","-0,168741811"
"6,263","6,263",1,1,1,0,0,"11347,55436","-0,167676248"
"6,264","6,264",1,1,1,0,0,"11347,54721","-0,166298486"
"6,265","6,265",1,1,1,0,0,"11347,55257","-0,164736118"
"6,266","6,266",1,1,1,0,0,"11347,56151","-0,163190663"
"6,267","6,267",1,1,1,0,0,"11347,57761","-0,16193036"
"6,268","6,268",1,1,1,0,0,"11347,5937","-0,161097292"
"6,269","6,269",1,1,1,0,0,"11347,60532","-0,16066473"
"6,27","6,27",1,1,1,0,0,"11347,59727","-0,160721205"
"6,271","6,271",1,1,1,0,0,"11347,57671","-0,161348637"
"6,272","6,272",1,1,1,0,0,"11347,55704","-0,162431803"
"6,273","6,273",1,1,1,0,0,"11347,54184","-0,163771715"
"6,274","6,274",1,1,1,0,0,"11347,54542","-0,165253971"
"6,275","6,275",1,1,1,0,0,"11347,56062","-0,166668054"
"6,276","6,276",1,1,1,0,0,"11347,57582","-0,167806782"
"6,277","6,277",1,1,1,0,0,"11347,58118","-0,168487057"
"6,278","6,278",1,1,1,0,0,"11347,5785","-0,168515872"
"6,279","6,279",1,1,1,0,0,"11347,57492","-0,167893339"
"6,28","6,28",1,1,1,0,0,"11347,57045","-0,166751482"
"6,281","6,281",1,1,1,0,0,"11347,57671","-0,165296793"
"6,282","6,282",1,1,1,0,0,"11347,58833","-0,16374344"
"6,283","6,283",1,1,1,0,0,"11347,59549","-0,162276179"
"6,284","6,284",1,1,1,0,0,"11347,59549","-0,160984006"
"6,285","6,285",1,1,1,0,0,"11347,5928","-0,1599955"
"6,286","6,286",1,1,1,0,0,"11347,58923","-0,159466136"
"6,287","6,287",1,1,1,0,0,"11347,58476","-0,159394909"
"6,288","6,288",1,1,1,0,0,"11347,57761","-0,159759186"
"6,289","6,289",1,1,1,0,0,"11347,56956","-0,160671044"
"6,29","6,29",1,1,1,0,0,"11347,57045","-0,162189696"
"6,291","6,291",1,1,1,0,0,"11347,57492","-0,164107941"
"6,292","6,292",1,1,1,0,0,"11347,5785","-0,165997129"
"6,293","6,293",1,1,1,0,0,"11347,57403","-0,167525392"
"6,294","6,294",1,1,1,0,0,"11347,56688","-0,168653987"
"6,295","6,295",1,1,1,0,0,"11347,57492","-0,169329755"
"6,296","6,296",1,1,1,0,0,"11347,59459","-0,169481784"
"6,297","6,297",1,1,1,0,0,"11347,60711","-0,169058926"
"6,298","6,298",1,1,1,0,0,"11347,59906","-0,168049317"
"6,299","6,299",1,1,1,0,0,"11347,57313","-0,166569296"
"6,3","6,3",1,1,1,0,0,"11347,54452","-0,164895225"
"6,301","6,301",1,1,1,0,0,"11347,52933","-0,163340699"
"6,302","6,302",1,1,1,0,0,"11347,54452","-0,162045825"
"6,303","6,303",1,1,1,0,0,"11347,57582","-0,161155891"
"6,304","6,304",1,1,1,0,0,"11347,59549","-0,160821062"
"6,305","6,305",1,1,1,0,0,"11347,58208","-0,161055252"
"6,306","6,306",1,1,1,0,0,"11347,5481","-0,161834583"
"6,307","6,307",1,1,1,0,0,"11347,52038","-0,163123086"
"6,308","6,308",1,1,1,0,0,"11347,52843","-0,164821949"
"6,309","6,309",1,1,1,0,0,"11347,56419","-0,166687816"
"6,31","6,31",1,1,1,0,0,"11347,59996","-0,168350954"
"6,311","6,311",1,1,1,0,0,"11347,608","-0,169601962"
"6,312","6,312",1,1,1,0,0,"11347,58744","-0,170405563"
"6,313","6,313",1,1,1,0,0,"11347,55972","-0,170682035"
"6,314","6,314",1,1,1,0,0,"11347,5481","-0,170374047"
"6,315","6,315",1,1,1,0,0,"11347,55972","-0,169607718"
"6,316","6,316",1,1,1,0,0,"11347,58386","-0,168440565"
"6,317","6,317",1,1,1,0,0,"11347,59638","-0,166872721"
"6,318","6,318",1,1,1,0,0,"11347,58923","-0,165075287"
"6,319","6,319",1,1,1,0,0,"11347,57671","-0,163361058"
"6,32","6,32",1,1,1,0,0,"11347,56777","-0,162031371"
"6,321","6,321",1,1,1,0,0,"11347,57045","-0,161186811"
"6,322","6,322",1,1,1,0,0,"11347,57761","-0,160870925"
"6,323","6,323",1,1,1,0,0,"11347,58565","-0,161112864"
"6,324","6,324",1,1,1,0,0,"11347,58565","-0,161863957"
"6,325","6,325",1,1,1,0,0,"11347,57492","-0,163075328"
"6,326","6,326",1,1,1,0,0,"11347,56241","-0,164630972"
"6,327","6,327",1,1,1,0,0,"11347,55883","-0,166307297"
"6,328","6,328",1,1,1,0,0,"11347,57403","-0,167859513"
"6,329","6,329",1,1,1,0,0,"11347,5937","-0,169045366"
"6,33","6,33",1,1,1,0,0,"11347,60622","-0,169732794"
"6,331","6,331",1,1,1,0,0,"11347,59549","-0,169993024"
"6,332","6,332",1,1,1,0,0,"11347,56598","-0,1698176"
"6,333","6,333",1,1,1,0,0,"11347,53827","-0,169134978"
"6,334","6,334",1,1,1,0,0,"11347,53737","-0,168003552"
"6,335","6,335",1,1,1,0,0,"11347,56151","-0,166548081"
"6,336","6,336",1,1,1,0,0,"11347,59102","-0,164894145"
"6,337","6,337",1,1,1,0,0,"11347,59817","-0,163246207"
"6,338","6,338",1,1,1,0,0,"11347,57403","-0,161917489"
"6,339","6,339",1,1,1,0,0,"11347,54095","-0,16098259"
"6,34","6,34",1,1,1,0,0,"11347,52933","-0,160399452"
"6,341","6,341",1,1,1,0,0,"11347,55257","-0,160298496"
"6,342","6,342",1,1,1,0,0,"11347,58833","-0,160705242"
"6,343","6,343",1,1,1,0,0,"11347,60711","-0,161467995"
"6,344","6,344",1,1,1,0,0,"11347,60264","-0,162483994"
"6,345","6,345",1,1,1,0,0,"11347,58386","-0,163682587"
"6,346","6,346",1,1,1,0,0,"11347,57045","-0,164925009"
"6,347","6,347",1,1,1,0,0,"11347,56866","-0,165993217"
"6,348","6,348",1,1,1,0,0,"11347,57224","-0,166589599"
"6,349","6,349",1,1,1,0,0,"11347,57582","-0,166628435"
"6,35","6,35",1,1,1,0,0,"11347,57224","-0,166273694"
"6,351","6,351",1,1,1,0,0,"11347,56419","-0,165664461"
"6,352","6,352",1,1,1,0,0,"11347,55883","-0,164841264"
"6,353","6,353",1,1,1,0,0,"11347,56598","-0,163848177"
"6,354","6,354",1,1,1,0,0,"11347,57761","-0,162612572"
"6,355","6,355",1,1,1,0,0,"11347,58923","-0,161235984"
"6,356","6,356",1,1,1,0,0,"11347,5928","-0,15983982"
"6,357","6,357",1,1,1,0,0,"11347,58565","-0,158679392"
"6,358","6,358",1,1,1,0,0,"11347,57403","-0,158099253"
"6,359","6,359",1,1,1,0,0,"11347,56241","-0,158125628"
"6,36","6,36",1,1,1,0,0,"11347,56062","-0,158540308"
"6,361","6,361",1,1,1,0,0,"11347,56062","-0,159206688"
"6,362","6,362",1,1,1,0,0,"11347,55794","-0,160069745"
"6,363","6,363",1,1,1,0,0,"11347,55436","-0,161090344"
"6,364","6,364",1,1,1,0,0,"11347,55078","-0,162106827"
"6,365","6,365",1,1,1,0,0,"11347,5633","-0,162918251"
"6,366","6,366",1,1,1,0,0,"11347,58386","-0,163521003"
"6,367","6,367",1,1,1,0,0,"11347,60264","-0,163951311"
"6,368","6,368",1,1,1,0,0,"11347,60711","-0,164084453"
"6,369","6,369",1,1,1,0,0,"11347,59102","-0,163894799"
"6,37","6,37",1,1,1,0,0,"11347,56241","-0,163546205"
"6,371","6,371",1,1,1,0,0,"11347,54631","-0,163250081"
"6,372","6,372",1,1,1,0,0,"11347,55794","-0,162980556"
"6,373","6,373",1,1,1,0,0,"11347,58208","-0,162677225"
"6,374","6,374",1,1,1,0,0,"11347,5928","-0,162430052"
"6,375","6,375",1,1,1,0,0,"11347,57135","-0,162345376"
"6,376","6,376",1,1,1,0,0,"11347,5329","-0,162343103"
"6,377","6,377",1,1,1,0,0,"11347,51949","-0,16231617"
"6,378","6,378",1,1,1,0,0,"11347,55525","-0,162430611"
"6,379","6,379",1,1,1,0,0,"11347,61426","-0,162899215"
"6,38","6,38",1,1,1,0,0,"11347,64913","-0,163690634"
"6,381","6,381",1,1,1,0,0,"11347,62946","-0,164627451"
"6,382","6,382",1,1,1,0,0,"11347,56688","-0,165602714"
"6,383","6,383",1,1,1,0,0,"11347,51502","-0,16659053"
"6,384","6,384",1,1,1,0,0,"11347,51413","-0,16754508"
"6,385","6,385",1,1,1,0,0,"11347,55704","-0,168290753"
"6,386","6,386",1,1,1,0,0,"11347,61069","-0,168628599"
"6,387","6,387",1,1,1,0,0,"11347,62857","-0,168521367"
"6,388","6,388",1,1,1,0,0,"11347,59727","-0,167984497"
